"theta","design","n1","n2","rho","true_absd","true_vd","true_fn_mean","true_fn_var","d_mean","absd_mean","fn_mean_est","absd_bias","fn_bias","absd_vs_fn_mean","fn_vs_fn_mean","mean_var_absd","mean_var_fn","Var_MC_absd","Var_MC_fn","relbias_var_absd","relbias_var_fn","relbias_var_absd_vsFN","relbias_var_fn_vsFN","rmse_absd","rmse_fn","cover_absd","cover_fn","fail_prop","mcse_bias_absd","mcse_bias_fn","mcse_varbar_absd","mcse_varbar_fn","mcse_cover_absd","mcse_cover_fn"
3,"indep",10,10,0,3,0.45,3.00000106708357,0.449993597497411,-3.13312782828633,3.13312782828633,3.13313714649653,0.133127828286326,0.133137146496533,0.133126761202751,0.133136079412958,0.487665005788794,0.487630179738019,0.539455614570553,0.539432050011434,-9.60053197759152,-9.60303902452907,8.37154317325601,8.36380394074931,0.746440378515685,0.746426255880765,0.95142,0.95135,0,0.00232261838141903,0.00232256765243003,0.000449582585085829,0.000449714815755397,0.000679852804657008,0.000680317407538569
4,"indep",10,10,0,4,0.644444444444444,4.00000009415039,0.644443691241328,-4.17441488821888,4.17441488821888,4.1744152401414,0.17441488821888,0.174415240141403,0.174414794068491,0.174415145991015,0.705429837645919,0.705427771427243,0.769742193691588,0.769741321760177,-8.35505141497238,-8.35521603359775,9.46337860599111,9.463057985477,0.894513862107263,0.894513443353729,0.95401,0.95401,0,0.00277442281148996,0.00277442124011509,0.000708762431331931,0.000708769153656664,0.000662381460338376,0.000662381460338376
5,"indep",10,10,0,5,0.894444444444444,5.00000002090122,0.89444423543225,-5.21466093698623,5.21466093698623,5.21466098058989,0.214660936986231,0.214660980589893,0.214660916085012,0.214660959688674,0.985320810437136,0.98532045359272,1.07887127671955,1.07887117880635,-8.67114254509237,-8.67116733224161,10.1601163498996,10.1600764542412,1.0606317956174,1.06063175828483,0.95325,0.95325,0,0.00328461759832031,0.00328461744927221,0.00104679561235747,0.00104679649862041,0.000667566007972245,0.000667566007972245
0.2,"indep",20,20,0,0.2,0.100526315789474,0.301701961596676,0.0495022421581913,-0.205148577507086,0.307875147185886,0.398419754340777,0.107875147185886,0.198419754340777,0.00617318558920948,0.0967177927441009,0.101953586286047,0.0625510272213884,0.0536859883447091,0.029137107526325,89.9072540705021,114.678231752669,105.957511904693,26.3599879405419,0.255582665423933,0.261738829881819,0.97275,0.97142,0,0.000732707229012442,0.000539787991032822,8.78152691343434e-06,7.13360101430235e-05,0.000514853741367391,0.000526907805977479
0.3,"indep",20,20,0,0.3,0.101184210526316,0.35899981951717,0.0623033401129555,-0.305505013101384,0.36526752314048,0.441320206045461,0.0652675231404798,0.141320206045461,0.0062677036233103,0.0823203865282912,0.102633536431669,0.0679579089696197,0.0667290726363834,0.0400612726176064,53.8063281516502,69.6349230297621,64.7319971057651,9.07586791721357,0.266436211732847,0.245014841676196,0.97413,0.97369,0,0.000816878648493052,0.000632939749246375,1.08597378560344e-05,7.62089480898181e-05,0.000502003417319045,0.000506140137708915
0.4,"indep",20,20,0,0.4,0.102105263157895,0.432207434616085,0.0753019966204776,-0.407875975068121,0.438960154257501,0.499182043972516,0.0389601542575014,0.0991820439725156,0.00675271964141666,0.0669746093564308,0.103601997948509,0.0745332361835707,0.0810666377272978,0.0536384292113417,27.7985628280508,38.9549195967334,37.5820065843189,-1.0209031252935,0.2873738343703,0.251942395546315,0.97412,0.97386,0,0.000900370133485656,0.000732382613197103,1.33591012917446e-05,7.91027321916785e-05,0.000502097855004381,0.000504546334839527
0.5,"indep",20,20,0,0.5,0.103289473684211,0.516569133674227,0.0864458038192691,-0.509420522609575,0.525007618778595,0.569317856124473,0.0250076187785953,0.0693178561244733,0.00843848510436818,0.0527487224502462,0.104842597990619,0.081767460244674,0.0924053715652059,0.0669904336351752,13.4594193116112,22.0584131310051,21.2813038442121,-5.41188047065422,0.305007915484934,0.267945384189636,0.97437,0.97432,0,0.000961277127394623,0.000818476839227447,1.59822759584096e-05,7.82270952050398e-05,0.000499730958616734,0.000500205333838015
0.6,"indep",20,20,0,0.6,0.104736842105263,0.608057050145378,0.0950034658737646,-0.613731001609492,0.620624976373118,0.651163754396786,0.020624976373118,0.0511637543967862,0.0125679262277402,0.0431067042514084,0.10640581701266,0.0890253058703427,0.101667748341501,0.0802091711560609,4.6603458308567,10.9914297669634,12.0020370141507,-6.2925704324991,0.319518577416725,0.28779523767485,0.9742,0.97417,0,0.00100830426132939,0.000895595729981228,1.88862871500907e-05,7.43087072187143e-05,0.000501341799573904,0.000501625468851015
0.7,"indep",20,20,0,0.7,0.106447368421053,0.703719019625066,0.101226909838989,-0.714507052748785,0.717360727932982,0.737434779565857,0.0173607279329816,0.0374347795658574,0.013641708307916,0.0337157599407918,0.108194018795185,0.0956004889291949,0.108140095854446,0.0915298194848661,0.0498639661014266,4.44736968480732,6.88266486379681,-5.55822648221077,0.329302914241359,0.304844660290803,0.95688,0.93478,0,0.00103990430258965,0.000956712179732578,2.19193852197351e-05,6.82365113645266e-05,0.000642344655150177,0.000780809526068938
0.8,"indep",20,20,0,0.8,0.108421052631579,0.801638100472207,0.10579740850289,-0.816153619995759,0.817364741231369,0.82984338650439,0.0173647412313687,0.0298433865043896,0.0157266407591613,0.0282052860321822,0.110272756761684,0.101577845108657,0.112645520134998,0.100785387269842,-2.10639834630788,0.786282476340827,4.23011141966863,-3.98834286580632,0.336074289284121,0.318865186456629,0.95069,0.93113,0,0.00106134593858458,0.00100391925606516,2.49296566353426e-05,6.12650833817593e-05,0.000684678931324749,0.000800792876466818
