"theta","design","n1","n2","rho","true_absd","true_vd","true_fn_mean","true_fn_var","d_mean","absd_mean","fn_mean_est","absd_bias","fn_bias","absd_vs_fn_mean","fn_vs_fn_mean","mean_var_absd","mean_var_fn","Var_MC_absd","Var_MC_fn","relbias_var_absd","relbias_var_fn","relbias_var_absd_vsFN","relbias_var_fn_vsFN","rmse_absd","rmse_fn","cover_absd","cover_fn","fail_prop","mcse_bias_absd","mcse_bias_fn","mcse_varbar_absd","mcse_varbar_fn","mcse_cover_absd","mcse_cover_fn"
1.4,"indep",10,10,0,1.4,0.254444444444444,1.40083360109337,0.252109666492231,-1.4603471696638,1.46057174351085,1.46764353792509,0.0597381424174783,0.0668099368317265,0.0597381424174783,0.0668099368317265,0.267406504037793,0.258423904819538,0.293367261090852,0.281642006585591,-8.849234558937,-8.24383480558572,6.06753313286126,2.50456018412968,0.544915565090349,0.534885742775954,0.94983,0.93813,0,0.00171279672200425,0.00167821931399204,0.000158448277754389,0.00019169082533167,0.000690311314553079,0.000761853680833794
1.6,"indep",10,10,0,1.6,0.271111111111111,1.60030691234357,0.270128897416492,-1.67113329916095,1.67116878594257,1.67430840755525,0.070861873598993,0.074001495211673,0.070861873598993,0.074001495211673,0.286299655095646,0.281552806047366,0.313985612190639,0.308228871170073,-8.81758781933717,-8.65462895199968,5.98631165854919,4.22905832738811,0.564804282441692,0.560091073107691,0.95013,0.9434,0,0.00177196391664909,0.00175564481365131,0.000185817180676843,0.000203871940274006,0.000688352984303838,0.000730728677417275
1.8,"indep",10,10,0,1.8,0.29,1.80011653743943,0.289580451637085,-1.87896867385795,1.87897386413906,1.88031994885611,0.0788573266996295,0.0802034114166863,0.0788573266996295,0.0802034114166863,0.307424619886099,0.30501617176993,0.336746901250907,0.334094994899411,-8.70751334485506,-8.70375898275149,6.16207625484912,5.33037366492894,0.585629585793019,0.583544549415326,0.9507,0.94729,0,0.00183506648721758,0.00182782656425442,0.000215248533515592,0.000224452241060218,0.000684613102416248,0.000706623350166127
2,"indep",10,10,0,2,0.311111111111111,2.00004624196647,0.310926141106909,-2.08684218462871,2.08684218462871,2.08742231568059,0.086795942662242,0.0873760737141178,0.086795942662242,0.0873760737141178,0.331094477591635,0.329891260200616,0.364494534698275,0.363276119449766,-9.16339037409395,-9.18994050578293,6.4865361313547,6.09955760753678,0.609938050473615,0.609021399415709,0.95027,0.94838,0,0.0019091739959948,0.00190598037621001,0.000246991268665133,0.000251619582496723,0.000687436739635001,0.000699681181682057
2.5,"indep",10,10,0,2.5,0.373611111111111,2.50000583804503,0.373581920851875,-2.60843945245753,2.60843945245753,2.60850545456868,0.108433614412504,0.108499616523654,0.108433614412504,0.108499616523654,0.40108649536879,0.400894573028985,0.435161807757549,0.435009399195651,-7.83049242403742,-7.84231932223665,7.36239442588551,7.31102086386537,0.668517243512857,0.668413955485252,0.95219,0.9519,0,0.00208605322980395,0.00208568789418659,0.000335146568835014,0.000335887312945904,0.000674716265551676,0.000676656412073366
3,"indep",10,10,0,3,0.45,3.00000106708357,0.449993597497411,-3.12917288935282,3.12917288935282,3.12918221510552,0.129171822269247,0.129181148021943,0.129171822269247,0.129181148021943,0.486861173190217,0.486826371192514,0.535284616233284,0.535261054123377,-9.04629828217665,-9.04879638780874,8.19291116536791,8.18517727806449,0.74294321657545,0.742928980803079,0.95217,0.95212,0,0.00231362187107851,0.00231357095011883,0.00044551095306016,0.00044564358427155,0.000674850287841681,0.000675185201259625
4,"indep",10,10,0,4,0.644444444444444,4.00000009415039,0.644443691241328,-4.17733787196627,4.17733787196627,4.17733823192986,0.177337777815878,0.177338137779472,0.177337777815878,0.177338137779472,0.706481846798745,0.706479743456731,0.783202620217347,0.783201716171077,-9.79577588712763,-9.79594032166133,9.6266215963599,9.6262952153211,0.902576022078927,0.902575591994939,0.95062,0.95062,0,0.00279857574529857,0.00279857413010818,0.00071782606685746,0.000717832925488764,0.000685139515719244,0.000685139515719244
5,"indep",10,10,0,5,0.894444444444444,5.00000002090122,0.89444423543225,-5.22253406131089,5.22253406131089,5.22253410470333,0.222534040409667,0.222534083802108,0.222534040409667,0.222534083802108,0.987829076994058,0.987828721640451,1.08699562018993,1.08699552230556,-9.12299381468906,-9.12301832253856,10.4405437323523,10.4405040033684,1.06607042420976,1.0660703873591,0.95194,0.95194,0,0.00329696166218221,0.00329696151373588,0.00105249196328283,0.00105249284700076,0.000676389210440261,0.000676389210440261
0.2,"indep",20,20,0,0.2,0.100526315789474,0.301701961596676,0.0495022421581913,-0.205240209433066,0.30663911961968,0.397613181386799,0.00493715802300404,0.0959112197901225,0.00493715802300404,0.0959112197901225,0.101939824294683,0.0624454873468941,0.0533996307110677,0.0288250295814469,90.8998675407591,116.636333955705,105.929711161203,26.1467857301106,0.231135181753244,0.194996675389044,0.98759,0.98733,0,0.000730750509483693,0.000536889463311089,8.67769913053555e-06,7.12847299296039e-05,0.00035008558810668,0.000353687306812104
0.3,"indep",20,20,0,0.3,0.101184210526316,0.35899981951717,0.0623033401129555,-0.305459456811414,0.364387666488342,0.440754694763496,0.00538784697117273,0.0817548752463261,0.00538784697117273,0.0817548752463261,0.102623739282185,0.0678709123653812,0.0666264802220651,0.0398927103339281,54.0284567639501,70.1336203964515,64.71627218722,8.93623398413588,0.258175992013681,0.215815131613534,0.98339,0.98319,0,0.000816250453121253,0.000631606763215279,1.0788196537111e-05,7.62721081377951e-05,0.000404154771096421,0.000406539344959378
0.4,"indep",20,20,0,0.4,0.102105263157895,0.432207434616085,0.0753019966204776,-0.409299770891145,0.439404162476572,0.499410887778307,0.00719672786048686,0.0672034531622224,0.00719672786048686,0.0672034531622224,0.103604112234547,0.0746030597251078,0.0808373201970452,0.0535028825323288,28.1637144601116,39.4374586827717,37.5848143266537,-0.92817843714339,0.284408693108599,0.240870611782405,0.9794,0.97924,0,0.000899095769076049,0.000731456646236322,1.33653823532112e-05,7.89689561739072e-05,0.000449173017889543,0.000450877171744146
0.5,"indep",20,20,0,0.5,0.103289473684211,0.516569133674227,0.0864458038192691,-0.510550358382985,0.526339168142627,0.570382221398716,0.00977003446839986,0.0538130877244888,0.00977003446839986,0.0538130877244888,0.104863098979152,0.0818502009276207,0.0925635281297299,0.0672732147114638,13.2877074782452,21.6683360215175,21.3050192677799,-5.31616653279817,0.304397858185568,0.264893167880489,0.97692,0.97686,0,0.000962099413416981,0.000820202503723707,1.6038597676742e-05,7.82124594631054e-05,0.00047484011624967,0.000475442324577861
0.6,"indep",20,20,0,0.6,0.104736842105263,0.608057050145378,0.0950034658737646,-0.611543954933129,0.61874922233649,0.649422026735584,0.0106921721911123,0.0413649765902061,0.0106921721911123,0.0413649765902061,0.106371411078756,0.0888987044793334,0.101377655619997,0.0799517792933155,4.92589360862419,11.1904015959354,11.9658215628643,-6.42583019291412,0.31857646553003,0.28576571009103,0.97574,0.97569,0,0.00100686471593754,0.000894157588422284,1.88419307618136e-05,7.43070727334925e-05,0.000486533168447948,0.000487021805466655
0.7,"indep",20,20,0,0.7,0.106447368421053,0.703719019625066,0.101226909838989,-0.714954015371723,0.717979638967444,0.737887298530639,0.0142606193423783,0.0341682789055736,0.0142606193423783,0.0341682789055736,0.108201027049371,0.0956617716274537,0.107784371624114,0.0913405592468834,0.386563857987077,4.73088014371632,6.8895881751948,-5.49768655428424,0.328613236258714,0.304149826770722,0.95646,0.93412,0,0.00103819252368775,0.000955722549942625,2.18984316860083e-05,6.79911749266285e-05,0.000645323704817978,0.000784473234725061
0.8,"indep",20,20,0,0.8,0.108421052631579,0.801638100472207,0.10579740850289,-0.816082763858037,0.817234990750128,0.829818729082418,0.0155968902779203,0.0281806286102102,0.0155968902779203,0.0281806286102102,0.110276586579678,0.101560356619158,0.113148681435954,0.101138698267044,-2.53833700916991,0.416910993851771,4.23373137411498,-4.00487303393291,0.336735523720742,0.319267653715389,0.95001,0.93057,0,0.00106371369003108,0.00100567737504154,2.50607026267647e-05,6.1478909189334e-05,0.000689137140923343,0.00080380019345606
0.9,"indep",20,20,0,0.9,0.110657894736842,0.900692658974436,0.109410628806403,-0.914735651261784,0.915132709393003,0.922616280553937,0.014440050418567,0.0219236215795012,0.014440050418567,0.0219236215795012,0.112547677272829,0.1067356441883,0.116156758501632,0.108215786834241,-3.10707812042791,-1.36776961036921,2.8672246020788,-2.44490379708568,0.341121843320149,0.329689778215117,0.95035,0.93461,0,0.00107776044880869,0.00104026817135891,2.80786693917985e-05,5.48053514755917e-05,0.000686912494427056,0.000781755383096272
1,"indep",20,20,0,1,0.113157894736842,1.00028299669412,0.112591821261478,-1.02273049763782,1.02287061513377,1.02699380921292,0.0225876184396561,0.0267108125188034,0.0225876184396561,0.0267108125188034,0.115345400743088,0.111767828828424,0.119987361044181,0.115112895356666,-3.86870772112697,-2.90590078364175,2.44563010950458,-0.731840398193839,0.34712585855471,0.340331032574355,0.94899,0.93818,0,0.00109538742481453,0.00107290677766834,3.1675341978628e-05,4.94719444682066e-05,0.00069575843437216,0.000761566068046627
1.2,"indep",20,20,0,1.2,0.118947368421053,1.20004377576621,0.118842304665841,-1.22522990559546,1.22524545245425,1.22644710918805,0.0252016766880458,0.0264033334218474,0.0252016766880458,0.0264033334218474,0.12141041496159,0.120131267072474,0.12596637798478,0.124299416328371,-3.61680878348425,-3.35331361885494,2.16093949285998,1.08459896520674,0.355809278727929,0.353546756950184,0.95005,0.94592,0,0.00112234744168096,0.00111489648097198,3.84768672820176e-05,4.52980372714138e-05,0.000688875877789316,0.000715229708555231
1.4,"indep",20,20,0,1.4,0.125789473684211,1.40000639242325,0.125771574858248,-1.4293653569564,1.4293653569564,1.4296605889845,0.0293589645331551,0.0296541965612478,0.0293589645331551,0.0296541965612478,0.128647342439442,0.128253358735148,0.134114042870889,0.133663946045825,-4.07615810725386,-4.04790332078223,2.28650041508542,1.97324703908375,0.367388963537175,0.366799646646583,0.94954,0.94817,0,0.00115807617569351,0.00115613124707286,4.59980725951599e-05,4.80649156272389e-05,0.000692197864775672,0.000701025328358398
1.6,"indep",20,20,0,1.6,0.133684210526316,1.60000092464736,0.133681251653921,-1.63349298885213,1.63349298885213,1.63356140050107,0.0334920642047756,0.03356047585371,0.0334920642047756,0.03356047585371,0.136981322694618,0.136874836852041,0.142282602987924,0.142165583082367,-3.72588087508927,-3.72153802320829,2.46861171620376,2.38895518901008,0.37868575168151,0.378537272888765,0.95084,0.95041,0,0.00119282271519251,0.00119233209753981,5.4155441554996e-05,5.47222125176486e-05,0.000683690678596688,0.000686518986627464
1.8,"indep",20,20,0,1.8,0.142631578947368,1.80000013792876,0.142631082403818,-1.83665280398325,1.83665280398325,1.83666567318324,0.0366526660544886,0.0366655352544796,0.0366526660544886,0.0366655352544796,0.146396727072742,0.146371967847916,0.152859263741535,0.152836750071113,-4.22776906718606,-4.2298610904699,2.64012906966757,2.62277014312169,0.392684546522778,0.392657080897707,0.95097,0.95086,0,0.001236362664195,0.00123627161283883,6.30353256731955e-05,6.31642500204005e-05,0.00068283276942455,0.000683558778745471
2,"indep",20,20,0,2,0.152631578947368,2.00000002189084,0.152631491384005,-2.03883226369439,2.03883226369439,2.03883499546342,0.0388322418035467,0.0388349735725808,0.0388322418035467,0.0388349735725808,0.156853571122798,0.156847579910423,0.164036046211925,0.164030898127666,-4.37859559224444,-4.37924701945635,2.76619176063122,2.76226648130604,0.406868957841403,0.406862892128378,0.94984,0.94983,0,0.0012807655765671,0.00128074547872583,7.21867521607684e-05,7.22191763521292e-05,0.000690246147399607,0.000690311314553079
2.5,"indep",20,20,0,2.5,0.182236842105263,2.50000000032736,0.182236840468481,-2.55141169859576,2.55141169859576,2.55141173663967,0.0514116982684003,0.0514117363123177,0.0514116982684003,0.0514117363123177,0.188249875317838,0.188249759219623,0.197290841332829,0.197290763298871,-4.58255738275192,-4.58257848876178,3.29957149931883,3.29950779199453,0.447137597550529,0.447137514666223,0.9505,0.9505,0,0.00140460258198833,0.00140460230420882,9.89865640360519e-05,9.89872120965326e-05,0.00068592820323996,0.00068592820323996
3,"indep",20,20,0,3,0.218421052631579,3.00000000000955,0.218421052574298,-3.06071495674673,3.06071495674673,3.06071495777801,0.060714956737181,0.0607149577684667,0.060714956737181,0.0607149577684667,0.226378313653237,0.226378310038519,0.236778158974453,0.236778156276195,-4.39223168482283,-4.39223212192966,3.64308338649355,3.64308173156278,0.490369347700747,0.490369345077218,0.95005,0.95005,0,0.0015387597569941,0.00153875974822646,0.0001296666755911,0.000129666697913413,0.000688875877789316,0.000688875877789316
4,"indep",20,20,0,4,0.310526315789474,4.00000000000005,0.310526315789048,-4.08267592793479,4.08267592793479,4.08267592793583,0.0826759279347344,0.082675927935778,0.0826759279347344,0.082675927935778,0.323778377368635,0.323778377362634,0.338917336651406,0.338917336648884,-4.46685891974393,-4.46685892080338,4.26761305105925,4.26761304912686,0.588004469828174,0.588004469826174,0.95078,0.95078,0,0.00184097076742518,0.00184097076741833,0.000206348402894623,0.000206348402926346,0.000684086190476025,0.000684086190476025
5,"indep",20,20,0,5,0.428947368421053,5,0.428947368421035,-5.10186592582748,5.10186592582748,5.10186592582749,0.101865925827476,0.101865925827487,0.101865925827476,0.101865925827487,0.448664109799309,0.448664109799224,0.46944111403916,0.469441114039136,-4.42590212456706,-4.42590212458042,4.59654093481257,4.59654093479265,0.692685416673912,0.692685416673895,0.95153,0.95153,0,0.00216665898110238,0.00216665898110232,0.000303359446759443,0.000303359446759815,0.000679121926460927,0.000679121926460927
