ES.ID,Study,Year,Category,Sub_category,Response,same_trt,experiment,Ctrl-shared_YN,Shared-Control,LaterDiet,TrtFood,TrtResponse,TrtSE,TrtSD,CtrlFood,CtrlResponse,CtrlSE,CtrlSD,nTrt,nCtrl,Species,Sp_group,age_treated,sex,Trt_magnitude,Trt_duration,Recovery,LoH
98,Criscuolo_et_al_2011,2011,Mobility,agility,ma. change in vertical flight time (post reproduction),cb,u,Y,K,ad lib standard,LL,49.7,6.82,22.61938107,HH,48.5,1.2,4.489988864,11,14,Taeniopygia.guttata,Bird,youngest,Male,NA,1,0.932142049,lower
99,Criscuolo_et_al_2011,2011,Mobility,agility,ma. change in vertical flight time (post reproduction),e,u,Y,K,ad lib standard,HL,8.4,5.41,15.30179074,HH,48.5,1.2,4.489988864,8,14,Taeniopygia.guttata,Bird,youngest,Male,NA,0.5,0.932142049,lower
100,Dahl et al 2012,2012,Condition,body_composition,Pred. exposed Northern pop - Lipid content (mg),hh,x,N,NA,ad libitum,1/6 of Ad lib,0.011,0.0004267,0.001045197,Ad libitum,0.00968,0.0004267,0.001045197,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.366666667,NA,higher
101,Dahl et al 2012,2012,Condition,body_composition,Pred. exposed Southern pop - Lipid content (mg),gg,w,N,NA,ad libitum,1/6 of Ad lib,0.012,0.0004267,0.001045197,Ad libitum,0.01,0.0005514,0.001350649,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.289473684,NA,higher
102,Dahl et al 2012,2012,Condition,body_composition,Northern pop - Lipid content (mg),ff,v,N,NA,ad libitum,1/6 of Ad lib,0.013,0.0004593,0.001125051,Ad libitum,0.012,0.0004593,0.001125051,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.407407407,NA,higher
103,Dahl et al 2012,2012,Condition,body_composition,Southern pop - Lipid content (mg),v,y,N,NA,ad libitum,1/6 of Ad lib,0.014,0.0004402,0.001078265,Ad libitum,0.013,0.0005742,0.001406497,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.323529412,NA,higher
104,Dahl et al 2012,2012,Condition,size_growth,Pred. exposed Northern pop - Mass at metamorphosis (g),hh,x,N,NA,ad libitum,1/6 of Ad lib,0.515,0.02,0.048989795,Ad libitum,0.469,0.017,0.041641326,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.366666667,0.384615385,higher
105,Dahl et al 2012,2012,Condition,size_growth,Northern pop - Mass at metamorphosis (g),ff,v,N,NA,ad libitum,1/6 of Ad lib,0.433,0.018,0.044090815,Ad libitum,0.471,0.018,0.044090815,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.407407407,0.351351351,higher
106,Dahl et al 2012,2012,Condition,size_growth,Southern pop - Mass at metamorphosis (g),v,y,N,NA,ad libitum,1/6 of Ad lib,0.442,0.018,0.044090815,Ad libitum,0.592,0.018,0.044090815,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.323529412,0.465116279,higher
107,Dahl et al 2012,2012,Condition,size_growth,Pred. exposed Southern pop - Mass at metamorphosis (g),gg,w,N,NA,ad libitum,1/6 of Ad lib,0.526,0.019,0.046540305,Ad libitum,0.624,0.017,0.041641326,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.289473684,0.466666667,higher
108,Dahl et al 2012,2012,Mobility,distance,Northern pop - Jump length (cm),ff,v,N,NA,ad libitum,1/6 of Ad lib,10.757,0.2863,0.701288913,Ad libitum,10.021,0.2926,0.716720699,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.407407407,NA,higher
109,Dahl et al 2012,2012,Mobility,distance,Southern pop - Jump length (cm),v,y,N,NA,ad libitum,1/6 of Ad lib,9.864,0.2869,0.702758607,Ad libitum,10.25,0.2846,0.697124781,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.323529412,NA,higher
110,Dahl et al 2012,2012,Mobility,distance,Pred. exposed Southern pop - Jump length (cm),gg,w,N,NA,ad libitum,1/6 of Ad lib,10.2462,0.2844,0.696634883,Ad libitum,10.6572,0.2891,0.708147485,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.289473684,NA,higher
111,Dahl et al 2012,2012,Mobility,distance,Pred. exposed Northern pop - Jump length (cm),hh,x,N,NA,ad libitum,1/6 of Ad lib,10.911,0.2923,0.715985852,Ad libitum,10.8299,0.2841,0.695900036,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.366666667,NA,higher
112,Dahl et al 2012,2012,Condition,development_rate,Northern pop - Time to metamorphosis (d),ff,v,N,NA,ad libitum,1/6 of Ad lib,32.37,1.24,3.037367281,Ad libitum,26.56,1.24,3.037367281,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.407407407,0.351351351,lower
113,Dahl et al 2012,2012,Condition,development_rate,Pred. exposed Northern pop - Time to metamorphosis (d),hh,x,N,NA,ad libitum,1/6 of Ad lib,33.9,1.24,3.037367281,Ad libitum,29.74,1.24,3.037367281,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.366666667,0.384615385,lower
114,Dahl et al 2012,2012,Condition,development_rate,Southern pop - Time to metamorphosis (d),v,y,N,NA,ad libitum,1/6 of Ad lib,38.39,1.24,3.037367281,Ad libitum,33.33,1.24,3.037367281,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.323529412,0.465116279,lower
115,Dahl et al 2012,2012,Condition,development_rate,Pred. exposed Southern pop - Time to metamorphosis (d),gg,w,N,NA,ad libitum,1/6 of Ad lib,39.85,1.24,3.037367281,Ad libitum,37.39,1.24,3.037367281,6,6,Rana.temporaria,Amphibian,juvenile,Mixed,0.166666667,0.289473684,0.466666667,lower
116,Eckert 1995,1995,Condition,development_rate,Prop. Metamorphosed at day 21,ee,z,N,NA,1 cell/ul,starved day 1-4,0.09,0.007,0.009899495,Constantly fed 1 cells/ul,0.2,0.02,0.028284271,2,2,Encope.michelini,Echinoderm,youngest,Mixed,0,0.133333333,0.80952381,higher
117,Eckert 1995,1995,Condition,development_rate,Prop. Metamorphosed at day 21,x,aa,N,NA,5 cells/ul,starved day 1-4,0.38,0.07,0.098994949,Constantly fed 5 cells/ul,0.54,0.06,0.084852814,2,2,Encope.michelini,Echinoderm,youngest,Mixed,0,0.133333333,0.80952381,higher
118,Engqvist 2008,2008,Reproduction,mating,Sperm transfer rate (sperm/120 min),z,bb,N,NA,1-segment mealworm every 3 days,10 mg mos. Larvae,453.2,20.3,149.1739253,30 mg mos. Larvae,526.4,19.9,148.917964,54,56,Panorpa.cognata,Insect,youngest,Male,0.333333333,1,0.35,higher
119,Esperk & Tammaru 2010,2010,Condition,size_growth,Growth rate in 5th instar (mg/day),dd,cc,Y,BX,Salix viminalis,low quality (Cotoneaster lucidus),0.23,0.02,0.113137085,control (Salix viminalis),0.24,0.03,0.18493242,32,38,Orgyia.antiqua,Insect,juvenile,Female,NA,0.262962963,0.253333333,higher
120,Esperk & Tammaru 2010,2010,Condition,size_growth,Growth rate in 4th instar (mg/day),aa,cc,N,NA,Salix viminalis,low quality (Cotoneaster lucidus),0.24,0.001,0.00678233,control (Salix viminalis),0.29,0.001,0.009165151,46,84,Orgyia.antiqua,Insect,juvenile,Male,NA,0.275,0.245454545,higher
121,Esperk & Tammaru 2010,2010,Condition,size_growth,Growth rate in 4th instar (mg/day),cc,cc,Y,BX,Salix viminalis,low quality (Cotoneaster lucidus),0.34,0.02,0.114891253,control (Salix viminalis),0.36,0.02,0.12328828,33,38,Orgyia.antiqua,Insect,juvenile,Female,NA,0.188888889,0.297979798,higher
122,Esperk & Tammaru 2010,2010,Condition,development_rate,Duration of 4th instar (days),aa,cc,N,NA,Salix viminalis,low quality (Cotoneaster lucidus),5.4,0.2,1.356465997,control (Salix viminalis),4.6,0.2,1.833030278,46,84,Orgyia.antiqua,Insect,juvenile,Male,NA,0.275,0.245454545,lower
123,Esperk & Tammaru 2010,2010,Condition,development_rate,Duration of 4th instar (days),cc,cc,Y,BY,Salix viminalis,low quality (Cotoneaster lucidus),5.9,0.2,1.148912529,control (Salix viminalis),5.5,0.2,1.232882801,33,38,Orgyia.antiqua,Insect,juvenile,Female,NA,0.188888889,0.297979798,lower
124,Esperk & Tammaru 2010,2010,Condition,development_rate,Duration of 5th instar (days),dd,cc,Y,BY,Salix viminalis,low quality (Cotoneaster lucidus),7.6,0.4,2.2627417,control (Salix viminalis),7.9,0.5,3.082207001,32,38,Orgyia.antiqua,Insect,juvenile,Female,NA,0.262962963,0.253333333,lower
125,Esperk & Tammaru 2010,2010,Condition,size_growth,Pupal weight (mg),aa,cc,N,NA,Salix viminalis,low quality (Cotoneaster lucidus),101.961,1.882,12.76434503,control (Salix viminalis),106.98,1.255,11.50226499,46,84,Orgyia.antiqua,Insect,juvenile,Male,NA,0.275,0.245454545,higher
126,Esperk & Tammaru 2010,2010,Condition,size_growth,Pupal weight (mg),cc,cc,Y,L,Salix viminalis,low quality (Cotoneaster lucidus),298.618,17.512,100.5987811,control (Salix viminalis),304.147,15.668,96.5840386,33,38,Orgyia.antiqua,Insect,juvenile,Female,NA,0.188888889,0.297979798,higher
127,Esperk & Tammaru 2010,2010,Condition,size_growth,Pupal weight (mg),dd,cc,Y,L,Salix viminalis,low quality (Cotoneaster lucidus),290.323,17.512,99.06283162,control (Salix viminalis),304.147,15.668,96.5840386,32,38,Orgyia.antiqua,Insect,juvenile,Female,NA,0.262962963,0.253333333,higher
128,Farrell et al 2015,2015,Condition,body_composition,Fat mass (g) at 150 days,xx,dd,N,NA,ad libitum,Unpredictable,4.83,0.48,2.199636334,control,3.89,0.53,2.248599564,21,18,Sturnus.vulgaris,Bird,juvenile,Female,0.774193548,0.240963855,0.233333333,higher
129,Farrell et al 2015,2015,Condition,body_composition,Fat mass (g) at 150 days,aaaaaaaaaa,dd,N,NA,ad libitum,Unpredictable,3.97,0.53,1.59,control,3.99,0.53,1.59,9,9,Sturnus.vulgaris,Bird,juvenile,Male,0.774193548,0.240963855,0.233333333,higher
130,Farrell et al 2015,2015,Condition,body_composition,Lean mass (g) at 150 days,xx,dd,N,NA,ad libitum,Unpredictable,63.88,0.83,3.803537827,control,61.65,0.91,3.860803025,21,18,Sturnus.vulgaris,Bird,juvenile,Female,0.774193548,0.240963855,0.233333333,higher
131,Farrell et al 2015,2015,Condition,body_composition,Lean mass (g) at 150 days,aaaaaaaaaa,dd,N,NA,ad libitum,Unpredictable,66.23,0.91,2.73,control,64.56,0.92,2.76,9,9,Sturnus.vulgaris,Bird,juvenile,Male,0.774193548,0.240963855,0.233333333,higher
132,Farrell et al 2015,2015,Condition,size_growth,Mass (g) at 150 days,xx,dd,N,NA,ad libitum,Unpredictable,81.77,2.45,11.22731045,control,77.66,2.49,10.56417531,21,18,Sturnus.vulgaris,Bird,juvenile,Female,0.774193548,0.240963855,0.233333333,higher
133,Farrell et al 2015,2015,Condition,size_growth,Mass (g) at 150 days,aaaaaaaaaa,dd,N,NA,ad libitum,Unpredictable,83.09,2.49,7.47,control,81.37,2.5,7.5,9,9,Sturnus.vulgaris,Bird,juvenile,Male,0.774193548,0.240963855,0.233333333,higher
134,Farrell et al 2015,2015,Reproduction,mating,Testi volume (mm^3),aaaaaaaaaa,dd,N,NA,ad libitum,Unpredictable,267.25,40.74,115.2301211,control,235.75,38.26,114.78,8,9,Sturnus.vulgaris,Bird,juvenile,Male,0.774193548,0.240963855,0.737442922,higher
135,Farrell et al 2016,2016,Learning,learning,Auditory task: DR for day 90,aaa,ee,N,NA,ad libitum,Unpredictable food access,0.73,,0.17,Ad lib access,0.717,,0.16,6,4,Sturnus.vulgaris,Bird,juvenile,Male,0.741935484,0.240963855,0.574074074,higher
136,Farrell et al 2016,2016,Learning,learning,Auditory task: DR for day 90,cd,ee,N,NA,ad libitum,Unpredictable food access,0.71,,0.08,Ad lib access,0.73,,0.13,6,6,Sturnus.vulgaris,Bird,juvenile,Female,0.806451613,0.240963855,0.574074074,higher
137,Farrell et al 2016,2016,Learning,learning,Color: color ass. trials to 5 correct in a row,cd,ee,N,NA,ad libitum,Unpredictable food access,15.056,2.08,7.205331359,Ad lib access,16.52,2.3,6.9,12,9,Sturnus.vulgaris,Bird,juvenile,Female,0.806451613,0.240963855,0.680555556,lower
138,Farrell et al 2016,2016,Learning,learning,Color: color ass. trials to 5 correct in a row,aaa,ee,N,NA,ad libitum,Unpredictable food access,17.8,2.36,6.243973094,Ad lib access,19.89,2.14,6.052834047,7,8,Sturnus.vulgaris,Bird,juvenile,Male,0.741935484,0.240963855,0.680555556,lower
139,Farrell et al 2016,2016,Learning,learning,Color: relearning trials to 5 correct in a row,cd,ee,N,NA,ad libitum,Unpredictable food access,27.36,3.6,12.47076581,Ad lib access,28.65,3.76,11.28,12,9,Sturnus.vulgaris,Bird,juvenile,Female,0.806451613,0.240963855,0.680555556,lower
140,Farrell et al 2016,2016,Learning,learning,Color: relearning trials to 5 correct in a row,aaa,ee,N,NA,ad libitum,Unpredictable food access,27.14,3.99,10.55654773,Ad lib access,29.38,3.71,10.49346463,7,8,Sturnus.vulgaris,Bird,juvenile,Male,0.741935484,0.240963855,0.680555556,lower
141,Farrell et al 2016,2016,Learning,learning,Auditory task: Days to reach DR >= 0.8 for 3 days,aaa,ee,N,NA,ad libitum,Unpredictable food access,32.61008333,,8.771119705,Ad lib access,34.0824,,7.190921341,6,5,Sturnus.vulgaris,Bird,juvenile,Male,0.741935484,0.240963855,0.574074074,lower
142,Farrell et al 2016,2016,Learning,learning,Auditory task: Days to reach DR >= 0.8 for 3 days,cd,ee,N,NA,ad libitum,Unpredictable food access,63.64333333,,23.73489723,Ad lib access,41.39295833,,18.1197437,6,6,Sturnus.vulgaris,Bird,juvenile,Female,0.806451613,0.240963855,0.574074074,lower
143,Farrell et al. 2012,2012,Learning,learning,Number errors committed in spatial learning task week 4,zz,gg,N,NA,ad libitum,Food restricted,6.36,0.85,2.082066281,control,3.8,0.74,2.093036072,6,8,Sturnus.vulgaris,Bird,juvenile,Mixed,0.733333333,0.133531157,0.6,lower
144,Farrell et al. 2012,2012,Learning,learning,Number errors committed in spatial learning task week 4,yy,ff,N,NA,ad libitum,Food restricted,6.48,1.2,2.078460969,control,4.24,0.85,2.082066281,3,6,Sturnus.vulgaris,Bird,juvenile,Mixed,0.7,0.198813056,0.622222222,lower
145,Farrell et al. 2012,2012,Learning,learning,Number of aparatus manipulations of successful birds in social-observation learning,zz,gg,N,NA,ad libitum,Food restricted,7.63,6.14,12.28,control,10.84,4.34,12.27537372,4,8,Sturnus.vulgaris,Bird,juvenile,Mixed,0.733333333,0.133531157,0.6,lower
146,Farrell et al. 2012,2012,Learning,learning,Number of aparatus manipulations of successful birds in social-observation learning,yy,ff,N,NA,ad libitum,Food restricted,10.1,5.49,12.2760132,control,11.13,3.28,12.27263623,5,14,Sturnus.vulgaris,Bird,juvenile,Mixed,0.7,0.198813056,0.622222222,lower
147,Farrell et al. 2012,2012,Learning,learning,Undirected mean song length (s),yy,ff,N,NA,ad libitum,Food restricted,11.03,4.45,8.9,control,19.4,2.68,8.888554438,4,11,Sturnus.vulgaris,Bird,juvenile,Male,0.7,0.198813056,0.685185185,higher
148,Farrell et al. 2012,2012,Learning,learning,Undirected mean song length (s),zz,gg,N,NA,ad libitum,Food restricted,14.75,3.36,8.889724405,control,21.12,3.15,8.909545443,7,8,Sturnus.vulgaris,Bird,juvenile,Male,0.733333333,0.133531157,0.666666667,higher
149,Farrell et al. 2012,2012,Condition,size_growth,Mass (g) 1 month post food-restriction,yy,ff,N,NA,ad libitum,Food restricted,81.78,1.34,4.02,control,80.56,1,4,9,16,Sturnus.vulgaris,Bird,juvenile,Mixed,0.7,0.198813056,0.260869565,higher
150,Farrell et al. 2012,2012,Condition,size_growth,Mass (g) 1 month post food-restriction,zz,gg,N,NA,ad libitum,Food restricted,85.58,1.34,4.02,control,82.1,1.27,4.016092628,9,10,Sturnus.vulgaris,Bird,juvenile,Mixed,0.733333333,0.133531157,0.25,higher
151,Fischer et al 2010,2010,Condition,size_growth,Pupal weight (mg),bbb,hh,N,NA,Maize then banana Ad lib,food stressed,136.8,3.7,25.36592202,control,143.4,3,25.0998008,47,70,Bicyclus.anynana,Insect,juvenile,Male,0.714285714,0.285714286,NA,higher
152,Fischer et al 2010,2010,Condition,size_growth,Pupal weight (mg),bbb,hh,N,NA,Maize then banana Ad lib,food stressed,151.4,2.4,25.51234995,control,173.1,2.2,25.84414827,113,138,Bicyclus.anynana,Insect,juvenile,Female,0.714285714,0.285714286,NA,higher
153,Fischer et al 2010,2010,Condition,stress_tolerance,"Heat stress resistance(""Knockdown time"" [sec])",bbb,hh,N,NA,Maize then banana Ad lib,food stressed,218.519,81.481,293.7839235,control,377.778,83.333,288.6739799,13,12,Bicyclus.anynana,Insect,juvenile,Male,0.714285714,0.285714286,NA,higher
154,Fischer et al 2010,2010,Condition,stress_tolerance,"Heat stress resistance(""Knockdown time"" [sec])",bbb,hh,N,NA,Maize then banana Ad lib,food stressed,409.263,37.037,261.8911385,control,487.041,44.444,311.108,50,49,Bicyclus.anynana,Insect,juvenile,Female,0.714285714,0.285714286,NA,higher
155,Fischer et al 2010,2010,Condition,stress_tolerance,chill-coma recovery time,bbb,hh,N,NA,Maize then banana Ad lib,food stressed,3794.85,491.62,1772.561118,control,3308.93,329.16,1772.580848,13,29,Bicyclus.anynana,Insect,juvenile,Male,0.714285714,0.285714286,NA,lower
156,Fischer et al 2010,2010,Condition,stress_tolerance,chill-coma recovery time,bbb,hh,N,NA,Maize then banana Ad lib,food stressed,3749.67,511.69,1772.546155,control,3759.52,386.8,1772.540279,12,21,Bicyclus.anynana,Insect,juvenile,Female,0.714285714,0.285714286,NA,lower
159,Frago & Bauce 2014,2014,Reproduction,egg_offspring_quantity,No. viable eggs,mmm,jj,N,NA,Sugar solution,Low - Med. Parents,122,12,48,Medium - Med. Parents,118,16,71.55417528,16,20,Choristoneura.fumiferana,Insect,youngest,Mixed,NA,1,NA,higher
160,Frago & Bauce 2014,2014,Reproduction,egg_offspring_quantity,No. viable eggs,nnn,kk,N,NA,Sugar solution,Low - Low. Parents,93,31,69.3181073,Medium - Low. Parents,128,24,83.13843876,5,12,Choristoneura.fumiferana,Insect,youngest,Mixed,NA,1,NA,higher
161,Gebauer et al 2010,2010,Condition,development_rate,Jan. Development (days),bu,oo,Y,M,Artemia,Starved day 2,14.488,,2.362,Fed,10.472,,0.551,16,18,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.8,0.2,0.928571429,lower
162,Gebauer et al 2010,2010,Condition,development_rate,Jan. Development (days),bv,oo,Y,M,Artemia,Starved day 3,13.937,,1.89,Fed,10.472,,0.551,12,18,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.7,0.3,0.647058824,lower
163,Gebauer et al 2010,2010,Condition,development_rate,Jan. Development (days),bw,oo,Y,M,Artemia,Starved day 4,16.142,,0.866,Fed,10.472,,0.551,9,18,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.6,0.4,0.666666667,lower
164,Gebauer et al 2010,2010,Condition,development_rate,Jan. Development (days),bx,oo,Y,M,Artemia,Starved day 5,17.087,,0.866,Fed,10.472,,0.551,8,18,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.5,0.5,0.666666667,lower
165,Gebauer et al 2010,2010,Condition,development_rate,Jan. Development (days),by,oo,Y,M,Artemia,Starved day 6,18.11,,0.236,Fed,10.472,,0.551,6,18,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.4,0.6,0.666666667,lower
166,Gebauer et al 2010,2010,Condition,development_rate,Jan. Development (days),bz,oo,Y,M,Artemia,Starved day 7,19.37,,0.709,Fed,10.472,,0.551,3,18,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.3,0.7,0.571428571,lower
167,Gebauer et al 2010,2010,Condition,development_rate,Jan. Development (days),fff,oo,Y,M,Artemia,Starved day 1,12.047,,0.945,Fed,10.472,,0.551,17,18,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.9,0.1,0.916666667,lower
168,Gebauer et al 2010,2010,Condition,development_rate,Nov. Development (days),bn,nn,Y,N,Artemia,Starved day 2,13.487,,1.073,Fed,10.805,,1.073,12,17,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.818181818,0.181818182,0.857142857,lower
169,Gebauer et al 2010,2010,Condition,development_rate,Nov. Development (days),bo,nn,Y,N,Artemia,Starved day 3,17.165,,0.92,Fed,10.805,,1.073,11,17,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.727272727,0.272727273,0.823529412,lower
170,Gebauer et al 2010,2010,Condition,development_rate,Nov. Development (days),bp,nn,Y,N,Artemia,Starved day 4,18.084,,1.228,Fed,10.805,,1.073,12,17,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.636363636,0.363636364,0.777777778,lower
171,Gebauer et al 2010,2010,Condition,development_rate,Nov. Development (days),bq,nn,Y,N,Artemia,Starved day 5,18.161,,1.303,Fed,10.805,,1.073,5,17,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.545454545,0.454545455,0.722222222,lower
172,Gebauer et al 2010,2010,Condition,development_rate,Nov. Development (days),br,nn,Y,N,Artemia,Starved day 6,18.084,,0.843,Fed,10.805,,1.073,6,17,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.454545455,0.545454545,0.666666667,lower
173,Gebauer et al 2010,2010,Condition,development_rate,Nov. Development (days),bs,nn,Y,N,Artemia,Starved day 7,20.996,,0.843,Fed,10.805,,1.073,3,17,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.363636364,0.636363636,0.666666667,lower
174,Gebauer et al 2010,2010,Condition,development_rate,Nov. Development (days),bt,nn,Y,N,Artemia,Starved day 8,21.839,,1.534,Fed,10.805,,1.073,2,17,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.272727273,0.727272727,0.636363636,lower
175,Gebauer et al 2010,2010,Condition,development_rate,Nov. Development (days),eee,nn,Y,N,Artemia,Starved day 1,11.648,,0.843,Fed,10.805,,1.073,17,17,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.909090909,0.090909091,0.916666667,lower
176,Gebauer et al 2010,2010,Condition,development_rate,Oct. Development (days),bh,mm,Y,O,Artemia,Starved day 2,18.112,,0.878,Fed,15.798,,0.178,12,14,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.875,0.125,0.888888889,lower
177,Gebauer et al 2010,2010,Condition,development_rate,Oct. Development (days),bi,mm,Y,O,Artemia,Starved day 3,20.346,,1.596,Fed,15.798,,0.178,11,14,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.8125,0.1875,0.85,lower
178,Gebauer et al 2010,2010,Condition,development_rate,Oct. Development (days),bj,mm,Y,O,Artemia,Starved day 4,22.5,,3.75,Fed,15.798,,0.178,13,14,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.75,0.25,0.826086957,lower
179,Gebauer et al 2010,2010,Condition,development_rate,Oct. Development (days),bk,mm,Y,O,Artemia,Starved day 5,25.053,,0.878,Fed,15.798,,0.178,10,14,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.6875,0.3125,0.8,lower
180,Gebauer et al 2010,2010,Condition,development_rate,Oct. Development (days),bl,mm,Y,O,Artemia,Starved day 6,26.968,,2.394,Fed,15.798,,0.178,12,14,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.625,0.375,0.777777778,lower
181,Gebauer et al 2010,2010,Condition,development_rate,Oct. Development (days),bm,mm,Y,O,Artemia,Starved day 7,28.245,,2.394,Fed,15.798,,0.178,3,14,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.5625,0.4375,0.75,lower
182,Gebauer et al 2010,2010,Condition,development_rate,Oct. Development (days),ddd,mm,Y,O,Artemia,Starved day 1,16.915,,1.037,Fed,15.798,,0.178,11,14,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.9375,0.0625,0.941176471,lower
183,Gebauer et al 2010,2010,Condition,development_rate,Aug. Development (days),ba,ll,Y,P,Artemia,Starved day 2,23.985,,2.835,Fed,21.839,,2.682,10,15,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.909090909,0.090909091,0.916666667,lower
184,Gebauer et al 2010,2010,Condition,development_rate,Aug. Development (days),bc,ll,Y,P,Artemia,Starved day 3,23.985,,1.839,Fed,21.839,,2.682,9,15,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.863636364,0.136363636,0.875,lower
185,Gebauer et al 2010,2010,Condition,development_rate,Aug. Development (days),bd,ll,Y,P,Artemia,Starved day 4,25.364,,2.375,Fed,21.839,,2.682,10,15,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.818181818,0.181818182,0.84,lower
186,Gebauer et al 2010,2010,Condition,development_rate,Aug. Development (days),be,ll,Y,P,Artemia,Starved day 5,27.816,,1.305,Fed,21.839,,2.682,10,15,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.772727273,0.227272727,0.814814815,lower
187,Gebauer et al 2010,2010,Condition,development_rate,Aug. Development (days),bf,ll,Y,P,Artemia,Starved day 6,30.728,,3.985,Fed,21.839,,2.682,11,15,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.727272727,0.272727273,0.806451613,lower
188,Gebauer et al 2010,2010,Condition,development_rate,Aug. Development (days),bg,ll,Y,P,Artemia,Starved day 7,32.107,,1.381,Fed,21.839,,2.682,9,15,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.681818182,0.318181818,0.78125,lower
189,Gebauer et al 2010,2010,Condition,development_rate,Aug. Development (days),ccc,ll,Y,P,Artemia,Starved day 1,24.368,,2.835,Fed,21.839,,2.682,16,15,Petrolisthes.laevigatus,Crustacean,youngest,Mixed,0.954545455,0.045454545,0.958333333,lower
190,Hare et al 2012,2012,Mobility,speed,Mean sprint speed (m/s) at 15 deg.C,jjj,qq,N,NA,whatever could be caught in the field pen,RD - Outdoors,0.19,,0.026,AL - Outdoors,0.241,,0.072,3,3,Oligosoma.maccanni,Reptile,youngest,Mixed,0.166666667,0.5,0.333333333,higher
191,Hare et al 2012,2012,Mobility,speed,Mean sprint speed (m/s) at 15 deg.C,iii,pp,N,NA,whatever could be caught in the field pen,RD - Indoors,0.331,,0.075,AL - Indoors,0.315,,0.033,2,3,Oligosoma.maccanni,Reptile,youngest,Mixed,0.166666667,0.5,0.333333333,higher
192,Hare et al 2012,2012,Mobility,speed,Mean sprint speed (m/s) at 25 deg.C,jjj,qq,N,NA,whatever could be caught in the field pen,RD - Outdoors,0.44,,0.092,AL - Outdoors,0.535,,0.139,3,3,Oligosoma.maccanni,Reptile,youngest,Mixed,0.166666667,0.5,0.333333333,higher
193,Hare et al 2012,2012,Mobility,speed,Mean sprint speed (m/s) at 25 deg.C,iii,pp,N,NA,whatever could be caught in the field pen,RD - Indoors,0.864,,0.461,AL - Indoors,0.72,,0.214,2,3,Oligosoma.maccanni,Reptile,youngest,Mixed,0.166666667,0.5,0.333333333,higher
194,Hare et al 2012,2012,Condition,size_growth,SVL (mm),jjj,qq,N,NA,whatever could be caught in the field pen,RD - Outdoors,34.8,,1.8,AL - Outdoors,39.8,,2.6,3,3,Oligosoma.maccanni,Reptile,youngest,Mixed,0.166666667,0.5,0.333333333,higher
195,Hare et al 2012,2012,Condition,size_growth,SVL (mm),iii,pp,N,NA,whatever could be caught in the field pen,RD - Indoors,39.5,,4.2,AL - Indoors,39.9,,0.26,2,3,Oligosoma.maccanni,Reptile,youngest,Mixed,0.166666667,0.5,0.333333333,higher
