design_group,mean_abs_bias_naive,mean_abs_bias_fn,mean_abs_var_naive,mean_abs_var_fn,mean_cover_naive,mean_cover_fn,mean_rmse_naive,mean_rmse_fn,mean_abs_bias_delta,mean_abs_bias_safe,mean_abs_var_delta,mean_abs_var_safe,mean_cover_delta,mean_cover_safe,mean_rmse_delta,mean_rmse_safe
indep_equal,0.0998605058849078,0.13696377173201998,15.115148400520681,17.47982257348179,0.9584552777777777,0.9543906944444445,0.5060886532037931,0.49552622818551734,0.1029439447293704,0.07951037806677179,93.2683075325558,37.027918777300606,0.9093956310334032,0.8877992218160072,0.41349968589380265,0.4840022335753143
indep_unequal,0.10727752146143912,0.15174551359605096,16.76324216224459,19.619146449528298,0.9590134722222222,0.9547176388888888,0.5391544473179715,0.5274631844000819,0.16639031990494074,0.1355107600450205,101.92869176089084,39.478732902375356,0.8911631811601419,0.8617827633125206,0.4809870327821343,0.5484388242134344
paired,0.1156015214019131,0.12242515033936593,8.657962099787133,8.405662276942161,0.9595959722222223,0.9569004166666667,0.4408438918175502,0.4396774427730926,0.04470971825822466,0.024896057807533317,32.35865648713926,17.43126749344623,0.930824247356744,0.9264577465849178,0.29795981782950315,0.34183048043219816
