design_group,mean_abs_bias_naive,mean_abs_bias_fn,mean_abs_var_naive,mean_abs_var_fn,mean_cover_naive,mean_cover_fn,mean_rmse_naive,mean_rmse_fn
indep_equal,0.06850414760184478,0.10566107362882093,15.043975227562377,17.38207529466258,0.9609411111111111,0.9569772222222223,0.49877591502536217,0.4786580897655524
indep_unequal,0.06912747799034921,0.11355939893717194,16.68001737178074,19.540937385969432,0.9620288888888889,0.9578923611111111,0.52936987407518,0.5058143608390163
paired,0.11128260106929279,0.11810089706003901,8.573565733015078,8.282511029804972,0.9586227777777778,0.9556576388888889,0.44002195352234097,0.4381003310008988
