"Category","age","sex","magnitude","duration","Recovery","Sub.cat","same.trt","same.ctrl","Study","Species","Species.no.phylo","ES.ID","Sp.group","m1i","m2i","sd1i","sd2i","n1i","n2i","nCtrl"
"Condition","juvenile","Female",NA,0.262962963,0.253333333,"size_growth","dd","L","Esperk & Tammaru 2010","Orgyia.antiqua","Orgyia.antiqua","127","Insect",290.323,304.147,99.06283162,96.5840386,32,38,38
"Condition","juvenile","Female",0.225806452,0.240963855,0.233333333,"body_composition","xx",NA,"Farrell et al 2015","Sturnus.vulgaris","Sturnus.vulgaris","128","Bird",4.83,3.89,2.199636334,2.248599564,21,18,18
"Condition","juvenile","Male",0.225806452,0.240963855,0.233333333,"body_composition","aaaaaaaaaa",NA,"Farrell et al 2015","Sturnus.vulgaris","Sturnus.vulgaris","129","Bird",3.97,3.99,1.59,1.59,9,9,9
"Condition","juvenile","Female",0.225806452,0.240963855,0.233333333,"body_composition","xx",NA,"Farrell et al 2015","Sturnus.vulgaris","Sturnus.vulgaris","130","Bird",63.88,61.65,3.803537827,3.860803025,21,18,18
"Condition","juvenile","Male",0.225806452,0.240963855,0.233333333,"body_composition","aaaaaaaaaa",NA,"Farrell et al 2015","Sturnus.vulgaris","Sturnus.vulgaris","131","Bird",66.23,64.56,2.73,2.76,9,9,9
"Condition","juvenile","Female",0.225806452,0.240963855,0.233333333,"size_growth","xx",NA,"Farrell et al 2015","Sturnus.vulgaris","Sturnus.vulgaris","132","Bird",81.77,77.66,11.22731045,10.56417531,21,18,18
"Condition","juvenile","Male",0.225806452,0.240963855,0.233333333,"size_growth","aaaaaaaaaa",NA,"Farrell et al 2015","Sturnus.vulgaris","Sturnus.vulgaris","133","Bird",83.09,81.37,7.47,7.5,9,9,9
"Reproduction","juvenile","Male",0.225806452,0.240963855,0.737442922,"mating","aaaaaaaaaa",NA,"Farrell et al 2015","Sturnus.vulgaris","Sturnus.vulgaris","134","Bird",267.25,235.75,115.2301211,114.78,8,9,9
"Learning","juvenile","Male",0.258064516,0.240963855,0.574074074,"learning","aaa",NA,"Farrell et al 2016","Sturnus.vulgaris","Sturnus.vulgaris","135","Bird",0.73,0.717,0.17,0.16,6,4,4
"Learning","juvenile","Female",0.193548387,0.240963855,0.574074074,"learning","cd",NA,"Farrell et al 2016","Sturnus.vulgaris","Sturnus.vulgaris","136","Bird",0.71,0.73,0.08,0.13,6,6,6
"Learning","juvenile","Female",0.193548387,0.240963855,0.680555556,"learning","cd",NA,"Farrell et al 2016","Sturnus.vulgaris","Sturnus.vulgaris","137","Bird",16.52,15.056,6.9,7.205331359,9,12,9
"Learning","juvenile","Male",0.258064516,0.240963855,0.680555556,"learning","aaa",NA,"Farrell et al 2016","Sturnus.vulgaris","Sturnus.vulgaris","138","Bird",19.89,17.8,6.052834047,6.243973094,8,7,8
"Learning","juvenile","Female",0.193548387,0.240963855,0.680555556,"learning","cd",NA,"Farrell et al 2016","Sturnus.vulgaris","Sturnus.vulgaris","139","Bird",28.65,27.36,11.28,12.47076581,9,12,9
"Learning","juvenile","Male",0.258064516,0.240963855,0.680555556,"learning","aaa",NA,"Farrell et al 2016","Sturnus.vulgaris","Sturnus.vulgaris","140","Bird",29.38,27.14,10.49346463,10.55654773,8,7,8
"Learning","juvenile","Male",0.258064516,0.240963855,0.574074074,"learning","aaa",NA,"Farrell et al 2016","Sturnus.vulgaris","Sturnus.vulgaris","141","Bird",34.0824,32.61008333,7.190921341,8.771119705,5,6,5
"Learning","juvenile","Female",0.193548387,0.240963855,0.574074074,"learning","cd",NA,"Farrell et al 2016","Sturnus.vulgaris","Sturnus.vulgaris","142","Bird",41.39295833,63.64333333,18.1197437,23.73489723,6,6,6
"Learning","juvenile","Mixed",0.266666667,0.133531157,0.6,"learning","zz",NA,"Farrell et al. 2012","Sturnus.vulgaris","Sturnus.vulgaris","143","Bird",3.8,6.36,2.093036072,2.082066281,8,6,8
"Learning","juvenile","Mixed",0.3,0.198813056,0.622222222,"learning","yy",NA,"Farrell et al. 2012","Sturnus.vulgaris","Sturnus.vulgaris","144","Bird",4.24,6.48,2.082066281,2.078460969,6,3,6
"Learning","juvenile","Mixed",0.266666667,0.133531157,0.6,"learning","zz",NA,"Farrell et al. 2012","Sturnus.vulgaris","Sturnus.vulgaris","145","Bird",10.84,7.63,12.27537372,12.28,8,4,8
"Learning","juvenile","Mixed",0.3,0.198813056,0.622222222,"learning","yy",NA,"Farrell et al. 2012","Sturnus.vulgaris","Sturnus.vulgaris","146","Bird",11.13,10.1,12.27263623,12.2760132,14,5,14
"Learning","juvenile","Male",0.3,0.198813056,0.685185185,"learning","yy",NA,"Farrell et al. 2012","Sturnus.vulgaris","Sturnus.vulgaris","147","Bird",11.03,19.4,8.9,8.888554438,4,11,11
"Learning","juvenile","Male",0.266666667,0.133531157,0.666666667,"learning","zz",NA,"Farrell et al. 2012","Sturnus.vulgaris","Sturnus.vulgaris","148","Bird",14.75,21.12,8.889724405,8.909545443,7,8,8
"Condition","juvenile","Mixed",0.3,0.198813056,0.260869565,"size_growth","yy",NA,"Farrell et al. 2012","Sturnus.vulgaris","Sturnus.vulgaris","149","Bird",81.78,80.56,4.02,4,9,16,16
"Condition","juvenile","Mixed",0.266666667,0.133531157,0.25,"size_growth","zz",NA,"Farrell et al. 2012","Sturnus.vulgaris","Sturnus.vulgaris","150","Bird",85.58,82.1,4.02,4.016092628,9,10,10
"Condition","juvenile","Male",0.285714286,0.285714286,NA,"size_growth","bbb",NA,"Fischer et al 2010","Bicyclus.anynana","Bicyclus.anynana","151","Insect",136.8,143.4,25.36592202,25.0998008,47,70,70
"Condition","juvenile","Female",0.285714286,0.285714286,NA,"size_growth","bbb",NA,"Fischer et al 2010","Bicyclus.anynana","Bicyclus.anynana","152","Insect",151.4,173.1,25.51234995,25.84414827,113,138,138
"Condition","juvenile","Male",0.285714286,0.285714286,NA,"stress_tolerance","bbb",NA,"Fischer et al 2010","Bicyclus.anynana","Bicyclus.anynana","153","Insect",218.519,377.778,293.7839235,288.6739799,13,12,12
"Condition","juvenile","Female",0.285714286,0.285714286,NA,"stress_tolerance","bbb",NA,"Fischer et al 2010","Bicyclus.anynana","Bicyclus.anynana","154","Insect",409.263,487.041,261.8911385,311.108,50,49,49
"Condition","juvenile","Male",0.285714286,0.285714286,NA,"stress_tolerance","bbb",NA,"Fischer et al 2010","Bicyclus.anynana","Bicyclus.anynana","155","Insect",3308.93,3794.85,1772.580848,1772.561118,29,13,29
"Condition","juvenile","Female",0.285714286,0.285714286,NA,"stress_tolerance","bbb",NA,"Fischer et al 2010","Bicyclus.anynana","Bicyclus.anynana","156","Insect",3759.52,3749.67,1772.540279,1772.546155,21,12,21
"Reproduction","youngest","Mixed",NA,1,NA,"egg_offspring_quantity","mmm",NA,"Frago & Bauce 2014","Choristoneura.fumiferana","Choristoneura.fumiferana","159","Insect",122,118,48,71.55417528,16,20,20
"Reproduction","youngest","Mixed",NA,1,NA,"egg_offspring_quantity","nnn",NA,"Frago & Bauce 2014","Choristoneura.fumiferana","Choristoneura.fumiferana","160","Insect",93,128,69.3181073,83.13843876,5,12,12
"Condition","youngest","Mixed",0.2,0.2,0.928571429,"development_rate","bu","M","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","161","Crustacean",10.472,14.488,0.551,2.362,18,16,18
"Condition","youngest","Mixed",0.3,0.3,0.647058824,"development_rate","bv","M","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","162","Crustacean",10.472,13.937,0.551,1.89,18,12,18
"Condition","youngest","Mixed",0.4,0.4,0.666666667,"development_rate","bw","M","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","163","Crustacean",10.472,16.142,0.551,0.866,18,9,18
"Condition","youngest","Mixed",0.5,0.5,0.666666667,"development_rate","bx","M","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","164","Crustacean",10.472,17.087,0.551,0.866,18,8,18
"Condition","youngest","Mixed",0.6,0.6,0.666666667,"development_rate","by","M","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","165","Crustacean",10.472,18.11,0.551,0.236,18,6,18
"Condition","youngest","Mixed",0.7,0.7,0.571428571,"development_rate","bz","M","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","166","Crustacean",10.472,19.37,0.551,0.709,18,3,18
"Condition","youngest","Mixed",0.1,0.1,0.916666667,"development_rate","fff","M","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","167","Crustacean",10.472,12.047,0.551,0.945,18,17,18
"Condition","youngest","Mixed",0.181818182,0.181818182,0.857142857,"development_rate","bn","N","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","168","Crustacean",10.805,13.487,1.073,1.073,17,12,17
"Condition","youngest","Mixed",0.272727273,0.272727273,0.823529412,"development_rate","bo","N","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","169","Crustacean",10.805,17.165,1.073,0.92,17,11,17
"Condition","youngest","Mixed",0.363636364,0.363636364,0.777777778,"development_rate","bp","N","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","170","Crustacean",10.805,18.084,1.073,1.228,17,12,17
"Condition","youngest","Mixed",0.454545455,0.454545455,0.722222222,"development_rate","bq","N","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","171","Crustacean",10.805,18.161,1.073,1.303,17,5,17
"Condition","youngest","Mixed",0.545454545,0.545454545,0.666666667,"development_rate","br","N","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","172","Crustacean",10.805,18.084,1.073,0.843,17,6,17
"Condition","youngest","Mixed",0.636363636,0.636363636,0.666666667,"development_rate","bs","N","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","173","Crustacean",10.805,20.996,1.073,0.843,17,3,17
"Condition","youngest","Mixed",0.727272727,0.727272727,0.636363636,"development_rate","bt","N","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","174","Crustacean",10.805,21.839,1.073,1.534,17,2,17
"Condition","youngest","Mixed",0.090909091,0.090909091,0.916666667,"development_rate","eee","N","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","175","Crustacean",10.805,11.648,1.073,0.843,17,17,17
"Condition","youngest","Mixed",0.125,0.125,0.888888889,"development_rate","bh","O","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","176","Crustacean",15.798,18.112,0.178,0.878,14,12,14
"Condition","youngest","Mixed",0.1875,0.1875,0.85,"development_rate","bi","O","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","177","Crustacean",15.798,20.346,0.178,1.596,14,11,14
"Condition","youngest","Mixed",0.25,0.25,0.826086957,"development_rate","bj","O","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","178","Crustacean",15.798,22.5,0.178,3.75,14,13,14
"Condition","youngest","Mixed",0.3125,0.3125,0.8,"development_rate","bk","O","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","179","Crustacean",15.798,25.053,0.178,0.878,14,10,14
"Condition","youngest","Mixed",0.375,0.375,0.777777778,"development_rate","bl","O","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","180","Crustacean",15.798,26.968,0.178,2.394,14,12,14
"Condition","youngest","Mixed",0.4375,0.4375,0.75,"development_rate","bm","O","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","181","Crustacean",15.798,28.245,0.178,2.394,14,3,14
"Condition","youngest","Mixed",0.0625,0.0625,0.941176471,"development_rate","ddd","O","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","182","Crustacean",15.798,16.915,0.178,1.037,14,11,14
"Condition","youngest","Mixed",0.090909091,0.090909091,0.916666667,"development_rate","ba","P","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","183","Crustacean",21.839,23.985,2.682,2.835,15,10,15
"Condition","youngest","Mixed",0.136363636,0.136363636,0.875,"development_rate","bc","P","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","184","Crustacean",21.839,23.985,2.682,1.839,15,9,15
"Condition","youngest","Mixed",0.181818182,0.181818182,0.84,"development_rate","bd","P","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","185","Crustacean",21.839,25.364,2.682,2.375,15,10,15
"Condition","youngest","Mixed",0.227272727,0.227272727,0.814814815,"development_rate","be","P","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","186","Crustacean",21.839,27.816,2.682,1.305,15,10,15
"Condition","youngest","Mixed",0.272727273,0.272727273,0.806451613,"development_rate","bf","P","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","187","Crustacean",21.839,30.728,2.682,3.985,15,11,15
"Condition","youngest","Mixed",0.318181818,0.318181818,0.78125,"development_rate","bg","P","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","188","Crustacean",21.839,32.107,2.682,1.381,15,9,15
"Condition","youngest","Mixed",0.045454545,0.045454545,0.958333333,"development_rate","ccc","P","Gebauer et al 2010","Petrolisthes.laevigatus","Petrolisthes.laevigatus","189","Crustacean",21.839,24.368,2.682,2.835,15,16,15
"Mobility","youngest","Mixed",0.833333333,0.5,0.333333333,"speed","jjj",NA,"Hare et al 2012","Oligosoma.maccanni","Oligosoma.maccanni","190","Reptile",0.19,0.241,0.026,0.072,3,3,3
"Mobility","youngest","Mixed",0.833333333,0.5,0.333333333,"speed","iii",NA,"Hare et al 2012","Oligosoma.maccanni","Oligosoma.maccanni","191","Reptile",0.331,0.315,0.075,0.033,2,3,3
"Mobility","youngest","Mixed",0.833333333,0.5,0.333333333,"speed","jjj",NA,"Hare et al 2012","Oligosoma.maccanni","Oligosoma.maccanni","192","Reptile",0.44,0.535,0.092,0.139,3,3,3
"Mobility","youngest","Mixed",0.833333333,0.5,0.333333333,"speed","iii",NA,"Hare et al 2012","Oligosoma.maccanni","Oligosoma.maccanni","193","Reptile",0.864,0.72,0.461,0.214,2,3,3
"Condition","youngest","Mixed",0.833333333,0.5,0.333333333,"size_growth","jjj",NA,"Hare et al 2012","Oligosoma.maccanni","Oligosoma.maccanni","194","Reptile",34.8,39.8,1.8,2.6,3,3,3
"Condition","youngest","Mixed",0.833333333,0.5,0.333333333,"size_growth","iii",NA,"Hare et al 2012","Oligosoma.maccanni","Oligosoma.maccanni","195","Reptile",39.5,39.9,4.2,0.26,2,3,3
"Reproduction","youngest","Male",0.5,1,0.7,"mating","af",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","196","Insect",1.56,1.65,0.13,0.15,18,20,20
"Reproduction","youngest","Male",0.5,1,0.5,"mating","ae",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","197","Insect",1.69,1.89,0.13,0.15,21,20,20
"Reproduction","youngest","Male",0.5,1,0.259259259,"mating","ad",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","198","Insect",1.77,1.98,0.15,0.15,15,17,17
"Condition","youngest","Male",0.5,1,0.7,"size_growth","af",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","199","Insect",2.97,3.44,0.32,0.28,18,20,20
"Condition","youngest","Male",0.5,1,0.5,"size_growth","ae",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","200","Insect",3.07,3.62,0.23,0.15,21,20,20
"Condition","youngest","Male",0.5,1,0.259259259,"size_growth","ad",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","201","Insect",3.07,3.66,0.34,0.14,15,17,17
"Condition","youngest","Male",0.5,1,0.666666667,"size_growth","ac",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","202","Insect",3.67,3.78,0.11,0.1,15,17,17
"Condition","youngest","Male",0.5,1,0.35,"size_growth","ab",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","203","Insect",3.84,3.95,0.11,0.07,12,14,14
"Reproduction","youngest","Male",0.5,1,0.35,"mating","ab",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","204","Insect",204.1,205,3.94,3.51,12,14,14
"Reproduction","youngest","Male",0.5,1,0.666666667,"mating","ac",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","205","Insect",206.79,207.71,6.87,4.13,14,17,17
"Reproduction","youngest","Male",0.5,1,0.259259259,"mating","ad",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","206","Insect",209.83,209.31,3.4,4.44,15,17,17
"Reproduction","youngest","Male",0.5,1,0.7,"mating","af",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","207","Insect",210.08,211.16,4.23,4.95,18,20,20
"Reproduction","youngest","Male",0.5,1,0.5,"mating","ae",NA,"Hellriegel & Blanckenhorn 2002","Scathophaga.stercoraria","Scathophaga.stercoraria","208","Insect",210.49,212.76,5.16,3.3,21,20,20
"Condition","youngest","Female",NA,0.12,0.921052632,"size_growth","ooo","Q","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","209","Insect",5.1,5.2,0.174355958,0.091651514,19,21,21
"Condition","youngest","Female",NA,0.44,0.725,"size_growth","ppp","Q","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","210","Insect",5.3,5.2,0.252982213,0.091651514,10,21,21
"Condition","youngest","Female",NA,0.72,0.608695652,"size_growth","qqq","Q","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","211","Insect",5,5.2,0.126491106,0.091651514,10,21,21
"Condition","youngest","Female",NA,1,0.470588235,"size_growth","rrr","Q","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","212","Insect",4.7,5.2,0.225166605,0.091651514,3,21,21
"Condition","youngest","Male",NA,0.12,0.921052632,"size_growth","ooo","R","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","213","Insect",5.8,5.9,0.274954542,0.3,21,25,25
"Condition","youngest","Male",NA,0.44,0.725,"size_growth","ppp","R","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","214","Insect",6.1,5.9,0.18973666,0.3,10,25,25
"Condition","youngest","Male",NA,0.72,0.608695652,"size_growth","qqq","R","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","215","Insect",5.6,5.9,0.221359436,0.3,10,25,25
"Condition","youngest","Male",NA,1,0.470588235,"size_growth","rrr","R","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","216","Insect",5.4,5.9,0.447213595,0.3,5,25,25
"Reproduction","youngest","Female",NA,0.12,0.90625,"egg_offspring_quantity","ooo","S","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","217","Insect",6.6,7.2,1.407124728,1.44222051,22,13,22
"Reproduction","youngest","Female",NA,0.44,0.676470588,"egg_offspring_quantity","ppp","S","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","218","Insect",6.6,5.7,1.407124728,0.994987437,22,11,22
"Reproduction","youngest","Female",NA,0.72,0.55,"egg_offspring_quantity","qqq","S","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","219","Insect",6.6,7.7,1.407124728,2.213594362,22,10,22
"Reproduction","youngest","Female",NA,1,0.4,"egg_offspring_quantity","rrr","S","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","220","Insect",6.6,7.6,1.407124728,1.587450787,22,7,22
"Reproduction","youngest","Female",NA,0.12,0.921052632,"egg_offspring_quantity","ooo","T","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","221","Insect",34.9,29.4,7.211102551,11.7260394,13,22,22
"Reproduction","youngest","Female",NA,0.44,0.725,"egg_offspring_quantity","ppp","T","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","222","Insect",41,29.4,7.628237018,11.7260394,11,22,22
"Reproduction","youngest","Female",NA,0.72,0.608695652,"egg_offspring_quantity","qqq","T","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","223","Insect",36.6,29.4,13.9140217,11.7260394,10,22,22
"Reproduction","youngest","Female",NA,1,0.470588235,"egg_offspring_quantity","rrr","T","Kim & Lim 2014","Riptortus.pedestris","Riptortus.pedestris","224","Insect",36.1,29.4,8.466404195,11.7260394,7,22,22
"Condition","juvenile","Mixed",0.666666667,0.266666667,0.919191919,"size_growth","sss","U","Kotrschal et al 2014","Simochromis.pleurospilus","Simochromis.pleurospilus","225","Fish",78.085,74.362,5.3470634,2.962050641,7,31,31
"Condition","juvenile","Mixed",0.666666667,0.533333333,0.838383838,"size_growth","ttt","U","Kotrschal et al 2014","Simochromis.pleurospilus","Simochromis.pleurospilus","226","Fish",74.255,74.362,2.355896857,2.962050641,10,31,31
"Condition","juvenile","Mixed",0.666666667,1,0.696969697,"size_growth","uuu","U","Kotrschal et al 2014","Simochromis.pleurospilus","Simochromis.pleurospilus","227","Fish",74.9,74.362,4.409081537,2.962050641,24,31,31
"Condition","juvenile","Mixed",0.666666667,0.733333333,0.696969697,"size_growth","vvv","U","Kotrschal et al 2014","Simochromis.pleurospilus","Simochromis.pleurospilus","228","Fish",77.1,74.362,2.459674775,2.962050641,5,31,31
"Condition","juvenile","Mixed",0.666666667,0.466666667,0.696969697,"size_growth","www","U","Kotrschal et al 2014","Simochromis.pleurospilus","Simochromis.pleurospilus","229","Fish",75,74.362,7.2,2.962050641,9,31,31
"Condition","youngest","Female",NA,0.428571429,0.968864469,"stress_tolerance","xxx","V","Krause et al 2009","Taeniopygia.guttata","Taeniopygia.guttata","230","Bird",0.014,0.031,0.012649111,0.018973666,10,10,10
"Condition","juvenile","Female",NA,0.514285714,0.935897436,"stress_tolerance","yyy","V","Krause et al 2009","Taeniopygia.guttata","Taeniopygia.guttata","231","Bird",0.014,0.026,0.012649111,0.009486833,10,10,10
"Condition","youngest","Female",NA,0.428571429,0.968864469,"size_growth","xxx","W","Krause et al 2009","Taeniopygia.guttata","Taeniopygia.guttata","232","Bird",11.25,12.45,1.201665511,1.296533841,10,10,10
"Condition","juvenile","Female",NA,0.514285714,0.935897436,"size_growth","yyy","W","Krause et al 2009","Taeniopygia.guttata","Taeniopygia.guttata","233","Bird",11.95,12.45,0.917060521,1.296533841,10,10,10
"Condition","youngest","Mixed",0.28,0.6,0.363636364,"body_composition","zzz",NA,"Kriengwatana & MacDougall-Shackleton 2015","Taeniopygia.guttata","Taeniopygia.guttata","234","Bird",0.988,0.995,0.088,0.063,3,3,3
"Condition","youngest","Mixed",0.28,0.6,0.363636364,"body_composition","zzz",NA,"Kriengwatana & MacDougall-Shackleton 2015","Taeniopygia.guttata","Taeniopygia.guttata","235","Bird",10.114,10.864,0.19,0.491,3,3,3
"Condition","youngest","Mixed",0.875,1,0.5,"body_composition","bbbb",NA,"Laurel et al 2011","Gadus.macrocephalus","Gadus.macrocephalus","236","Fish",0.261,0.217,0.029444864,0.024248711,3,3,3
"Condition","youngest","Mixed",0.875,1,0.5,"body_composition","cccc",NA,"Laurel et al 2011","Gadus.macrocephalus","Gadus.macrocephalus","237","Fish",0.97,1.09,0.069282032,0.103923048,3,3,3
"Longevity","youngest","Mixed",0.875,1,0.5,"survival","bbbb",NA,"Laurel et al 2011","Gadus.macrocephalus","Gadus.macrocephalus","238","Fish",8.6,11.6,6.235382907,9.526279442,3,3,3
"Longevity","youngest","Mixed",0.875,1,0.5,"survival","cccc",NA,"Laurel et al 2011","Gadus.macrocephalus","Gadus.macrocephalus","239","Fish",34.7,44.6,19.91858429,9.006664199,3,3,3
"Condition","juvenile","Mixed",0.5,0.8125,0.31147541,"body_composition","hhhh",NA,"Mikolajewski et al 2015","Coenagrion.ornatum","Coenagrion.ornatum","240","Insect",0.718,0.683,0.398035707,0.395013628,26,27,27
"Condition","juvenile","Mixed",0.5,0.8125,0.429864253,"immune","gggg",NA,"Mikolajewski et al 2015","Coenagrion.puella","Coenagrion.puella","241","Insect",0.733,0.693,0.239035377,0.23241742,29,35,35
"Condition","juvenile","Mixed",0.5,0.8125,0.503937008,"immune","ffff",NA,"Mikolajewski et al 2015","Coenagrion.mercuriale","Coenagrion.mercuriale","242","Insect",0.708,0.72,0.235064038,0.240271998,12,18,18
"Condition","juvenile","Mixed",0.5,0.8125,0.326203209,"immune","jjjj",NA,"Mikolajewski et al 2015","Coenagrion.mercuriale","Coenagrion.mercuriale","243","Insect",0.689,0.742,0.245025477,0.239578712,15,20,20
"Condition","juvenile","Mixed",0.5,0.8125,0.498007968,"immune","dddd",NA,"Mikolajewski et al 2015","Coenagrion.ornatum","Coenagrion.ornatum","244","Insect",0.785,0.767,0.252509273,0.248227788,21,17,17
"Condition","juvenile","Mixed",0.5,0.8125,0.226993865,"body_composition","kkkk",NA,"Mikolajewski et al 2015","Coenagrion.puella","Coenagrion.puella","245","Insect",0.683,0.772,0.425,0.369310582,49,37,37
"Condition","juvenile","Mixed",0.5,0.8125,0.226993865,"immune","kkkk",NA,"Mikolajewski et al 2015","Coenagrion.puella","Coenagrion.puella","246","Insect",0.934,0.816,0.256067561,0.257142857,46,36,36
"Condition","juvenile","Mixed",0.5,0.8125,0.31147541,"immune","hhhh",NA,"Mikolajewski et al 2015","Coenagrion.ornatum","Coenagrion.ornatum","247","Insect",0.782,0.85,0.27316176,0.278365308,26,27,27
"Condition","juvenile","Mixed",0.5,0.8125,0.498007968,"body_composition","dddd",NA,"Mikolajewski et al 2015","Coenagrion.ornatum","Coenagrion.ornatum","248","Insect",0.654,0.98,0.382420337,0.351380629,24,19,19
"Condition","juvenile","Mixed",0.5,0.8125,0.34375,"immune","iiii",NA,"Mikolajewski et al 2015","Coenagrion.hastulatum","Coenagrion.hastulatum","249","Insect",1.015,0.996,0.235714286,0.23848098,36,21,21
"Condition","juvenile","Mixed",0.5,0.8125,0.217391304,"size_growth","dddd",NA,"Mikolajewski et al 2015","Coenagrion.ornatum","Coenagrion.ornatum","250","Insect",1.011,1.005,0.004998959,0.004447856,24,19,19
"Condition","juvenile","Mixed",0.5,0.8125,0.217391304,"size_growth","eeee",NA,"Mikolajewski et al 2015","Coenagrion.hastulatum","Coenagrion.hastulatum","251","Insect",1.016,1.008,0.004676098,0.006493838,21,18,18
"Condition","juvenile","Mixed",0.5,0.8125,0.217391304,"size_growth","ffff",NA,"Mikolajewski et al 2015","Coenagrion.mercuriale","Coenagrion.mercuriale","252","Insect",1.013,1.009,0.005302196,0.006493838,12,18,18
"Condition","juvenile","Mixed",0.5,0.8125,0.217391304,"size_growth","gggg",NA,"Mikolajewski et al 2015","Coenagrion.puella","Coenagrion.puella","253","Insect",1.016,1.009,0.005589006,0.006122449,30,36,36
"Condition","juvenile","Mixed",0.5,0.8125,0.217391304,"size_growth","hhhh",NA,"Mikolajewski et al 2015","Coenagrion.ornatum","Coenagrion.ornatum","254","Insect",1.016,1.012,0.005203081,0.005302196,26,27,27
"Condition","juvenile","Mixed",0.5,0.8125,0.217391304,"size_growth","kkkk",NA,"Mikolajewski et al 2015","Coenagrion.puella","Coenagrion.puella","255","Insect",1.016,1.012,0.003571429,0.006206901,49,37,37
