"Category","age","sex","magnitude","duration","Recovery","Sub.cat","same.trt","same.ctrl","Study","Species","Species.no.phylo","ES.ID","Sp.group","m1i","m2i","sd1i","sd2i","n1i","n2i","nCtrl"
"Condition","juvenile","Mixed",0.5,0.8125,0.217391304,"size_growth","jjjj",NA,"Mikolajewski et al 2015","Coenagrion.mercuriale","Coenagrion.mercuriale","256","Insect",1.021,1.018,0.006122449,0.004563404,16,20,20
"Condition","juvenile","Mixed",0.5,0.8125,0.217391304,"size_growth","iiii",NA,"Mikolajewski et al 2015","Coenagrion.hastulatum","Coenagrion.hastulatum","257","Insect",1.024,1.019,0.006206901,0.004676098,37,21,21
"Condition","juvenile","Mixed",0.5,0.8125,0.34375,"body_composition","iiii",NA,"Mikolajewski et al 2015","Coenagrion.hastulatum","Coenagrion.hastulatum","258","Insect",1.005,1.045,0.353793331,0.336679031,37,21,21
"Condition","juvenile","Mixed",0.5,0.8125,0.5,"body_composition","eeee",NA,"Mikolajewski et al 2015","Coenagrion.hastulatum","Coenagrion.hastulatum","259","Insect",1.114,1.144,0.336679031,0.352831853,21,18,18
"Condition","juvenile","Mixed",0.5,0.8125,0.5,"immune","eeee",NA,"Mikolajewski et al 2015","Coenagrion.hastulatum","Coenagrion.hastulatum","260","Insect",1.049,1.148,0.239578712,0.246938776,20,16,16
"Condition","juvenile","Mixed",0.5,0.8125,0.326203209,"body_composition","jjjj",NA,"Mikolajewski et al 2015","Coenagrion.mercuriale","Coenagrion.mercuriale","261","Insect",1.307,1.203,0.342857143,0.349100409,16,20,20
"Condition","juvenile","Mixed",0.5,0.8125,0.503937008,"body_composition","ffff",NA,"Mikolajewski et al 2015","Coenagrion.mercuriale","Coenagrion.mercuriale","262","Insect",1.406,1.253,0.349944959,0.352831853,12,18,18
"Condition","juvenile","Mixed",0.5,0.8125,0.429864253,"body_composition","gggg",NA,"Mikolajewski et al 2015","Coenagrion.puella","Coenagrion.puella","263","Insect",1.208,1.376,0.374463381,0.379591837,30,36,36
"Condition","juvenile","Mixed",0.5,0.8125,0.226993865,"development_rate","kkkk",NA,"Mikolajewski et al 2015","Coenagrion.puella","Coenagrion.puella","264","Insect",162.7,162.7,19.24139168,19.28571429,37,49,37
"Condition","juvenile","Mixed",0.5,0.8125,0.31147541,"development_rate","hhhh",NA,"Mikolajewski et al 2015","Coenagrion.ornatum","Coenagrion.ornatum","265","Insect",183.4,183.1,17.76235777,16.91001369,27,26,27
"Condition","juvenile","Mixed",0.5,0.8125,0.34375,"development_rate","iiii",NA,"Mikolajewski et al 2015","Coenagrion.hastulatum","Coenagrion.hastulatum","266","Insect",185,192,17.06775641,18.3103566,21,37,21
"Condition","juvenile","Mixed",0.5,0.8125,0.326203209,"development_rate","jjjj",NA,"Mikolajewski et al 2015","Coenagrion.mercuriale","Coenagrion.mercuriale","267","Insect",189,187.1,15.97191412,15.91836735,20,16,20
"Condition","juvenile","Mixed",0.5,0.8125,0.429864253,"development_rate","gggg",NA,"Mikolajewski et al 2015","Coenagrion.puella","Coenagrion.puella","268","Insect",213.5,220.7,18.97959184,16.48756678,36,30,36
"Condition","juvenile","Mixed",0.5,0.8125,0.498007968,"development_rate","dddd",NA,"Mikolajewski et al 2015","Coenagrion.ornatum","Coenagrion.ornatum","269","Insect",242,251.4,16.67946024,16.74651151,19,24,19
"Condition","juvenile","Mixed",0.5,0.8125,0.5,"development_rate","eeee",NA,"Mikolajewski et al 2015","Coenagrion.hastulatum","Coenagrion.hastulatum","270","Insect",251.1,251.6,16.88397824,16.36634177,18,21,18
"Condition","juvenile","Mixed",0.5,0.8125,0.503937008,"development_rate","ffff",NA,"Mikolajewski et al 2015","Coenagrion.mercuriale","Coenagrion.mercuriale","271","Insect",251.4,254.1,15.80167195,14.6694099,18,12,18
"Reproduction","youngest","Mixed",0.666666667,1,0.2,"egg_offspring_quantity","g",NA,"MollerJacobs_et_al_2014","Anopheles.stephensi","Anopheles.stephensi","272","Insect",3.41,4.29,0.19,0.47,2,2,2
"Reproduction","youngest","Mixed",0.666666667,1,0.2,"egg_offspring_quantity","g",NA,"MollerJacobs_et_al_2014","Anopheles.stephensi","Anopheles.stephensi","273","Insect",29,64.2,8.1,6,2,2,2
"Condition","juvenile","Mixed",0.8,0.285714286,0.536585366,"size_growth","ssss",NA,"Naslund & Johnsson 2016","Salmo.trutta","Salmo.trutta","274","Fish",1.368,0.934,0.315885143,0.322984572,22,23,23
"Longevity","youngest","Female",0.954545455,1,0.491712707,"longevity","tttt","Z","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","275","Insect",44.5,54.5,14.92481156,19.23018461,11,20,20
"Longevity","youngest","Female",0.909090909,1,0.531442663,"longevity","uuuu","Z","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","276","Insect",43.1,54.5,10.61319933,19.23018461,11,20,20
"Longevity","youngest","Female",0.818181818,1,0.501312336,"longevity","vvvv","Z","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","277","Insect",38.2,54.5,11.53776408,19.23018461,13,20,20
"Longevity","youngest","Female",0.454545455,1,0.634864547,"longevity","wwww","Z","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","278","Insect",53.9,54.5,20.52681173,19.23018461,15,20,20
"Reproduction","youngest","Mixed",0.954545455,1,0.502824859,"egg_offspring_quality","tttt","AB","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","279","Insect",81.3,81.9,6.123724357,8.061017306,6,18,18
"Reproduction","youngest","Mixed",0.909090909,1,0.544879899,"egg_offspring_quality","uuuu","AB","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","280","Insect",81.9,81.9,11.37673064,8.061017306,7,18,18
"Reproduction","youngest","Mixed",0.818181818,1,0.521857923,"egg_offspring_quality","vvvv","AB","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","281","Insect",79.3,81.9,7.8,8.061017306,9,18,18
"Reproduction","youngest","Mixed",0.454545455,1,0.642431466,"egg_offspring_quality","wwww","AB","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","282","Insect",75.8,81.9,11.77794549,8.061017306,12,18,18
"Reproduction","youngest","Mixed",0.954545455,1,0.502824859,"egg_offspring_quantity","tttt","AC","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","283","Insect",63.8,369.7,22.78025461,77.21606051,6,18,18
"Reproduction","youngest","Mixed",0.909090909,1,0.544879899,"egg_offspring_quantity","uuuu","AC","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","284","Insect",59.4,369.7,22.22431101,77.21606051,7,18,18
"Reproduction","youngest","Mixed",0.818181818,1,0.521857923,"egg_offspring_quantity","vvvv","AC","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","285","Insect",59.2,369.7,36.3,77.21606051,9,18,18
"Reproduction","youngest","Mixed",0.454545455,1,0.642431466,"egg_offspring_quantity","wwww","AC","Pappas et al 2009","Dichochrysa.prasina","Dichochrysa.prasina","286","Insect",196.8,369.7,56.46485633,77.21606051,12,18,18
"Condition","youngest","Mixed",1,1,0.636363636,"development_rate","aaaaa","AD","Paschke et al 2004","Crangon.crangon","Crangon.crangon","287","Crustacean",4.4,10.7,0.49,0.68,48,35,48
"Condition","youngest","Mixed",1,1,0.545454545,"development_rate","bbbbb","AD","Paschke et al 2004","Crangon.crangon","Crangon.crangon","288","Crustacean",4.4,11.5,0.49,0.51,48,23,48
"Condition","youngest","Mixed",1,0.25,0.833333333,"development_rate","xxxx","AD","Paschke et al 2004","Crangon.crangon","Crangon.crangon","289","Crustacean",4.4,5.8,0.49,0.46,48,48,48
"Condition","youngest","Mixed",1,0.5,0.714285714,"development_rate","yyyy","AD","Paschke et al 2004","Crangon.crangon","Crangon.crangon","290","Crustacean",4.4,7.4,0.49,0.53,48,48,48
"Condition","youngest","Mixed",1,0.75,0.666666667,"development_rate","zzzz","AD","Paschke et al 2004","Crangon.crangon","Crangon.crangon","291","Crustacean",4.4,9.1,0.49,0.57,48,47,48
"Condition","youngest","Mixed",NA,NA,NA,"size_growth","ddddd","AE","Pechenik & Tyrell 2015","Crepidula.fornicata","Crepidula.fornicata","292","Gastropod",98.3,119.8,18.6,6.3,3,3,3
"Condition","youngest","Mixed",NA,NA,NA,"size_growth","eeeee","AE","Pechenik & Tyrell 2015","Crepidula.fornicata","Crepidula.fornicata","293","Gastropod",124.7,119.8,21.7,6.3,3,3,3
"Condition","youngest","Mixed",NA,NA,NA,"size_growth","fffff","AE","Pechenik & Tyrell 2015","Crepidula.fornicata","Crepidula.fornicata","294","Gastropod",74.7,119.8,37.8,6.3,3,3,3
"Condition","youngest","Mixed",NA,1,NA,"size_growth","ggggg","AE","Pechenik & Tyrell 2015","Crepidula.fornicata","Crepidula.fornicata","295","Gastropod",125,119.8,23.2,6.3,3,3,3
"Condition","youngest","Mixed",NA,1,NA,"size_growth","ccccc",NA,"Pechenik & Tyrell 2015","Crepidula.fornicata","Crepidula.fornicata","296","Gastropod",159.5,143.3,12.9,15.1,3,3,3
"Condition","youngest","Mixed",1,0.428571429,0.444444444,"body_composition","ppppp",NA,"Piccinetti et al 2015","Solea.solea","Solea.solea","297","Fish",1.4,1.4,0.04,0.06,3,3,3
"Condition","youngest","Mixed",1,0.428571429,0.444444444,"body_composition","ppppp",NA,"Piccinetti et al 2015","Solea.solea","Solea.solea","298","Fish",1.7,2.3,0.07,1.5,3,3,3
"Condition","youngest","Mixed",1,0.428571429,0.444444444,"size_growth","ppppp",NA,"Piccinetti et al 2015","Solea.solea","Solea.solea","299","Fish",2.9,3.5,0.3,0.2,3,3,3
"Condition","youngest","Mixed",1,0.428571429,0.444444444,"size_growth","ppppp",NA,"Piccinetti et al 2015","Solea.solea","Solea.solea","300","Fish",3.916,5.422,0.904,1.205,3,3,3
"Condition","youngest","Mixed",1,0.428571429,0.444444444,"body_composition","ppppp",NA,"Piccinetti et al 2015","Solea.solea","Solea.solea","301","Fish",14.5,16.2,0.28,0.73,3,3,3
"Longevity","youngest","Mixed",1,0.428571429,0.444444444,"survival","ppppp",NA,"Piccinetti et al 2015","Solea.solea","Solea.solea","302","Fish",52.3,77,1.4,5,3,3,3
"Condition","youngest","Female",0.75,1,0.530612245,"size_growth","qqqqq",NA,"Plesnar-Bielak et al. 2017","Tribolium.castaneum","Tribolium.castaneum","303","Insect",1.52575,2.1245,0.163506116,0.023530123,29,29,29
"Condition","youngest","Male",0.75,1,0.452380952,"size_growth","qqqqq",NA,"Plesnar-Bielak et al. 2017","Tribolium.castaneum","Tribolium.castaneum","304","Insect",1.3485,2.19775,0.041517065,0.031637267,18,20,20
"Reproduction","youngest","Male",0.75,1,0.452380952,"egg_offspring_quantity","qqqqq",NA,"Plesnar-Bielak et al. 2017","Tribolium.castaneum","Tribolium.castaneum","305","Insect",2,3.75,0,0.957427108,18,20,20
"Reproduction","youngest","Female",0.75,1,0.530612245,"egg_offspring_quantity","qqqqq",NA,"Plesnar-Bielak et al. 2017","Tribolium.castaneum","Tribolium.castaneum","306","Insect",34.68575,42.46025,2.246406964,1.692327071,29,29,29
"Condition","youngest","Mixed",1,0.416666667,0.583333333,"body_composition","yyyyy",NA,"Reitzel et al 2005","Leodia.sexiesperforata","Leodia.sexiesperforata","307","Echinoderm",0.0046,0.003,0.00165469,0.001140395,5,5,5
"Condition","youngest","Mixed",1,0.416666667,0.583333333,"body_composition","vvvvv",NA,"Reitzel et al 2005","Leodia.sexiesperforata","Leodia.sexiesperforata","308","Echinoderm",0.0029,0.0037,0.002236068,0.00098387,5,5,5
"Condition","youngest","Mixed",1,0.15625,0.84375,"body_composition","xxxxx",NA,"Reitzel et al 2005","Mellita.tenuis","Mellita.tenuis","309","Echinoderm",0.0024,0.0037,0.002079543,0.003577709,5,5,5
"Condition","youngest","Mixed",1,0.416666667,0.583333333,"body_composition","yyyyy",NA,"Reitzel et al 2005","Leodia.sexiesperforata","Leodia.sexiesperforata","310","Echinoderm",0.005,0.0053,0.002906888,0.002683282,5,5,5
"Condition","youngest","Mixed",1,0.25,0.814814815,"body_composition","wwwww",NA,"Reitzel et al 2005","Mellita.tenuis","Mellita.tenuis","311","Echinoderm",0.01,0.0078,0.002906888,0.001699412,5,5,5
"Condition","youngest","Mixed",1,0.416666667,0.583333333,"body_composition","vvvvv",NA,"Reitzel et al 2005","Leodia.sexiesperforata","Leodia.sexiesperforata","312","Echinoderm",0.014,0.0099,0.002459675,0.003354102,5,5,5
"Condition","youngest","Mixed",1,0.15625,0.84375,"body_composition","xxxxx",NA,"Reitzel et al 2005","Mellita.tenuis","Mellita.tenuis","313","Echinoderm",0.011,0.012,0.002236068,0.002459675,5,5,5
"Condition","youngest","Mixed",1,0.25,0.814814815,"body_composition","wwwww",NA,"Reitzel et al 2005","Mellita.tenuis","Mellita.tenuis","314","Echinoderm",0.0028,0.014,0.003354102,0.006484597,5,5,5
"Condition","youngest","Mixed",1,0.416666667,0.583333333,"body_composition","yyyyy",NA,"Reitzel et al 2005","Leodia.sexiesperforata","Leodia.sexiesperforata","315","Echinoderm",0.05,0.07,0.017217723,0.029068884,5,5,5
"Condition","youngest","Mixed",1,0.416666667,0.583333333,"body_composition","vvvvv",NA,"Reitzel et al 2005","Leodia.sexiesperforata","Leodia.sexiesperforata","316","Echinoderm",0.035,0.073,0.015652476,0.051429563,5,5,5
"Condition","youngest","Mixed",1,0.15625,0.84375,"body_composition","xxxxx",NA,"Reitzel et al 2005","Mellita.tenuis","Mellita.tenuis","317","Echinoderm",0.079,0.076,0.014310835,0.015205262,5,5,5
"Condition","youngest","Mixed",1,0.25,0.814814815,"body_composition","wwwww",NA,"Reitzel et al 2005","Mellita.tenuis","Mellita.tenuis","318","Echinoderm",0.076,0.11,0.014534442,0.024596748,5,5,5
"Condition","youngest","Mixed",1,0.416666667,0.583333333,"development_rate","vvvvv",NA,"Reitzel et al 2005","Leodia.sexiesperforata","Leodia.sexiesperforata","319","Echinoderm",6,6.2,1.6,1,4,4,4
"Condition","youngest","Mixed",1,0.25,0.814814815,"development_rate","wwwww",NA,"Reitzel et al 2005","Mellita.tenuis","Mellita.tenuis","320","Echinoderm",10.4,13.5,0.8,2.4,4,4,4
"Condition","youngest","Mixed",1,0.15625,0.84375,"development_rate","xxxxx",NA,"Reitzel et al 2005","Mellita.tenuis","Mellita.tenuis","321","Echinoderm",16.5,16.5,2.6,2.6,4,4,4
"Condition","juvenile","Mixed",0.5,0.090909091,0.777777778,"size_growth","cccccc","AG","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","322","Fish",-0.7,-0.655,0.03749219,0.033742971,6,6,6
"Condition","juvenile","Mixed",0.5,0.090909091,0.666666667,"size_growth","dddddd","AG","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","323","Fish",-0.688,-0.655,0.039991669,0.033742971,6,6,6
"Condition","juvenile","Mixed",0.5,0.090909091,0.555555556,"size_growth","eeeeee","AG","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","324","Fish",-0.783,-0.655,0.029993752,0.033742971,6,6,6
"Condition","juvenile","Mixed",0.5,0.090909091,0.777777778,"size_growth","ffffff","AH","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","325","Fish",-0.62,-0.647,0.041241409,0.03624245,6,6,6
"Condition","juvenile","Mixed",0.5,0.090909091,0.666666667,"size_growth","gggggg","AH","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","326","Fish",-0.596,-0.647,0.042491149,0.03624245,6,6,6
"Condition","juvenile","Mixed",0.5,0.090909091,0.555555556,"size_growth","hhhhhh","AH","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","327","Fish",-0.698,-0.647,0.033742971,0.03624245,6,6,6
"Condition","juvenile","Mixed",0.5,0.090909091,0.666666667,"size_growth","aaaaaa","AI","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","328","Fish",-0.582,-0.583,0.041241409,0.043740888,6,6,6
"Condition","juvenile","Mixed",0.5,0.090909091,0.555555556,"size_growth","bbbbbb","AI","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","329","Fish",-0.637,-0.583,0.043740888,0.043740888,6,6,6
"Condition","juvenile","Mixed",0.5,0.090909091,0.777777778,"size_growth","zzzzz","AI","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","330","Fish",-0.605,-0.583,0.043740888,0.043740888,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.777777778,"stamina","cccccc","AJ","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","331","Fish",2.056,2.056,0.03749219,0.024994793,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.666666667,"stamina","dddddd","AJ","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","332","Fish",2.013,2.056,0.03749219,0.024994793,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.555555556,"stamina","eeeeee","AJ","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","333","Fish",1.997,2.056,0.024994793,0.024994793,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.777777778,"stamina","ffffff","AK","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","334","Fish",2.076,2.077,0.03749219,0.024994793,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.666666667,"stamina","gggggg","AK","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","335","Fish",2.065,2.077,0.03749219,0.024994793,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.555555556,"stamina","hhhhhh","AK","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","336","Fish",2.075,2.077,0.024994793,0.024994793,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.666666667,"stamina","aaaaaa","AL","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","337","Fish",2.118,2.159,0.03749219,0.03749219,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.555555556,"stamina","bbbbbb","AL","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","338","Fish",2.173,2.159,0.03749219,0.03749219,6,6,6
"Mobility","juvenile","Mixed",0.5,0.090909091,0.777777778,"stamina","zzzzz","AL","Reyes & Baker 2016","Gasterosteus.aculeatus","Gasterosteus.aculeatus","339","Fish",2.159,2.159,0.03749219,0.03749219,6,6,6
"Reproduction","youngest","Mixed",0.666666667,1,NA,"egg_offspring_quality","kkkkkk","AM","Rotem et al 2003","Pieris.rapae","Pieris.rapae","340","Insect",34.65,13.2,52.06361493,43.44364626,22,26,26
"Reproduction","youngest","Mixed",0.333333333,1,NA,"egg_offspring_quality","oooooo","AM","Rotem et al 2003","Pieris.rapae","Pieris.rapae","341","Insect",40.5,13.2,2.814249456,43.44364626,22,26,26
"Reproduction","youngest","Mixed",0.666666667,1,NA,"egg_offspring_quality","jjjjjj","AN","Rotem et al 2003","Pieris.rapae","Pieris.rapae","342","Insect",20.76,23.88,29.26819434,28.75847006,22,26,26
"Reproduction","youngest","Mixed",0.333333333,1,NA,"egg_offspring_quality","nnnnnn","AN","Rotem et al 2003","Pieris.rapae","Pieris.rapae","343","Insect",19.32,23.88,29.26819434,28.75847006,22,26,26
"Reproduction","youngest","Mixed",0.666666667,1,NA,"egg_offspring_quality","llllll","AO","Rotem et al 2003","Pieris.rapae","Pieris.rapae","344","Insect",25.2,27.36,37.14809282,28.55450928,22,26,26
"Reproduction","youngest","Mixed",0.333333333,1,NA,"egg_offspring_quality","pppppp","AO","Rotem et al 2003","Pieris.rapae","Pieris.rapae","345","Insect",25.08,27.36,37.52332608,28.55450928,22,26,26
"Reproduction","youngest","Mixed",0.666666667,1,NA,"egg_offspring_quality","iiiiii","AP","Rotem et al 2003","Pieris.rapae","Pieris.rapae","346","Insect",96.298,79.201,8.939932438,17.19899282,22,26,26
"Reproduction","youngest","Mixed",0.333333333,1,NA,"egg_offspring_quality","mmmmmm","AP","Rotem et al 2003","Pieris.rapae","Pieris.rapae","347","Insect",89.42,79.201,23.32074716,17.19899282,22,26,26
"Condition","juvenile","Male",0.571428571,0.625,0.189189189,"development_rate","qqqqqq",NA,"Royle et al 2005","Xiphophorus.helleri","Xiphophorus.helleri","348","Fish",6.4,7.4,1.4,1.9,13,11,13
"Condition","juvenile","Male",0.571428571,0.5,0.4,"size_growth","qqqqqq",NA,"Royle et al 2005","Xiphophorus.helleri","Xiphophorus.helleri","349","Fish",40.4,42.1,5.922544268,4.04704735,11,13,13
"Reproduction","juvenile","Female",1,0.1,NA,"egg_offspring_quality","ggggggg",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","350","Insect",0.619,0.63,0.03,0.04,51,43,43
"Reproduction","juvenile","Female",1,0.095238095,NA,"egg_offspring_quality","fffffff",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","351","Insect",0.616,0.631,0.04,0.05,58,31,31
"Reproduction","juvenile","Female",1,0.074074074,NA,"egg_offspring_quality","eeeeeee",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","352","Insect",0.639,0.638,0.04,0.04,57,28,28
"Reproduction","juvenile","Female",1,0.066666667,NA,"egg_offspring_quality","ddddddd",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","353","Insect",0.631,0.641,0.05,0.05,56,33,33
"Mobility","juvenile","Female",1,0.074074074,NA,"stamina","eeeeeee",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","354","Insect",1.9,1.8,0.04,0.06,93,75,75
"Mobility","juvenile","Female",1,0.1,NA,"stamina","ggggggg",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","355","Insect",2.1,2,0.08,0.04,84,93,93
"Longevity","juvenile","Female",1,0.1,NA,"longevity","ggggggg",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","356","Insect",20.1,19.6,5.4,6,52,64,64
"Longevity","juvenile","Female",1,0.095238095,NA,"longevity","fffffff",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","357","Insect",20.9,20.7,6.7,5.7,59,57,57
"Longevity","juvenile","Female",1,0.074074074,NA,"longevity","eeeeeee",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","358","Insect",30.6,26.8,8.6,9.6,59,42,42
"Condition","juvenile","Female",1,0.074074074,NA,"development_rate","eeeeeee",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","359","Insect",29.6,33.2,1.2,1.2,77,93,77
"Condition","juvenile","Female",1,0.066666667,NA,"development_rate","ddddddd",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","360","Insect",29.7,33.3,1.2,1.3,93,94,93
"Condition","juvenile","Female",1,0.095238095,NA,"development_rate","fffffff",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","361","Insect",29.8,33.3,1.2,1.2,88,93,88
"Condition","juvenile","Female",1,0.1,NA,"development_rate","ggggggg",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","362","Insect",29.8,33.1,1.2,1.2,93,84,93
"Longevity","juvenile","Female",1,0.066666667,NA,"longevity","ddddddd",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","363","Insect",28,30.1,8,10.1,60,59,59
"Reproduction","juvenile","Female",1,0.1,NA,"egg_offspring_quantity","ggggggg",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","364","Insect",109.2,107.7,38.8,51.5,52,65,65
"Reproduction","juvenile","Female",1,0.095238095,NA,"egg_offspring_quantity","fffffff",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","365","Insect",105.2,127.1,43.3,46.4,59,56,56
"Reproduction","juvenile","Female",1,0.074074074,NA,"egg_offspring_quantity","eeeeeee",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","366","Insect",148,155.8,43.5,54.6,60,43,43
"Reproduction","juvenile","Female",1,0.066666667,NA,"egg_offspring_quantity","ddddddd",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","367","Insect",138.1,169.9,40,44.4,60,60,60
"Condition","juvenile","Female",1,0.095238095,NA,"size_growth","fffffff",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","368","Insect",206.7,217.8,23.1,20.5,92,88,88
"Condition","juvenile","Female",1,0.1,NA,"size_growth","ggggggg",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","369","Insect",208.7,219.5,20.2,20,83,93,93
"Condition","juvenile","Female",1,0.066666667,NA,"size_growth","ddddddd",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","370","Insect",208.1,220.5,23.3,20.8,94,92,92
"Condition","juvenile","Female",1,0.074074074,NA,"size_growth","eeeeeee",NA,"Saastamoinen et al 2010","Bicyclus.anynana","Bicyclus.anynana","371","Insect",209.6,222,21.3,18.7,92,76,76
"Condition","juvenile","Male",0.35,0.247663551,0.719626168,"body_composition","hhhhhhh",NA,"Schmidt_et_al_2012","Melospiza.melodia","Melospiza.melodia","372","Bird",1.3,3.6,2.149604615,2.04,8,9,9
"Condition","juvenile","Female",0.35,0.247663551,0.719626168,"body_composition","hhhhhhh",NA,"Schmidt_et_al_2012","Melospiza.melodia","Melospiza.melodia","373","Bird",3.9,3.8,2.03646753,2.010770996,8,7,7
"Condition","juvenile","Female",0.35,0.247663551,0.719626168,"stress_tolerance","hhhhhhh",NA,"Schmidt_et_al_2012","Melospiza.melodia","Melospiza.melodia","374","Bird",4.7,5.4,1.244507935,1.164130577,8,7,7
"Condition","juvenile","Male",0.35,0.247663551,0.719626168,"stress_tolerance","hhhhhhh",NA,"Schmidt_et_al_2012","Melospiza.melodia","Melospiza.melodia","375","Bird",5.2,5.7,0.989949494,1.05,8,9,9
"Condition","juvenile","Female",0.35,0.247663551,0.719626168,"body_composition","hhhhhhh",NA,"Schmidt_et_al_2012","Melospiza.melodia","Melospiza.melodia","376","Bird",14.1,13.5,0.707106781,0.740810367,8,7,7
"Condition","juvenile","Male",0.35,0.247663551,0.719626168,"body_composition","hhhhhhh",NA,"Schmidt_et_al_2012","Melospiza.melodia","Melospiza.melodia","377","Bird",14.3,14.7,0.791959595,0.6,8,9,9
"Condition","juvenile","Female",0.35,0.247663551,0.719626168,"size_growth","hhhhhhh",NA,"Schmidt_et_al_2012","Melospiza.melodia","Melospiza.melodia","378","Bird",21.1,21,2.404163056,1.984313483,8,7,7
"Condition","juvenile","Male",0.35,0.247663551,0.719626168,"size_growth","hhhhhhh",NA,"Schmidt_et_al_2012","Melospiza.melodia","Melospiza.melodia","379","Bird",18.9,21.3,2.71529004,2.25,8,9,9
"Condition","juvenile","Mixed",0.4,1,0.785714286,"size_growth","lllllll",NA,"Searcy et al 2004","Melospiza.melodia","Melospiza.melodia","380","Bird",19.3,22,1.1,3.1,6,6,6
"Condition","juvenile","Mixed",0.555555556,1,0.447761194,"size_growth","ffffffff","AQ","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","381","Crustacean",3.6,3.4,0.9,1,6,8,8
