method,mean_abs_bias,mean_abs_relbias_var,mean_coverage,mean_rmse
Naive |d|,0.08297140888716226,13.432519444119402,0.9605309259259259,0.489389247540961
Folded-normal |d|,0.11244045654201061,15.068507903478993,0.9568424074074074,0.4741909272018225
