"","theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe","facet_label"
"24",0.7,"indep",10,10,-0.965510768280782,-0.728673113823545,-0.944839361824784,0.236837654457237,0.0206714064559976,2.93285378757705,0.353874233699324,175.177347509887,-66.797467574433,0.690950759524837,1.0325780593357,0.850025701940844,0.773822920574056,7333188451,7197900000,0.00241939401791444,0.00384800796085978,0.0205859552264033,0.000353323149547457,0.00133082681631224,0.00155934490721632,"indep n1=10 n2=10"
"25",0.8,"indep",10,10,-0.757063866314888,-0.637689464670567,-0.812128911146782,0.11937440164432,-0.055065044831894,2.42309331158246,0.339051745286275,155.897939930523,-64.1934370691059,0.639427261594871,0.974637624620517,0.875778520431414,0.800749405033166,8048817115,7899600000,0.00223505430637031,0.00346217586057083,0.0178267592668932,0.000356299205168083,0.0011735266132109,0.0014211685076863,"indep n1=10 n2=10"
"26",0.9,"indep",10,10,-0.593721751187363,-0.547985940762262,-0.684918892848074,0.0457358104251011,-0.0911971416607108,1.97665868220799,0.323384104031519,136.082554541292,-61.3765663920654,0.607891738577668,0.91955497895929,0.89600303087706,0.823711877249479,8607968248,8446400000,0.00208574072125346,0.00314845921575732,0.0155141562074326,0.000358661039736592,0.00105033843588349,0.00131118317667055,"indep n1=10 n2=10"
"27",1,"indep",10,10,-0.458145365937078,-0.45542805788852,-0.558337678451751,0.0027173080485573,-0.100192312514674,1.58414733030138,0.305685120581118,117.809155227245,-57.9704383514347,0.582519466141527,0.858685122755806,0.906082430279778,0.841208409055215,9084735093,8914200000,0.00195104356449933,0.00285639676611036,0.0133965912603299,0.000361503754508395,0.000977048428769372,0.00122412104911696,"indep n1=10 n2=10"
"28",1.2,"indep",10,10,-0.2390179004715,-0.273586948476109,-0.321168624739231,-0.034569048004609,-0.0821507242677313,0.946699752048637,0.267911882217142,84.8083871794976,-47.7000360973688,0.526363735390118,0.720419000235063,0.919887996308493,0.876764477630723,9714773299,9535400000,0.00170090535014155,0.00231779934192194,0.00950888725341649,0.000360308317211867,0.00087911727648436,0.00106448603950515,"indep n1=10 n2=10"
"29",1.4,"indep",10,10,-0.0639166857549427,-0.103340191972443,-0.116002686430265,-0.0394235062174998,-0.0520860006753226,0.545783566778706,0.228507285111803,56.0233744341757,-34.6765277006013,0.470240592178384,0.593732464638749,0.928492950009156,0.904901422205945,10007120300,9829800000,0.00149457718641478,0.00188644024724074,0.006530377044239,0.00034578372810884,0.000821847796870745,0.000935654058245055,"indep n1=10 n2=10"
"30",1.6,"indep",10,10,0.0827572192387867,0.0559448350127583,0.0632058578214855,-0.0268123842260283,-0.0195513614173011,0.298491375631053,0.189920334836803,39.3001012739268,-11.3678851832378,0.40656570004185,0.463313573739341,0.931851330282151,0.926540260524066,10110859289,9941500000,0.00128665018227913,0.00146812900627427,0.00397356748623011,0.00031501752222804,0.000799237858895999,0.000827429272412795,"indep n1=10 n2=10"
"31",1.8,"indep",10,10,0.209355167429093,0.19496179735363,0.208481086470579,-0.0143933700754626,-0.000874080958513351,0.174348462266602,0.156115975089166,25.9884531684227,12.813213037049,0.3552199507772,0.371999805744556,0.936292083074643,0.941839738839599,10145798809,9986200000,0.00112316246368404,0.00117718185381751,0.0022031069656842,0.000271507281090122,0.000772862522836495,0.000740630426023754,"indep n1=10 n2=10"
"32",2,"indep",10,10,0.320926943086197,0.317622603967087,0.329777591490238,-0.00330433911911032,0.00885064840404054,0.11782148301023,0.128493192470003,19.2923635645243,30.0972983879947,0.318803354543195,0.314395199266453,0.937617523504701,0.949789957991598,10150495418,9.998e+09,0.00100819643855854,0.000993915250726435,0.00114588224216692,0.000224745995332625,0.00076486994739198,0.000690641248381499,"indep n1=10 n2=10"
"33",2.5,"indep",10,10,0.553455545741402,0.562814201443453,0.56399180537792,0.00935865570205019,0.0105362596365181,0.0706129359316035,0.0853158087392655,11.5408402827791,34.7656328211596,0.263984453640388,0.251827677254975,0.94051,0.95766,10145718658,1e+10,0.000834271558524552,0.000795655700240375,0.000143080927518658,0.000121138046540881,0.000748003608948513,0.000636767810116058,"indep n1=10 n2=10"
"34",3,"indep",10,10,0.740802270462108,0.75743009256871,0.75047321854315,0.0166278221066026,0.00967094808104196,0.0548920136674248,0.0652188233793946,5.83109268944311,25.7410483058516,0.235829560047341,0.227948626403266,0.94239,0.96173,10146679002,1e+10,0.000743906246247583,0.000720191417041518,4.6747681733227e-05,6.23122471594243e-05,0.000736824863179847,0.000606674600589146,"indep n1=10 n2=10"
"35",4,"indep",10,10,1.03343137973649,1.05456159250272,1.04059530960531,0.0211302127662332,0.00716392986881886,0.0420429478183189,0.0500903728155985,0.00156744633319494,19.1428302595968,0.209161433809331,0.20516625038315,0.94161,0.96504,10147124403,1e+10,0.000658045990232855,0.00064840025314619,1.97188766513365e-05,2.73308562795676e-05,0.000741489095671676,0.000580842477785501,"indep n1=10 n2=10"
"36",5,"indep",10,10,1.2588482363055,1.28508988905158,1.26829705744883,0.0262416527460811,0.00944882114333234,0.0366034985091018,0.0442805411752856,-3.10025802060931,17.2230302938399,0.197755247464175,0.194585485904343,0.93974,0.96391,10147110438,1e+10,0.000619829797200399,0.000614610517724185,1.11083668367625e-05,2.01773630852119e-05,0.000752520646892828,0.000589809392092055,"indep n1=10 n2=10"
"37",0.2,"indep",20,20,NA,-1.44228847204589,-1.84045421613931,NA,NA,5.39234321709577,0.382353755230164,299.000630559,-71.7081455516841,NA,NA,NA,NA,4198033371,4122400000,NA,NA,0.035133136100806,0.000318803422005116,NA,NA,"indep n1=20 n2=20"
"38",0.3,"indep",20,20,NA,-1.3348723151617,-1.67091155578616,NA,NA,4.55849087426431,0.369252082119166,252.113980733757,-71.4776613323392,NA,NA,NA,NA,5210257725,5112500000,NA,NA,0.0297465843013194,0.000326165251625518,NA,NA,"indep n1=20 n2=20"
"39",0.4,"indep",20,20,-1.75327894865999,-1.21238439899773,-1.4778137260041,0.540894549662261,0.275465222655896,3.64493438544133,0.354160920854647,220.392899158939,-68.868947365789,0.844170798093672,1.10159334917601,0.78514811526354,0.694454758253289,6319263711,6194500000,0.00260408231685612,0.00428548804178648,0.0244835481387954,0.0003267257099981,0.00165022153974028,0.00185078773477853,"indep n1=20 n2=20"
"40",0.5,"indep",20,20,-1.29513358272291,-1.08966283385625,-1.29416196876397,0.205470748866667,0.000971613958944184,2.88038967884323,0.33572821940935,184.736581977987,-66.8120926934564,0.662445669006354,1.00577585702762,0.860189182500619,0.779360409162153,7429520897,7273400000,0.00233517473961073,0.00372936811340984,0.0202948312141868,0.00033363735852975,0.00128587466528354,0.00153759569981864,"indep n1=20 n2=20"
"41",0.6,"indep",20,20,-1.02011041426328,-0.960583298994685,-1.10696319346442,0.0595271152685928,-0.0868527792011391,2.19494773846872,0.314268794745458,154.904274349291,-63.5032499083082,0.604249133322954,0.931997812142803,0.894841950502328,0.816968880176427,8351052528,8.162e+09,0.00210476049866772,0.00324806893516655,0.0167486588571749,0.000339647576196397,0.00107373258671403,0.00135352702068806,"indep n1=20 n2=20"
"42",0.7,"indep",20,20,-0.817377860209195,-0.83210450575005,-0.928627866403846,-0.014726645540855,-0.111250006194651,1.5894836251484,0.290478460504098,125.696614318553,-58.753897158192,0.567331736468516,0.846537273068862,0.912399363150823,0.8430686193697,9078273698,8856100000,0.00190577625131957,0.00281996846055497,0.0134534868331541,0.000346005380554986,0.000950002750243074,0.00122226423526849,"indep n1=20 n2=20"
"43",0.8,"indep",20,20,-0.654666659991881,-0.700983405116549,-0.756164218792661,-0.0463167451246682,-0.10149755880078,1.12027547193746,0.263220535346514,99.1646820307825,-53.2041577813038,0.532595402297359,0.756824131011778,0.922598339487333,0.866326595949032,9627337115,9370600000,0.00173327531990936,0.00245003647620689,0.0107519212849359,0.000347690525927419,0.000872966892660711,0.00111167957822732,"indep n1=20 n2=20"
"44",0.9,"indep",20,20,-0.51781874475336,-0.57326844577153,-0.595271772045465,-0.0554497010181695,-0.0774530272921048,0.751537064853628,0.23481727148601,81.8317268225938,-43.1867941597973,0.485983616129736,0.647540957742121,0.930609416850226,0.88998852108088,9960993041,9669900000,0.00155262804563731,0.00206742316967346,0.008271630382684,0.000342925125424981,0.000817189915507339,0.00100623683809038,"indep n1=20 n2=20"
"45",1,"indep",20,20,-0.399253848108886,-0.451666111475993,-0.451272553486071,-0.0524122633671076,-0.0520187053771858,0.483575629973498,0.205793179340362,59.5819688918267,-32.0873950049062,0.441891728346339,0.552927981194951,0.935090392037376,0.908744667885436,10171528135,9.846e+09,0.00139833629699464,0.00175432631515027,0.00606374010179859,0.000330739797910185,0.000785147721459555,0.000917741027243399,"indep n1=20 n2=20"
"46",1.2,"indep",20,20,-0.200238783298563,-0.236704447516581,-0.216709649859634,-0.0364656642180189,-0.0164708665610719,0.205051659149557,0.152166330172394,33.256030453876,-1.11232841711503,0.358257112543346,0.3926164860879,0.940928777670837,0.935143968559512,10362424725,9974400000,0.00112847548688765,0.00124206641146176,0.00295554361618159,0.000282181235696781,0.000746488229370752,0.000779778099337465,"indep n1=20 n2=20"
"47",1.4,"indep",20,20,-0.0362853464174178,-0.0577077346703452,-0.0378035196833827,-0.0214223882529275,-0.00151817326596491,0.104725160052481,0.109713935482145,23.353575517459,29.2297497471686,0.294194839186434,0.291375725638404,0.945580953333667,0.950112539388786,10431127216,9996500000,0.000928023107758959,0.000921564337151951,0.00124198142034824,0.000214263514969359,0.000717465194256381,0.000688587664999978,"indep n1=20 n2=20"
"48",1.6,"indep",20,20,0.103507084692163,0.0942112283473545,0.107336132348316,-0.0092958563448088,0.00382904765615241,0.0686273033917757,0.0801195214866905,17.2927842500357,36.9344456725466,0.253893807308917,0.241916257609361,0.945356721403284,0.953817229033742,10460923670,9999400000,0.000802372476196492,0.0007649373176507,0.000492279693783714,0.000149448634726424,0.000718752324033372,0.000663721069321167,"indep n1=20 n2=20"
"49",1.8,"indep",20,20,0.225537809680109,0.220601282964634,0.227230814183595,-0.00493652671547423,0.00169300450348675,0.0528963973065718,0.0616552811708539,12.360080246512,30.9652961775097,0.227595332873689,0.216979186003121,0.94759,0.95859,10473100456,1e+10,0.000719553917421852,0.000686130976345224,0.000223457105012932,9.94278814934419e-05,0.000704721164007439,0.000630041362927863,"indep n1=20 n2=20"
"50",2,"indep",20,20,0.333914686287828,0.333026997576104,0.334729956109718,-0.000887688711724177,0.000815269821890563,0.0434731080537872,0.0498030919540196,9.18771026176062,25.08619277203,0.20755187696404,0.199537680508621,0.94874,0.96081,10477094674,1e+10,0.000656333942549763,0.000630991437565298,4.91721663661709e-05,6.41811269079854e-05,0.000697369431506716,0.000613629724671157,"indep n1=20 n2=20"
"51",2.5,"indep",20,20,0.561652450629241,0.566176195915467,0.561069972941038,0.00452374528622579,-0.000582477688203187,0.0312978695422865,0.0351005539367738,3.58281058688663,16.1680997173083,0.177543418693584,0.173825628913595,0.94707,0.96461,10478419157,1e+10,0.000561262115817141,0.000549684565365184,2.23559889904616e-05,2.59624277275992e-05,0.000708014230789184,0.000584273462515627,"indep n1=20 n2=20"
"52",3,"indep",20,20,0.746452048089074,0.754679431449249,0.746406902298507,0.00822738336017415,-4.5145790567358e-05,0.0253223401129517,0.0285343021141751,2.19396821023912,15.1565593918348,0.159679829944827,0.157411745089259,0.94759,0.96497,10478436328,1e+10,0.000504283774836941,0.000497782113388339,1.29402981000483e-05,1.44352962514097e-05,0.000704721164007439,0.000581402606633304,"indep n1=20 n2=20"
"53",4,"indep",20,20,1.03658596433312,1.04756537881142,1.03647586197593,0.0109794144782975,-0.000110102357186115,0.0197975690188441,0.0227204990776709,-0.503487798462987,14.1862625433836,0.142425832184553,0.141058728606888,0.94444,0.96305,10478440107,1e+10,0.000449052021250256,0.000446068960713256,6.08475801704781e-06,7.38989707819531e-06,0.000724383092016925,0.000596529106582403,"indep n1=20 n2=20"
"54",5,"indep",20,20,1.26086031145536,1.27197256371736,1.2596591265125,0.0111122522620011,-0.00120118494285504,0.0173588038769614,0.020215881520101,-0.736340123805945,15.6014205547902,0.133248685239641,0.132245377442772,0.94642,0.96469,10478441131,1e+10,0.000419903635216719,0.000418181442503529,3.55127543444001e-06,5.28787129736797e-06,0.000712103809847974,0.000583636906817929,"indep n1=20 n2=20"
"55",0.2,"indep",100,100,-2.30258509299405,-1.97188266861764,-2.19378130597282,0.33070242437641,0.108803787021229,3.28823737935489,0.333525016277149,215.177255986644,-68.0316572966652,0.709239560645067,1.02719056182569,0.833874612748253,0.743658051094781,6820203380,6681700000,0.00242727266939328,0.0039514879296465,0.0225355022922085,0.000317595390355586,0.00143987533696831,0.00168909080114394,"indep n1=100 n2=100"
"56",0.3,"indep",100,100,-1.67620360874636,-1.6870426545384,-1.78253872106477,-0.0108390457920351,-0.106335112318407,1.73583640231751,0.285623485231872,135.838025110258,-61.1939935167507,0.567720747269108,0.864481209537333,0.914940547992418,0.837831006950428,8917483707,8704500000,0.001923916318317,0.00290787387943989,0.0143261704827238,0.000331726286551698,0.000945552860671527,0.00124936751529277,"indep n1=100 n2=100"
"57",0.4,"indep",100,100,-1.32963001846639,-1.3977282823138,-1.40627228825394,-0.0680982638474148,-0.0766422697875495,0.745635913866294,0.223974060756938,84.1799526265626,-44.6760394280192,0.477056372016819,0.640867242436482,0.936571990273682,0.890837601531378,9956015567,9664500000,0.00151883927207405,0.00204669220371789,0.00832905524451788,0.000333335374905331,0.00078400968843609,0.00100310433994742,"indep n1=100 n2=100"
"58",0.5,"indep",100,100,-1.08141157530944,-1.13477264368035,-1.10501167207147,-0.0533610683709069,-0.0236000967620291,0.268210693904573,0.158780739926454,44.6715366455698,-14.3544453784772,0.373594473557775,0.43121683241067,0.945388544767114,0.926866301986968,10303367021,9944800000,0.00117254306148641,0.00136536407277489,0.0039303307026077,0.000295369041824136,0.000720524936444404,0.000825599244294066,"indep n1=100 n2=100"
"59",0.6,"indep",100,100,-0.885978420965938,-0.921071664461086,-0.887150834485154,-0.0350932434951483,-0.00117241351921582,0.11012542609135,0.10566094660549,26.3801542071191,21.2567088239471,0.291725213031735,0.295192699776406,0.949510211024505,0.944046987722756,10366996161,9994100000,0.000916091794690786,0.000933754085663745,0.00158839804561042,0.000224399690228545,0.000692595638298991,0.00072700382552999,"indep n1=100 n2=100"
"60",0.7,"indep",100,100,-0.724084882418989,-0.746818028082231,-0.720246991681897,-0.0227331456632416,0.00383789073709273,0.0597579647429945,0.069258227626176,21.400183151296,40.7002657254586,0.234059007996064,0.22189679260875,0.953469069381388,0.95194903898078,10309546102,9999800000,0.000736671238517537,0.000701604831174631,0.000419817855450156,0.000146686291080928,0.0006660832564191,0.000676335575169384,"indep n1=100 n2=100"
"61",0.8,"indep",100,100,-0.585591490751473,-0.600625394364559,-0.58199632311071,-0.0150339036130859,0.00359516764076284,0.0414839670170175,0.0473678059967228,16.2931610913988,32.7874909133762,0.19956496779704,0.188903301280067,0.95492,0.95424,10193419289,1e+10,0.000629289711655348,0.00059725948065334,8.20898166910464e-05,8.83655884693976e-05,0.000656108174007915,0.000660802711858842,"indep n1=100 n2=100"
"62",0.9,"indep",100,100,-0.464434757040508,-0.476003387421558,-0.4628988736348,-0.01156863038105,0.00153588340570743,0.0316554374413355,0.0347192254177228,12.025975061112,22.8684673208183,0.175350283854017,0.168105045650598,0.95564,0.95733,10089627828,1e+10,0.00055330095771416,0.000531575300476367,4.00171737972281e-05,5.19193594274586e-05,0.000651092853593095,0.000639134345032404,"indep n1=100 n2=100"
"63",1,"indep",100,100,-0.356674943938733,-0.365952344609812,-0.356488914388927,-0.00927740067107885,0.000186029549805566,0.0253391233903877,0.0270183822304734,8.48983591862895,15.6796077674415,0.157654141591659,0.152826763975329,0.95316,0.95798,10029047490,1e+10,0.000497684698256335,0.000483282719972118,2.63570772678563e-05,3.19530197151758e-05,0.000668176731112361,0.000634462919326259,"indep n1=100 n2=100"
"64",1.2,"indep",100,100,-0.171245154473388,-0.176911339561762,-0.171666588995817,-0.00566618508837383,-0.000421434522428654,0.0177204378286848,0.0184038934791326,4.93022858353309,8.97725938048723,0.132389920085523,0.129953214553992,0.95225,0.95707,10001008922,1e+10,0.000418272163051739,0.000410948041048395,1.39271522518634e-05,1.53088378593303e-05,0.000674314003265541,0.000640991537385635,"indep n1=100 n2=100"
"65",1.4,"indep",100,100,-0.0152296037423545,-0.0183102645835565,-0.0153493716856732,-0.00308066084120202,-0.000119767943318706,0.0134175707863497,0.0137918576772636,3.29746982345589,6.1789816436751,0.115386989999611,0.113969901752431,0.95113,0.95483,1e+10,1e+10,0.000364757454179519,0.000360406077274495,8.45001595707822e-06,8.95299827378486e-06,0.000681775058945397,0.000656731841012753,"indep n1=100 n2=100"
"66",1.6,"indep",100,100,0.11950845023525,0.11819286328742,0.11975795856939,-0.00131558694783,0.000249508334140308,0.0107343131600629,0.0109802252013964,3.04783827653077,5.40855795069344,0.102971416340525,0.10206264380924,0.95102,0.95477,1e+10,1e+10,0.000325599260273035,0.000322751067777856,5.58791625501235e-06,5.81801153524864e-06,0.00068250245127765,0.000657147221709108,"indep n1=100 n2=100"
"67",1.8,"indep",100,100,0.238117089498186,0.237607479707881,0.238258304036543,-0.000509609790304955,0.000141214538356971,0.00895036085823379,0.00913484371250339,1.50419403967557,3.59637599003215,0.0945402438159019,0.0939023797686061,0.94935,0.9531,1e+10,1e+10,0.000298959652386495,0.000296946546737175,3.97207251770584e-06,4.09665301329041e-06,0.000693430439914488,0.000668583502638227,"indep n1=100 n2=100"
"68",2,"indep",100,100,0.3440673193682,0.344589602087704,0.344596154191132,0.000522282719503941,0.000528834822931756,0.00768893230580821,0.00784030245990454,1.72958149228344,3.73230720427988,0.0874048486249574,0.0869391226165164,0.94981,0.95285,1e+10,1e+10,0.000276394847600755,0.000274921933594416,2.92818220916636e-06,3.0019902512948e-06,0.000690441626062623,0.000670275148726253,"indep n1=100 n2=100"
"69",2.5,"indep",100,100,0.568114576119708,0.568755341168624,0.567805464876954,0.000640765048916192,-0.00030911124275379,0.00580157470981625,0.00591789080190015,0.436412926674445,2.45006812183897,0.0762576206601528,0.0760026557985166,0.94866,0.95212,1e+10,1e+10,0.000241140462751954,0.000240340714451931,1.60332672798514e-06,1.63263312764994e-06,0.0006978839760304,0.000675185201259625,"indep n1=100 n2=100"
"70",3,"indep",100,100,0.750926350877081,0.752477716709643,0.751016078701648,0.00155136583256188,8.97278245669542e-05,0.00478596272333249,0.00489003469303247,0.159898225330624,2.33790054081915,0.069298336042064,0.0691251223411627,0.94956,0.9533,1e+10,1e+10,0.000219086755447671,0.000218593738950155,9.99126994893977e-07,1.01830594844764e-06,0.000692067961980614,0.000667226423337685,"indep n1=100 n2=100"
"71",4,"indep",100,100,1.03909537988909,1.04086584090766,1.03890718378234,0.00177046101856404,-0.000188196106746474,0.00379066603293988,0.00388714805162988,-0.169804334732326,2.37112612981003,0.0617237546647019,0.0616207038521066,0.94954,0.95335,1e+10,1e+10,0.000195108314147407,0.000194861840712629,4.95524003666665e-07,5.14825249487633e-07,0.000692197864775672,0.000666886628295994,"indep n1=100 n2=100"
"72",5,"indep",100,100,1.26246416206874,1.26436921783546,1.26218046079657,0.0019050557667204,-0.000283701272168591,0.00333324914082594,0.00342802825532868,-0.587184361231241,2.23956462703421,0.0579818217845535,0.057904956782148,0.9488,0.95276,1e+10,1e+10,0.000183256541573321,0.000183110269043034,2.9656005603952e-07,3.24423692343274e-07,0.000696983213571174,0.000670882869061358,"indep n1=100 n2=100"
"73",0.2,"indep",3,7,NA,-0.668022422455333,-1.08467283971345,NA,NA,5.7295049254045,0.437171228774423,276.187344307621,-71.2962488554386,NA,NA,NA,NA,3708718503,3656400000,NA,NA,0.0383799837935621,0.0004290569804124,NA,NA,"indep n1=3 n2=7"
"74",0.3,"indep",3,7,NA,-0.632852206230216,-1.02844916396446,NA,NA,5.48381436602859,0.433084510410542,269.209681377788,-70.841647177395,NA,NA,NA,NA,3934272096,3878100000,NA,NA,0.0367571700023803,0.000432276055580314,NA,NA,"indep n1=3 n2=7"
"75",0.4,"indep",3,7,NA,-0.587516367137978,-0.956530329606505,NA,NA,5.09003841638728,0.428158626817444,246.14050297764,-70.8837084679619,NA,NA,NA,NA,4256486504,4195300000,NA,NA,0.0343354966115354,0.000429939935489833,NA,NA,"indep n1=3 n2=7"
"76",0.5,"indep",3,7,NA,-0.549567169167533,-0.898288761950977,NA,NA,4.82590160710285,0.422629355519662,234.392969558086,-70.7154648560103,NA,NA,NA,NA,4638620166,4571600000,NA,NA,0.0322904685023657,0.000430904873314086,NA,NA,"indep n1=3 n2=7"
"77",0.6,"indep",3,7,NA,-0.494050441455965,-0.810694159166226,NA,NA,4.43561413420387,0.415621195570659,221.742828108823,-69.8523958940185,NA,NA,NA,NA,5088936287,5014700000,NA,NA,0.0298301328620471,0.00042561235161394,NA,NA,"indep n1=3 n2=7"
"78",0.7,"indep",3,7,-2.48777198714249,-0.444897413250125,-0.735492694967799,2.04287457389237,1.7522792921747,4.09318379763046,0.408850473395735,208.787464615596,-69.1565521294597,2.16205782853535,2.09667000697061,0.457878143558912,0.263307427230735,5536709391,5455600000,0.00303088773095162,0.00492923509636603,0.0275875482144629,0.00042439944727122,0.00213305549620044,0.00188561680539334,"indep n1=3 n2=7"
"79",0.8,"indep",3,7,-1.25109907344903,-0.39002816614957,-0.65226391279039,0.86107090729946,0.59883516065864,3.72147068072717,0.401452717459385,195.827180290653,-68.0877170305089,1.10925529658411,1.27144422724119,0.687266043907868,0.60413786126193,6019579896,5930600000,0.00287151204270297,0.00460562895982409,0.0253151343135951,0.000423922382338578,0.00190370936456674,0.00200812477215086,"indep n1=3 n2=7"
"80",0.9,"indep",3,7,-0.895165958618435,-0.336356982340757,-0.572928328917622,0.558808976277678,0.322237629700812,3.41260034022958,0.393285886601976,180.901978449573,-67.6273889032791,0.891893823667725,1.14834247045587,0.756950840657539,0.688964515977957,6502810607,6405700000,0.00274654522801349,0.00435493841821847,0.0234513787605407,0.000420854673401243,0.0016947186226002,0.00182902692430931,"indep n1=3 n2=7"
"81",1,"indep",3,7,-0.669887172742499,-0.283275642079063,-0.49402173529441,0.386611530663436,0.175865437448089,3.07517391176204,0.385289234269673,167.974249577669,-66.4254457190647,0.786990962090859,1.08557594950169,0.800370170657417,0.733710305026451,6966204547,6861700000,0.00261687930300657,0.00408952103080445,0.0215560690005037,0.000418423877689067,0.00152595702092024,0.0016874216866023,"indep n1=3 n2=7"
"82",1.2,"indep",3,7,-0.365004386932052,-0.173311910051497,-0.336821333778834,0.191692476880554,0.0281830531532173,2.49143832719742,0.367009432304154,141.260650042284,-64.4603146532819,0.696617435317977,1.01659036290583,0.847201502134883,0.776390246411853,7895082257,7775600000,0.00240177052320782,0.00364430626980351,0.0182601099742477,0.000414915175168886,0.0012902858821752,0.00149423343986896,"indep n1=3 n2=7"
"83",1.4,"indep",3,7,-0.14926719864041,-0.0628735436906642,-0.182282070559007,0.0863936549497463,-0.0330148719185962,1.97871880331533,0.347479180248397,122.634255459097,-60.9036066910963,0.649401743206819,0.943321288108228,0.876120369825099,0.806053824863082,8621022164,8490500000,0.00220887823059604,0.00323541067040076,0.0154899013423508,0.000411494453402547,0.00113061620490721,0.0013569254811956,"indep n1=3 n2=7"
"84",1.6,"indep",3,7,0.0205252699151788,0.0531967511933983,-0.0267737756930571,0.0326714812782195,-0.0472990456082359,1.51406512988883,0.325835400795414,102.038680374024,-56.5201304116421,0.61470922670521,0.866961715842059,0.8927778575452,0.83198771827128,9191857644,9054100000,0.00204002366968363,0.00287695039445013,0.0129449287126618,0.00040853229954349,0.00102823244186224,0.00124252841476545,"indep n1=3 n2=7"
"85",1.8,"indep",3,7,0.161731404866309,0.168049394956072,0.121107544176741,0.00631799008976228,-0.0406238606895686,1.12322308853135,0.302551569142079,81.4491862965191,-51.1248151911247,0.581950662950685,0.787827869276575,0.902263037061332,0.853722531977698,9593546614,9451900000,0.00189279382285797,0.0025591511633554,0.0105830804186286,0.000403063749341363,0.000965909513938788,0.0011494432385666,"indep n1=3 n2=7"
"86",2,"indep",3,7,0.283197737460401,0.28017750870756,0.260506421649728,-0.0030202287528408,-0.0226913158106726,0.793115933279867,0.279155623097766,61.7228677171797,-43.0778704444256,0.545342324401618,0.700661489787744,0.909330168232016,0.874868407472391,9829922683,9.689e+09,0.00175196452368367,0.00224979601153367,0.00821493560633385,0.00039407301655212,0.000922471010240836,0.00106295621341767,"indep n1=3 n2=7"
"87",2.5,"indep",3,7,0.530092455767112,0.543282774134244,0.560498940517212,0.0131903183671321,0.0304064847500997,0.346702535409497,0.220392972887883,28.6680850991627,-18.2078615107272,0.461494275822875,0.519977697234204,0.916256405103989,0.905887672058676,10081315544,9.953e+09,0.0014622244265073,0.0016453795223382,0.00420449971656482,0.000347757964376858,0.000878025865436094,0.000925514933863343,"indep n1=3 n2=7"
"88",3,"indep",3,7,0.724858093778693,0.75512656255545,0.780476711978092,0.0302684687767567,0.0556186181993985,0.179601992063979,0.174464007360893,13.6912099058818,10.438775505468,0.393935913500563,0.401329487839624,0.922315818960343,0.924586818200008,10105337823,9995600000,0.00124233158292269,0.00125715172708041,0.00175828023813761,0.00027912245144774,0.000846645667601623,0.000835204925575588,"indep n1=3 n2=7"
"89",4,"indep",3,7,1.02461388154167,1.0718364151258,1.08760457788009,0.0472225335841316,0.0629906963384175,0.104605491867299,0.121504979584055,1.70978715478145,18.1414607506253,0.334974463649385,0.326823845476515,0.9269,0.93342,10085428233,1e+10,0.00104870884142989,0.00101413523071198,0.000137250838218498,0.000155891432701413,0.00082314269722813,0.000788334342775957,"indep n1=3 n2=7"
"90",5,"indep",3,7,1.25324864119018,1.30863410064412,1.3156821778115,0.0553854594539367,0.0624335366213178,0.0869247122735474,0.0992581145144189,-5.04962814215791,8.42250306671881,0.313467790498422,0.308941018176934,0.92681,0.93531,10079409860,1e+10,0.00097568160029604,0.000956804691106673,6.49606061414356e-05,9.26581017166998e-05,0.000823609275688418,0.000777850910522062,"indep n1=3 n2=7"
"91",0.2,"indep",6,14,NA,-1.05432235963613,-1.49102268067952,NA,NA,5.86187553707777,0.405400088028329,307.553571737463,-71.814097243526,NA,NA,NA,NA,3732900818,3.671e+09,NA,NA,0.0384355606065438,0.000361651947323318,NA,NA,"indep n1=6 n2=14"
"92",0.3,"indep",6,14,NA,-0.992278093428612,-1.39078970109104,NA,NA,5.36023353935711,0.398560047518893,286.080115434119,-71.2930214656323,NA,NA,NA,NA,4214697583,4143400000,NA,NA,0.0351011109644464,0.00036448751383085,NA,NA,"indep n1=6 n2=14"
"93",0.4,"indep",6,14,NA,-0.917063393422821,-1.27045241825293,NA,NA,4.72878650904498,0.389882878526821,256.200270714923,-70.6317071805354,NA,NA,NA,NA,4783028222,4700400000,NA,NA,0.0314183803642498,0.000368285843172971,NA,NA,"indep n1=6 n2=14"
"94",0.5,"indep",6,14,-2.56198198970163,-0.842794296139727,-1.15546978712354,1.7191876935619,1.40651220257808,4.20084860743637,0.380147872766429,230.572658294408,-70.0854506818201,1.84811373625119,1.80250720436862,0.518522638780732,0.328531167723514,5490400415,5393400000,0.0029202023153857,0.00485404429083738,0.0280180873598233,0.000369356818677802,0.00215149569627499,0.00202241325324178,"indep n1=6 n2=14"
