"theta","design","n1","n2","rho","true_lnM","true_var_delta","true_var_safe","replicates","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","med_var_delta","med_var_safe","trim_var_delta","trim_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total"
0.8,"indep",6,14,0,-0.802343654837751,0.361576003979809,0.150302423349398,729,-0.575528350018203,-0.403595827745239,0.226815304819548,0.398747827092512,34.3291922576815,0.343156898820473,0.481306426342084,0.363705343732395,1.01728379379541,0.352585628509709,181.347153184484,134.584127555999,0.642281244820889,0.508529204039539,0.847736625514403,0.901234567901235,9028040,7290000
0.9,"indep",6,14,0,-0.625964991095738,0.360155213121803,0.151681049259255,792,-0.545307373745354,-0.383186146928893,0.0806576173503843,0.242778844166845,31.7378206596348,0.336493949316114,0.459096627760218,0.361016106301577,0.939094841907784,0.345311074738583,160.747257763609,127.656043009284,0.605149669856751,0.407802673503412,0.886363636363636,0.930555555555556,9837794,7920000
1,"indep",6,14,0,-0.482540448021794,0.33355332040108,0.1691776443263,849,-0.399274266803146,-0.297139460092216,0.0832661812186474,0.185400987929578,622.867300220374,0.309223072560005,0.32228985313864,0.326674303421483,0.526199697533556,0.315802798152668,57.7557965547545,86.6693435827531,0.583175530569901,0.39408888527702,0.877502944640754,0.916372202591284,10751262,8490000
1.5,"indep",6,14,0,0.00296736775990736,0.233092322019746,0.152319557488653,984,-0.0274260626705114,-0.0132973718794844,-0.0303934304304188,-0.0162647396393917,19.0149791477472,0.226752911356746,0.157570165438334,0.212982257863242,0.200223289539699,0.220715706369015,-14.1012935111874,44.9030643261011,0.483507187321964,0.373658739433478,0.922764227642276,0.940040650406504,13186530,9840000
2,"indep",6,14,0,0.315889117091827,0.133513596896439,0.135126524061404,998,0.318423451507857,0.303955764377316,0.00253433441603085,-0.0119333527145102,0.177694427087067,0.149248775608768,0.0924645697035332,0.114437358603162,0.106734580482622,0.135366670831428,-20.0571455164888,0.17771993447786,0.365220807989025,0.364050035203336,0.920841683366733,0.938877755511022,13813438,9980000
3,"indep",6,14,0,0.738633069662809,0.0605529986142531,0.0655224414103599,1000,0.764543148774529,0.76603986992485,0.0259100791117198,0.0274068002620415,0.0599422534932439,0.0724773776023309,0.0544811755072112,0.0647876250264005,0.056416378580433,0.0672109425891912,-6.83140410629717,2.576981477623,0.247313116949373,0.25730925298083,0.926,0.941,14066439,1e+07
4,"indep",6,14,0,1.03222437854685,0.0487667483707839,0.0505580787863273,1000,1.05494989487215,1.06479431526627,0.0227255163252984,0.0325699367194274,0.0448602697555634,0.05359473443015,0.0426921643853574,0.0515375179252175,0.0438094708763733,0.0523588494663619,-10.1652820005947,3.5617862135251,0.221888329379137,0.227086594684602,0.928,0.942,14067807,1e+07
5,"indep",6,14,0,1.25807959664605,0.0425094270317841,0.0434795216233119,1000,1.28073872774752,1.29351806776009,0.0226591311014688,0.0354384711140381,0.038607323942961,0.0466928869817985,0.037613936299316,0.0452441133152775,0.0380232143075177,0.046017088834415,-10.5534537572386,5.83623535025859,0.207317036991719,0.211404653062768,0.936,0.944,14071988,1e+07
0.2,"indep",12,28,0,NA,0.53659622559372,0.067475584715211,396,-1.44935313900021,-0.988600123993773,NA,NA,2340844.44074952,0.386829430146463,2.11218356224661,0.406879964272077,7.54067880726013,0.395752312905816,1305.27988226468,486.511868813198,NA,NA,NA,NA,4747859,3960000
0.3,"indep",12,28,0,NA,0.415688236666932,0.094439191493279,474,-1.2529857356223,-0.922114128372651,NA,NA,538.296665720806,0.369182353904043,1.25489163334737,0.392479872477215,3.68718577628959,0.381666487879274,787.00748567103,304.139935808786,NA,NA,NA,NA,5799183,4740000
0.4,"indep",12,28,0,-1.94424625400898,0.45737761859937,0.106846487772341,565,-1.18254448478025,-0.888150495446423,0.761701769228729,1.05609575856255,112177.510566929,0.358787815547758,0.880299068589397,0.379543436059628,2.54544277712329,0.369860339320345,456.52980679689,246.160502821965,1.01821298652911,1.08966158847911,0.741592920353982,0.684955752212389,6970470,5650000
0.5,"indep",12,28,0,-1.36303435330244,0.417086588146815,0.135116453514072,697,-1.04475868775004,-0.820101387663461,0.318275665552407,0.542932965638983,84.3795563532862,0.338206212987151,0.615944298300852,0.360896493748289,1.58218428016882,0.349189845932315,279.341922069164,158.436213244708,0.719574586032714,0.623626778263944,0.822094691535151,0.862266857962697,8813692,6970000
0.6,"indep",12,28,0,-1.058151567492,0.381422387203631,0.140698185659287,767,-0.978210976361924,-0.786578680978135,0.0799405911300731,0.271572886513862,35.7109512183866,0.329194127052387,0.523245922465046,0.353642440621177,1.32422032337004,0.338929081652016,247.179496483795,140.890868680256,0.622346843862706,0.411597987740224,0.887874837027379,0.93089960886571,9780166,7670000
0.7,"indep",12,28,0,-0.842414379200356,0.30232187365783,0.143569982576883,841,-0.811461336831138,-0.702376868403678,0.0309530423692179,0.140037510796678,32.919893376257,0.304331261161417,0.359031943773793,0.323287356232647,0.62650714134967,0.310625073942868,107.231826718154,116.357951967101,0.550382126752432,0.342870567346919,0.916765755053508,0.953626634958383,11020693,8410000
0.8,"indep",12,28,0,-0.672621910644767,0.307761937577492,0.151800258039271,909,-0.686184309169191,-0.611294428663545,-0.0135623985244245,0.0613274819812218,2527.56767313804,0.277449557147729,0.26244442643418,0.285691960180151,0.436293328739097,0.2808305873763,41.763251223762,85.000072466049,0.554623569858596,0.344506304208821,0.917491749174917,0.93949394939494,12203785,9090000
0.9,"indep",12,28,0,-0.531415775693636,0.331814051034465,0.152229842496321,950,-0.609601039216949,-0.545897048594652,-0.0781852635233131,-0.0144812729010163,232.129995484613,0.256813936086552,0.21601648792415,0.257279207202127,0.330711874917389,0.257443611075061,-0.332166800543809,69.1150741887437,0.581014378925528,0.356930808051382,0.923157894736842,0.948421052631579,12915642,9500000
1,"indep",12,28,0,-0.409949443099545,0.207253211784938,0.148296185049488,969,-0.452602841192757,-0.44262201305677,-0.042653398093212,-0.0326725699572255,2.20565021872825,0.225700128980053,0.168954179632698,0.220333281636575,0.226585834156647,0.223115353830839,9.32802063968465,50.4525242887288,0.45701054752636,0.3567543161347,0.919504643962848,0.943240454076367,13497875,9690000
1.5,"indep",12,28,0,0.0317109132187481,0.0863545634467598,0.0954219759989418,999,0.011879761879028,-0.0114804567842714,-0.0198311513397201,-0.0431913700030195,0.0971522314626098,0.113554462660701,0.0731561298103165,0.0900240134008139,0.0816068613049228,0.102712352222052,-5.49791690483636,7.64014384190781,0.29438307866752,0.309070062472725,0.934934934934935,0.940940940940941,14711157,9990000
2,"indep",12,28,0,0.331466700981724,0.0492492039564581,0.053937537852189,1000,0.329291444235918,0.322462426057166,-0.0021752567458066,-0.00900427492455824,0.0503836596989518,0.0584807808237229,0.0446394866216633,0.0496796605976882,0.0468751056307245,0.0532439013451833,-4.82058213130234,-1.28599957400086,0.221821294050891,0.232302985949931,0.943,0.946,14846926,1e+07
3,"indep",12,28,0,0.745380810400251,0.0309255101638918,0.031932170208215,1000,0.749025364342898,0.754487200400337,0.00364455394264696,0.00910639000008573,0.028139200110598,0.03133630999929,0.0269681406900255,0.0295336840976171,0.0274348905883745,0.0304224421914466,-11.2871851006451,-4.72792173824784,0.175806335002948,0.178838375011742,0.929,0.939,14855432,1e+07
4,"indep",12,28,0,1.03598662353616,0.021629854054595,0.0219701661016696,1000,1.05119258476562,1.06035130095909,0.0152059612294604,0.0243646774229362,0.0209969748989253,0.0236609251063277,0.0206069643663638,0.023188070539578,0.0207740353512794,0.023386626929206,-3.95665500634206,6.44720126821778,0.147781749405846,0.150139380048979,0.951,0.959,14855239,1e+07
5,"indep",12,28,0,1.2604776827778,0.0177431234965146,0.0179289910955215,1000,1.26976251547508,1.28035563666218,0.00928483269728453,0.0198779538843847,0.0182169032574414,0.0208588108651481,0.0179860929368765,0.0204802800029518,0.0180973062352432,0.0206325738005782,1.99616904429627,15.0793911974892,0.133460063281997,0.135300388599056,0.949,0.961,14855726,1e+07
0.2,"indep",60,140,0,-2.40823963982765,0.45653012543479,0.114768547846828,611,-1.9495478193192,-1.68359676110583,0.458691820508446,0.724642878721822,108.609743325538,0.337900567319842,0.803528952688616,0.360817598147424,2.34189929137631,0.347929013629189,412.978040418677,203.157110686405,0.816199195348863,0.776290998774487,0.787234042553192,0.821603927986907,7633177,6110000
0.3,"indep",60,140,0,-1.70418293557038,0.317890440144639,0.135886035606414,848,-1.63947980448032,-1.53370220731336,0.0647031310900639,0.170480728257029,65.2845789781358,0.295090835504502,0.354164143238047,0.307404604888716,0.632954903398012,0.301221602447706,99.1110217438498,121.672227836697,0.56718785645978,0.348609692801144,0.903301886792453,0.951650943396226,11115668,8480000
0.4,"indep",60,140,0,-1.3434239967258,0.235650048870811,0.136424210240777,945,-1.40828863229356,-1.3798943351249,-0.0648646355677573,-0.0364703383991001,3.12366352053053,0.247051309562532,0.205951374983843,0.245283552631282,0.307992226910029,0.247352496433683,30.698987072512,81.3112907138159,0.489497808664215,0.331397709513241,0.937566137566138,0.957671957671958,12926150,9450000
0.5,"indep",60,140,0,-1.08976250011841,0.17278167497024,0.131159400852052,986,-1.13184540918039,-1.1510291031465,-0.0420829090619808,-0.0612666030280926,5.49780541634833,0.179027427556113,0.115199529544041,0.155936552256013,0.146554618767259,0.170798376547054,-15.1793042910939,30.2219859480101,0.417585214346589,0.348783164270029,0.933062880324544,0.948275862068966,13776438,9860000
0.6,"indep",60,140,0,-0.891612283389109,0.123988710975573,0.105123749762969,1000,-0.946669878109912,-0.976875038217368,-0.0550575947208028,-0.0852627548282597,0.249162523552566,0.131659084504454,0.0797164134671018,0.102757464301214,0.0936090818773643,0.119253989847823,-24.5019315542315,13.4415297368239,0.356224733842329,0.335094558854825,0.946,0.959,13741421,1e+07
0.7,"indep",60,140,0,-0.728154080870475,0.0659349547908851,0.0708705465058374,1000,-0.762209597151422,-0.793787773332488,-0.0340555162809474,-0.0656336924620139,0.0779135466921782,0.0890889499679043,0.0581834516521045,0.0688678910587119,0.062859421212456,0.07779913979533,-4.66449637856478,9.77640731036551,0.258899204373548,0.274057398268191,0.96,0.963,13017673,1e+07
0.8,"indep",60,140,0,-0.588673164605307,0.050083345993361,0.0561893208827721,1000,-0.614705256641357,-0.63906393680323,-0.0260320920360501,-0.0503907721979233,0.0523681488213685,0.0620096196775481,0.0436737416845238,0.0492499661089441,0.0469511897172282,0.0544782878943195,-6.25388782240701,-3.04512131766532,0.225190880062095,0.242223783895373,0.95,0.954,11900061,1e+07
0.9,"indep",60,140,0,-0.466851680175666,0.0379302838881095,0.0417777484415407,1000,-0.480759324099515,-0.497967852873746,-0.0139076439238494,-0.03111617269808,0.038592156814704,0.0437398431883449,0.034244992351143,0.037056338351573,0.0357994127823764,0.0394515510379191,-5.61786226546297,-5.56802961001289,0.195155774097857,0.206649913855477,0.948,0.958,10944843,1e+07
1,"indep",60,140,0,-0.358622366069503,0.0304178468999934,0.032834979882716,1000,-0.370261795878395,-0.382733725086498,-0.0116394298088928,-0.0241113590169952,0.030441252284741,0.0332811932450428,0.0275647334095368,0.0292589727333293,0.0286871068312282,0.0306935478772495,-5.68988355571496,-6.52180087551613,0.174708057568532,0.182711528198085,0.952,0.963,10369223,1e+07
1.5,"indep",60,140,0,0.053572318725664,0.0135807579367227,0.0139093131291284,1000,0.054704671828738,0.0515800255545238,0.00113235310307399,-0.00199229317114027,0.0137979742341697,0.0141966717470457,0.0132820887256117,0.0136040833509973,0.0135552470873268,0.0139232104443822,-0.18784554967225,0.0999137421434426,0.11648373020442,0.11789560232714,0.948,0.949,1e+07,1e+07
2,"indep",60,140,0,0.343588506786721,0.00795173068463314,0.00805080878042832,1000,0.346060481151688,0.345555744246196,0.00247197436496671,0.00196723745947486,0.00866884982705822,0.00883549364922777,0.00856657417927994,0.00872548079425659,0.00862286883949639,0.00878143392158174,8.4401519805021,9.07517693041708,0.0891621534688881,0.0897029988064494,0.948,0.95,1e+07,1e+07
3,"indep",60,140,0,0.750714194302349,0.00540802950835499,0.00543978062119552,1000,0.753846484778784,0.755076916441683,0.00313229047643504,0.0043627221393342,0.00520870106940068,0.00531696078920204,0.00517679315677498,0.00527459357130512,0.005189415712932,0.00529356594179555,-4.04239279917482,-2.68787823593943,0.0735692376097197,0.07384696462983,0.945,0.946,1e+07,1e+07
4,"indep",60,140,0,1.03897616906418,0.00415710204376784,0.00417409308121954,1000,1.04347006087773,1.04534055845204,0.00449389181354509,0.00636438938785955,0.00403051645632663,0.00412725936146367,0.0040166608121581,0.00409810367541672,0.0040195866715464,0.00411239836299222,-3.30796239239772,-1.47803887040541,0.0645998452425075,0.0648877834451033,0.948,0.951,1e+07,1e+07
5,"indep",60,140,0,1.26238790477649,0.00360530257639333,0.00361062008720983,1000,1.26626598270577,1.2683615384025,0.00387807792927863,0.00597363362600967,0.00348478498445842,0.00357681282956912,0.00347580333289793,0.00356653378668149,0.00347830601923822,0.00356814180734995,-3.52249372872769,-1.17648156920057,0.0601393112883951,0.0603547327541131,0.95,0.951,10004999,1e+07
0.2,"paired",5,5,0.8,NA,0.452712250114812,0.050093251613393,124,-1.13566674564582,-0.654072693428075,NA,NA,61.9403644116498,0.453509678179884,2.41042648766959,0.471635295166259,9.01771888013186,0.462064845499193,1891.93171332229,822.409367763331,NA,NA,NA,NA,1412646,1240000
0.3,"paired",5,5,0.8,NA,0.458209018071389,0.0607141173478284,191,-1.12213846907871,-0.666887000747437,NA,NA,109.763367351008,0.452099848239129,2.27938644227912,0.466023401134268,6.44543776174463,0.459874127671289,1306.65886255875,657.441840151758,NA,NA,NA,NA,2209665,1910000
0.4,"paired",5,5,0.8,NA,0.513938798016815,0.0871296588729264,264,-0.963845676325156,-0.591008693860443,NA,NA,4056.3746514866,0.43142741685915,1.46345619506985,0.454589626471433,4.15762416907066,0.442517095483699,708.972621859661,407.883424780859,NA,NA,NA,NA,3046202,2640000
0.5,"paired",5,5,0.8,NA,0.466694331030314,0.111647199552758,413,-0.894968507874089,-0.580763304947902,NA,NA,583.476974607429,0.426864478080645,1.14361767215311,0.450049156831337,2.67400937970338,0.436123634332337,472.968043944312,290.626577360995,NA,NA,NA,NA,4811695,4130000
0.6,"paired",5,5,0.8,NA,0.511174034839227,0.143826601097227,497,-0.803158156821634,-0.539811714896849,NA,NA,7416.80383628552,0.409169296028187,0.822528322692136,0.43858530884833,1.94637206174412,0.421400910129275,280.765048513523,192.992330288336,NA,NA,NA,NA,5814996,4970000
0.7,"paired",5,5,0.8,-1.55054639460591,0.497275004455356,0.159796762971497,626,-0.774642819885063,-0.528531034668455,0.775903574720846,1.02201535993745,360.665573060267,0.406325997008969,0.77181242849402,0.439268454833435,1.79759639232746,0.41909549134806,261.489392433124,162.267822923806,1.04809684318924,1.08643256585015,0.73482428115016,0.736421725239617,7347000,6260000
0.8,"paired",5,5,0.8,-1.06013176810005,0.463328292814054,0.173452923118113,721,-0.706604056112924,-0.499187721915892,0.353527711987121,0.560944046184153,79.2129310866309,0.391664516289618,0.645590699302527,0.42307045951946,1.53462812434585,0.401964523317365,231.218306360096,131.742720786346,0.76659475406859,0.679096210590598,0.83495145631068,0.857142857142857,8561113,7210000
0.9,"paired",5,5,0.8,-0.792372649921864,0.457400899173966,0.191598186013626,807,-0.613949241611045,-0.453307971463508,0.17842340831082,0.339064678458356,29.1472760062381,0.374905123693945,0.510182181472632,0.402836891945323,1.01131590882433,0.382210211099411,121.100551103134,99.4852973567452,0.699048653607597,0.527067606452813,0.878562577447336,0.895910780669145,9645438,8070000
1,"paired",5,5,0.8,-0.601986402162968,0.408443569577479,0.212396646792435,882,-0.477094391345581,-0.378173401968239,0.124892010817387,0.223813000194729,29.3657923716166,0.347689038390186,0.391168318107656,0.372856463931388,0.6303186433715,0.352571384460435,54.3220876322141,65.9966811081462,0.65082908355122,0.482802750815496,0.891156462585034,0.905895691609977,10755263,8820000
1.5,"paired",5,5,0.8,-0.0389807707348558,0.222996098616826,0.202454050053114,995,0.0148179191452939,-0.0055365121408358,0.0537986898801498,0.03344425859402,0.506785946563352,0.234638715372472,0.205061590391722,0.208551325316349,0.224623071636647,0.223192628301075,0.729597078115973,10.2435976175929,0.475043451662708,0.445722394236537,0.926633165829146,0.917587939698493,12745230,9950000
2,"paired",5,5,0.8,0.29389333245106,0.170737192326336,0.177920517750626,1000,0.381322139329457,0.364789422562136,0.0874288068783975,0.0708960901110766,0.168429955451862,0.155157325706946,0.152936166655915,0.136941203637913,0.157576979488754,0.144408396491288,-7.70787703503316,-18.8354449970236,0.422149560471392,0.427514739893157,0.926,0.916,13125109,1e+07
3,"paired",5,5,0.8,0.729307511349758,0.131225410799188,0.130910578436157,1000,0.821979874886897,0.822508016468391,0.0926723635371391,0.0932005051186325,0.127614184744766,0.11180292687069,0.128883832601811,0.110799300913254,0.12776275841962,0.110633033970455,-2.63870568853963,-15.4896149019695,0.373741023105503,0.3734514720979,0.92,0.904,13183271,1e+07
4,"paired",5,5,0.8,1.02706186684777,0.129282303441865,0.127150677092876,1000,1.14216574235195,1.14553851910817,0.115103875504179,0.118476652260395,0.115759059247534,0.0995735068073701,0.118060892579657,0.0986622660932957,0.116650481182989,0.0990207124459302,-9.77072802895743,-22.1233305949273,0.377361793633781,0.375579876386653,0.913,0.894,13153330,1e+07
5,"paired",5,5,0.8,1.25479963118919,0.11661906831243,0.114535428335583,1000,1.35391750227358,1.35907575893821,0.0991178710843932,0.104276127749025,0.111833736131983,0.0959712640025204,0.115255017867589,0.0950154419249177,0.113145669896025,0.0952137914312926,-2.97841379344539,-16.8695723105682,0.355424818509371,0.353969495473237,0.916,0.901,13156067,1e+07
0.2,"paired",10,10,0.8,NA,0.393696848378475,0.0463576493575294,147,-1.6271792391244,-1.09883488458614,NA,NA,63.536217540027,0.410996513301099,2.07703443856505,0.422365664387833,10.9006354557642,0.417841037383986,2668.7891078277,801.342158575435,NA,NA,NA,NA,1707803,1470000
0.3,"paired",10,10,0.8,NA,0.470853317668786,0.0722882922585406,285,-1.47858713148087,-1.04583665267257,NA,NA,2190.5851495397,0.393870164522078,1.24797007291928,0.412017899290502,3.93325767671613,0.403954249313824,735.34670546442,458.810059959742,NA,NA,NA,NA,3380066,2850000
0.4,"paired",10,10,0.8,NA,0.4779095388465,0.0928810708546,431,-1.39863582170614,-1.02409499021458,NA,NA,319.90746512598,0.379219469457403,0.878196221372243,0.40132009724277,3.06409339628106,0.390098417192205,541.145059309062,319.997760149516,NA,NA,NA,NA,5213645,4310000
0.5,"paired",10,10,0.8,-1.84443972705697,0.425790192869249,0.120327549096096,605,-1.25165851741625,-0.966398356945603,0.592781209640722,0.878041370111366,49.4692976049832,0.359734309828281,0.611792466511754,0.383724693933923,1.84292211107633,0.370067074813102,332.823992177351,207.549748659436,0.881178738922818,0.926040935810149,0.745454545454545,0.755371900826446,7497944,6050000
0.6,"paired",10,10,0.8,-1.26286432215413,0.379547659897712,0.143328234254916,780,-1.08041765841123,-0.883579944714793,0.182446663742896,0.379284377439335,117.86952793492,0.334167711246607,0.422941373820369,0.357118149903135,0.899884199572134,0.342955164498985,137.093860574625,139.279557361338,0.642143165847503,0.500493490897033,0.865384615384615,0.908974358974359,9908409,7800000
0.7,"paired",10,10,0.8,-0.965510768280782,0.367101058520774,0.169101951998535,881,-0.927891798533205,-0.796487562113031,0.0376189697475762,0.16902320616775,81.3368124771996,0.303582493518857,0.29729842932911,0.319941822450273,0.495926354866997,0.307979867256742,35.0925973532524,82.1267369281525,0.606712088736973,0.40776852027648,0.89216799091941,0.922814982973893,11530650,8810000
0.8,"paired",10,10,0.8,-0.757063866314888,0.28835096036156,0.161035792411798,944,-0.750751585945538,-0.679009715349026,0.00631228036934939,0.0780541509658618,18.8868313570313,0.267780531038952,0.209161601672399,0.268823264401117,0.279447646217078,0.266764841546901,-3.08766585459553,65.6556207484199,0.536735827683615,0.379386605468973,0.921610169491525,0.938559322033898,12751983,9440000
0.9,"paired",10,10,0.8,-0.593721751187363,0.210681959846208,0.146371814494434,987,-0.607128572576731,-0.575357207575589,-0.0134068213893681,0.0183645436117736,1.50378072692552,0.232670495636884,0.160320200810739,0.214146075250915,0.198155527688974,0.226525857915049,-5.94565959343576,54.7605723803223,0.4589643186637,0.372804087521035,0.932117527862209,0.946301925025329,13663793,9870000
1,"paired",10,10,0.8,-0.458145365937078,0.181750590913421,0.145718343647313,998,-0.440476957167835,-0.425800891834091,0.0176684087692424,0.0323444741029864,0.996549588229895,0.191042732855485,0.125704186090965,0.16566887096625,0.142936413064702,0.18013346805709,-21.3557368114464,23.6175649189877,0.426474675404418,0.379733431416583,0.924849699398798,0.93687374749499,14135644,9980000
1.5,"paired",10,10,0.8,0.0123463062951856,0.0763746443634583,0.0779359589885142,1000,0.0403691717090953,0.0579261177577244,0.0280228654139097,0.0455798114625388,0.0820715564623692,0.097534735898605,0.0761343957673848,0.0901831725902826,0.0780464803814585,0.0929399907194057,2.1889935225677,19.2517445420832,0.277639245613982,0.282728743219514,0.953,0.956,14552735,1e+07
2,"paired",10,10,0.8,0.320926943086197,0.0653034436825483,0.0650135607629302,1000,0.361015620434133,0.387825853642213,0.0400886773479359,0.0668989105560157,0.0629529813101486,0.0748671818146025,0.06229318703466,0.074697872344558,0.0624499961148442,0.0744914003734774,-4.36952081972158,14.5782502901323,0.258544468690345,0.263484366586993,0.933,0.939,14563769,1e+07
3,"paired",10,10,0.8,0.740802270462108,0.0602296879613032,0.0588697313868331,1000,0.781531516678924,0.812750772682681,0.0407292462168168,0.0719485022205736,0.0527732000534364,0.0639657676598148,0.0532498484916856,0.0639612246213357,0.0530275707267036,0.064013203023735,-11.9577528597308,8.73703941861765,0.248653030889897,0.25295740476853,0.931,0.938,14563495,1e+07
4,"paired",10,10,0.8,1.03343137973649,0.0534960243173348,0.0522139618772842,1000,1.08440242893179,1.11698626758553,0.0509710491952977,0.0835548878490471,0.0495736596621806,0.0606715622865267,0.0504392756470085,0.061146319674726,0.0500389693430588,0.0609265074303337,-6.46226522137229,16.6862372434525,0.236728908562277,0.24319368248142,0.916,0.923,14562685,1e+07
5,"paired",10,10,0.8,1.2588482363055,0.0498223605739218,0.0484169370807605,1000,1.3123435286417,1.34535292253378,0.053495292336202,0.0865046862282859,0.0480519564502371,0.0591548624971725,0.0489415339701671,0.0594735216888259,0.0484613120702223,0.059289559986297,-2.73180252404966,22.4562385832065,0.229421630443783,0.236329390646051,0.934,0.941,14562136,1e+07
0.2,"paired",20,20,0.8,NA,0.384704789543302,0.0668147133192059,237,-1.95613932586137,-1.50143635259782,NA,NA,767.277894646156,0.360372293297174,1.76291287383284,0.374844948293426,4.74119604656503,0.369499305221103,1132.42449156754,453.020864515017,NA,NA,NA,NA,2793468,2370000
0.3,"paired",20,20,0.8,NA,0.385347026922733,0.0950977659056707,491,-1.74722305157268,-1.42914049260663,NA,NA,780.225249021904,0.336677792343606,0.842251058357818,0.356567157913976,2.06576046182393,0.348355813630323,436.077955063123,266.313351646835,NA,NA,NA,NA,6020338,4910000
0.4,"paired",20,20,0.8,-1.75327894865999,0.390892545967999,0.125503219915156,723,-1.5655663144074,-1.34815926994694,0.18771263425259,0.405119678713053,6175.20594432547,0.308428824163058,0.499399753383057,0.333715500349238,0.998585892655593,0.317922616343589,155.463017383131,153.318294589185,0.652371002908234,0.498039000090368,0.853388658367911,0.914246196403873,9167679,7230000
0.5,"paired",20,20,0.8,-1.29513358272291,0.27295194124606,0.136005544587354,890,-1.28748825914193,-1.1903922731408,0.00764532358097858,0.104741309582117,135.783310956425,0.259545044702768,0.224860279831525,0.263214380487208,0.387804369963114,0.262904072206986,42.077894076422,93.3039369862801,0.522210402658051,0.330539825273983,0.923595505617978,0.950561797752809,11973739,8900000
0.6,"paired",20,20,0.8,-1.02011041426328,0.171271451944302,0.125980062263921,977,-1.04224514664775,-1.02094349039821,-0.0221347323844774,-0.000833076134935107,0.553194728850121,0.205039346277557,0.140757262198065,0.1941990748358,0.181237643788675,0.200841076051216,5.81894514890597,59.4229058487576,0.414229519579641,0.335723301923634,0.934493346980553,0.957011258955988,13774758,9770000
0.7,"paired",20,20,0.8,-0.817377860209195,0.196035132576756,0.125706307607072,994,-0.865039516980526,-0.851069951266414,-0.0476616567713304,-0.0336920910572194,902.992067668089,0.158747937727989,0.0957532808479829,0.129757610295725,0.115321054466973,0.148275485118279,-41.1732718767538,17.9538942323824,0.445094987232734,0.347740842720257,0.940643863179074,0.955734406438632,14405722,9940000
0.8,"paired",20,20,0.8,-0.654666659991881,0.10409197610877,0.0953564987972411,999,-0.672372379860205,-0.675129865929509,-0.017705719868324,-0.0204632059376275,0.707497039927218,0.115534598389265,0.0748044117605322,0.0951043437722402,0.0805549727394298,0.104856767544172,-22.6117365134322,9.9628959397212,0.322957075247693,0.307758439490475,0.945945945945946,0.952952952952953,14798768,9990000
0.9,"paired",20,20,0.8,-0.51781874475336,0.0683940964191904,0.0719198014724496,1000,-0.517731157641359,-0.517001448353859,8.75871120016303e-05,0.000817296399501899,0.0706757391114009,0.0857010756424212,0.059531901543852,0.0716301527703891,0.06252122765356,0.0771424457557615,-8.58680657119187,7.26176126238691,0.261391870558886,0.268045797662231,0.951,0.957,14921539,1e+07
1,"paired",20,20,0.8,-0.399253848108886,0.0556015045359482,0.0587176293533952,1000,-0.388966654058982,-0.382123831214731,0.0102871940499037,0.0171300168941547,0.0550386246972584,0.0672788010698529,0.0510400786606773,0.0603423235123667,0.052179940092914,0.0625562387800518,-6.15372636332547,6.53740532260538,0.235906187695093,0.242801048603246,0.95,0.963,14962631,1e+07
1.5,"paired",20,20,0.8,0.0361603307898131,0.0335183100629002,0.033500255384386,1000,0.0516728568494819,0.0701583085767853,0.0155125260596688,0.0339979777869722,0.0339465946447536,0.040793575939306,0.0333335717674118,0.040405067857419,0.0336105363220925,0.0405080122233395,0.275151876748003,20.9185176606733,0.183644848056212,0.186071538991338,0.94,0.956,14971008,1e+07
2,"paired",20,20,0.8,0.333914686287828,0.0288000785589774,0.0284736769506382,1000,0.356809415450967,0.377753895303056,0.0228947291631392,0.0438392090152283,0.0281168461071618,0.0344336714939788,0.0280334747423341,0.0346151210784354,0.0280793205800442,0.0344691996889927,-2.5026250447797,21.0563698841858,0.17115912801797,0.174261526220702,0.938,0.951,14971421,1e+07
3,"paired",20,20,0.8,0.746452048089074,0.0257390004457976,0.0253595366479722,1000,0.76902137421269,0.791653117533874,0.022569326123616,0.0452010694447993,0.0243858494519549,0.0305819308041727,0.0245805034595792,0.0308056318686272,0.0244781751857766,0.0306711422089774,-4.89850125561844,20.9451995702369,0.161934048078303,0.165460913179753,0.925,0.942,14971022,1e+07
4,"paired",20,20,0.8,1.03658596433312,0.0232269638260556,0.0228470299505645,1000,1.06116971915945,1.0844425185985,0.0245837548263308,0.0478565542653755,0.0231713986632519,0.0294093707527368,0.0233520562705489,0.0296305494363494,0.0232746319963858,0.0295092150264499,0.205227728803337,29.1599612304129,0.154298729299987,0.158475337850306,0.944,0.963,14971607,1e+07
5,"paired",20,20,0.8,1.26086031145536,0.022976796277028,0.0225506246760265,1000,1.278035948456,1.3016734928823,0.0171756370006448,0.0408131814269415,0.0226668589447533,0.0288916005206906,0.0229110770543466,0.029119653251559,0.0228068073710431,0.0290410357576968,-0.739828581562652,28.7815134831731,0.152475643914459,0.155543530336491,0.939,0.956,14971412,1e+07
0.2,"paired",100,100,0.8,-2.30258509299405,0.281843879460889,0.118026335177855,800,-2.28640378400855,-2.16187973554835,0.0161813089854972,0.140705357445694,17.9128487704377,0.255233276893053,0.307220984067283,0.270320535305701,0.6136191759292,0.262305792383787,117.715984148008,122.243444218205,0.530804492607256,0.311110558735503,0.89875,0.94,10372159,8e+06
