"theta","design","n1","n2","rho","true_lnM","true_var_delta","true_var_safe","replicates","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","med_var_delta","med_var_safe","trim_var_delta","trim_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total"
2,"indep",5,5,0,0.29389333245106,0.233209792309629,0.191093118602932,983,0.300898273004708,0.288638326679207,0.00700494055364836,-0.00525500577185278,0.571345685173198,0.255280470427268,0.19184859290372,0.246364944133778,0.237268481488563,0.250731336665635,1.74035967303887,31.2089825623836,0.482723128283497,0.421644061505892,0.918616480162767,0.929806714140387,12050339,9830000
3,"indep",5,5,0,0.729307511349758,0.139981897405644,0.152847942381136,1000,0.778332015661433,0.748512630136121,0.0490245043116746,0.0192051187863627,0.13409861752136,0.150276424633596,0.111839367196805,0.124731279922653,0.120401070278431,0.138694097859767,-13.9881138133675,-9.26008181783384,0.377154235732868,0.391233857208643,0.924,0.928,12653217,1e+07
4,"indep",5,5,0,1.02706186684777,0.10542900265364,0.11373975510406,1000,1.05947311648556,1.04252016224095,0.0324112496377882,0.0154582953931757,0.0978254952323313,0.106560459521129,0.0914880356019916,0.0966030956538275,0.0933739184967542,0.100161530607565,-11.4343148976656,-11.9379758502844,0.326150368318156,0.337438845193345,0.941,0.945,12723929,1e+07
5,"indep",5,5,0,1.25479963118919,0.0880905771580538,0.0919262186639035,1000,1.30281947973422,1.29429232362862,0.0480198485450323,0.0394926924394301,0.0827801313452015,0.0879268296687532,0.0798892571303836,0.0822705103102424,0.0811704126111241,0.0847954669302382,-7.85573754899271,-7.75703802169476,0.300513547839667,0.305604262407047,0.928,0.933,12734431,1e+07
0.2,"indep",10,10,0,NA,0.531576863093572,0.0646720310952038,380,-1.17112578976113,-0.698662196805304,NA,NA,954.591136020626,0.408868232752612,1.93542103150827,0.428199349653304,8.47546371448697,0.421330528407929,1494.40041561686,551.488009998771,NA,NA,NA,NA,4477593,3800000
0.3,"indep",10,10,0,NA,0.475121927432699,0.0862061616132935,449,-1.03219991055008,-0.652434274704017,NA,NA,161.053214477229,0.395430631029739,1.42858588829483,0.422549641220764,3.69143961898371,0.409188273505904,676.945749258564,374.66244389984,NA,NA,NA,NA,5374017,4490000
0.4,"indep",10,10,0,NA,0.472294971783221,0.0884040662733198,486,-0.996341204194427,-0.639415702862675,NA,NA,323.636776361535,0.390812676208725,1.20070647678425,0.415023022068946,3.63145196532368,0.401830976489655,668.894903033285,354.539020012168,NA,NA,NA,NA,5852389,4860000
0.5,"indep",10,10,0,-1.84443972705697,0.456275369533988,0.116009484906421,564,-0.879894637290174,-0.584997477511654,0.964545089766795,1.25944224954531,961.418873137907,0.374178437997547,0.847351766291622,0.401688931720021,2.40795237767626,0.387631775745842,427.741039393732,234.138002645667,1.17720584472091,1.29268645263078,0.680851063829787,0.556737588652482,6895083,5640000
0.6,"indep",10,10,0,-1.26286432215413,0.446805499579072,0.132821369022438,633,-0.767744885403467,-0.534099802778984,0.495119436750661,0.728764519375144,88468.3869420185,0.35986332794212,0.644791326944275,0.38465152423238,1.45634599859028,0.371078739808724,225.946301010682,179.381806210743,0.831410188990712,0.787495879795596,0.777251184834123,0.82306477093207,7825186,6330000
0.7,"indep",10,10,0,-0.965510768280782,0.408832024534393,0.139567855875569,726,-0.73487412463815,-0.51718174582299,0.230636643642632,0.448329022457792,124.7849490036,0.355316294077785,0.619361290604492,0.381126710334592,1.38364128967001,0.366654638135109,238.437599462957,162.707079531262,0.679310059114948,0.547073162094363,0.855371900826446,0.898071625344353,9071894,7260000
