"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_tried","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe","delta_fail_prop","safe_fail_prop","boot_accept_prop"
3,"indep",5,5,0.729307511349758,0.846651528090675,0.874244065977704,0.117344016740917,0.144936554627946,0.117694028969092,0.132422244572102,24.1813797937371,39.7214216420941,0.346670469420222,0.338872767795147,0.89,0.92,1e+06,1500000,0.0327850045950033,0.030785695859486,0.00396424591888497,0.00529676012877772,0.031288975694324,0.0271293199325011,0,0,0.666666666666667
4,"indep",5,5,1.02706186684777,1.07961923712576,1.09610751601449,0.0525573702779856,0.0690456491667208,0.0953290236815548,0.102731879752377,0.283631720394051,8.07124207466874,0.320719304768328,0.314445722937834,0.92,0.91,1e+06,1500000,0.0317977502667355,0.0308317052813495,0.00215378176942956,0.00336644725481064,0.0271293199325011,0.0286181760425084,0,0,0.666666666666667
5,"indep",5,5,1.25479963118919,1.32122134795763,1.32801165156083,0.066421716768446,0.0732120203716486,0.0816045668220963,0.0881682806119301,12.5669446333852,21.6210605431035,0.280337617559232,0.277721643807706,0.97,0.95,1e+06,1500000,0.0273727239006386,0.0269247570189379,0.00113634464027346,0.00248695366049331,0.017058722109232,0.0217944947177034,0,0,0.666666666666667
0.2,"indep",10,10,NA,-0.869422469040838,-1.12427253233361,NA,NA,3.81002993583502,0.450594605832587,341.783323901312,-47.752331071096,NA,NA,NA,NA,1e+06,2625000,NA,NA,1.07688221785293,0.00650596767987408,NA,NA,0.7,0,0.380952380952381
0.3,"indep",10,10,NA,-0.933262184462183,-1.15296966327731,NA,NA,3.84327429325097,0.448592943447203,323.964671137896,-50.5141852411223,NA,NA,NA,NA,1e+06,2460000,NA,NA,0.967062284958318,0.00622037876796701,NA,NA,0.61,0,0.40650406504065
0.4,"indep",10,10,NA,-0.969935745610649,-1.19591846878053,NA,NA,3.71179189613367,0.441215022794274,272.083511771858,-55.7710023294145,NA,NA,NA,NA,1e+06,2345000,NA,NA,0.81607180447873,0.00634552348944288,NA,NA,0.51,0,0.426439232409382
0.5,"indep",10,10,-1.84443972705697,-1.07853311711289,-1.32715902012346,0.765906609944075,0.517280706933503,5.64381385415335,0.432339844077569,248.991827731257,-73.2657603023812,1.05895033597241,1.1096775507257,0.758620689655172,0.586206896551724,1e+06,2220000,0.0968597175970655,0.0986681478604505,0.95826903978509,0.00683471484801269,0.0561886199795989,0.0646700339637914,0.42,0,0.45045045045045
0.6,"indep",10,10,-1.26286432215413,-0.681244657377865,-0.96897075911909,0.581619664776263,0.293893563035038,2.59737236699572,0.393330580264665,104.878346063262,-68.9744451874888,0.912572507026908,0.947312728697524,0.734375,0.65625,1e+06,2085000,0.0885963869454755,0.0905107828588752,0.670019658388422,0.010957509319281,0.0552081797855569,0.0593698599748854,0.36,0,0.479616306954436
0.7,"indep",10,10,-0.965510768280782,-0.775780248614375,-1.06760268005301,0.189730519666406,-0.102091911772225,3.05930955667668,0.3976995699258,83.3635047599429,-76.163384047238,0.78992779091132,1.0480735243154,0.848484848484849,0.742424242424242,1e+06,2100000,0.0951103201357531,0.104834422305931,0.745010698151389,0.0100670545102221,0.0441344897729951,0.0538277959463313,0.34,0,0.476190476190476
0.8,"indep",10,10,-0.757063866314888,-0.608747505628309,-0.862637817596314,0.148316360686579,-0.105573951281426,2.79733118720965,0.354169918973808,133.862181177319,-70.3907245100894,0.738118164895715,0.991302864069188,0.753086419753086,0.679012345679012,1e+06,1855000,0.0808409458830816,0.0990630606792329,0.627822879179416,0.0127773467133956,0.047912892171668,0.0518728954765131,0.19,0,0.539083557951482
0.9,"indep",10,10,-0.593721751187363,-0.536222757145157,-0.722729693388545,0.0574989940422054,-0.129007942201182,1.9946540453403,0.347783362235113,177.135932326808,-51.6792064438742,0.574900931442202,0.797125306303596,0.880952380952381,0.833333333333333,1e+06,1740000,0.0627871664671919,0.0790579447894358,0.524570282134539,0.0110569457662626,0.0353343356967062,0.0406625030395222,0.16,0,0.574712643678161
1,"indep",10,10,-0.458145365937078,-0.523183986582973,-0.685037556200708,-0.0650386206458956,-0.22689219026363,1.89851015111147,0.339930640757419,177.230981347048,-50.3614425912138,0.567783341173633,0.818343718189718,0.932584269662921,0.842696629213483,1e+06,1700000,0.0601275065947711,0.079022204723566,0.461943279019645,0.0107080183512743,0.02657845068662,0.0385930977594566,0.11,0,0.588235294117647
1.2,"indep",10,10,-0.2390179004715,-0.221852123964447,-0.262401480217935,0.0171657765070532,-0.0233835797464349,0.576384452129682,0.261890113244369,76.9037159328223,-19.620777368622,0.453552165365889,0.572479011789713,0.918367346938776,0.887755102040816,1e+06,1555000,0.0460182508421059,0.0574882884109792,0.132202852108159,0.0113246072479107,0.0276584051909771,0.031887234481381,0.02,0,0.643086816720257
1.4,"indep",10,10,-0.0639166857549427,-0.166239765653493,-0.203390169324919,-0.102323079898551,-0.139473483569977,0.654741132754683,0.248730652819979,64.4244377904017,-37.5365381748698,0.492646009626874,0.64693788366066,0.938775510204082,0.908163265306122,1e+06,1545000,0.0489297917092953,0.0634906954684906,0.233590814672389,0.0110261604742143,0.02421756228256,0.0291727348340955,0.02,0,0.647249190938511
1.6,"indep",10,10,0.0827572192387867,0.0534860116237804,0.0580492065091419,-0.0292712076150063,-0.0247080127296447,0.397957432814018,0.193018073792017,63.823097532663,-20.5422084849612,0.432590259353712,0.491019650742304,0.91,0.89,1e+06,1505000,0.0433773120528929,0.0492868138083017,0.199600690190708,0.0101277324168734,0.0286181760425084,0.031288975694324,0,0,0.664451827242525
1.8,"indep",10,10,0.209355167429093,0.190925915740394,0.2038736986099,-0.0184292516886989,-0.00548146881919206,0.150354999276979,0.155321747409173,20.8029013955537,24.7934410367704,0.344039049972248,0.351067636549502,0.96,0.96,1e+06,1500000,0.0345275809219709,0.0352793239204382,0.0171851321784237,0.00892102213541265,0.0195959179422654,0.0195959179422654,0,0,0.666666666666667
2,"indep",10,10,0.320926943086197,0.368008749237727,0.381811882860305,0.0470818061515296,0.060884939774108,0.0947772052870878,0.118770043416702,15.1138825856344,44.2549481296387,0.307461764910114,0.291919628169585,0.91,0.93,1e+06,1500000,0.0305366215662163,0.0286938020653129,0.00439814784639227,0.00585253417533025,0.0286181760425084,0.0255147016443461,0,0,0.666666666666667
2.5,"indep",10,10,0.553455545741402,0.601851164987606,0.600598572414677,0.0483956192462038,0.0471430266732744,0.0673797820294447,0.0819748329707978,6.34827008224175,29.3842368459337,0.267838936372361,0.254846138991642,0.94,0.97,1e+06,1500000,0.0264757483607386,0.0251709487818013,0.00291910372405195,0.00382660318798789,0.0237486841740758,0.017058722109232,0,0,0.666666666666667
3,"indep",10,10,0.740802270462108,0.814868438916348,0.805029883331444,0.0740661684542407,0.064227612869336,0.0514835842574539,0.0621205370297317,19.2024389272742,43.8306914372221,0.225699948278646,0.216525583974974,0.95,0.99,1e+06,1500000,0.0214275074186589,0.020782214195722,0.00122920172852459,0.0016804359977404,0.0217944947177034,0.0099498743710662,0,0,0.666666666666667
4,"indep",10,10,1.03343137973649,1.06103972435057,1.04661098402002,0.0276083446140867,0.0131796042835322,0.0418700571517647,0.050465606019578,0.343093873854472,20.9426350642093,0.207510988573041,0.203674563345395,0.95,0.98,1e+06,1500000,0.0206702317761339,0.0204271619987185,0.000647391113174715,0.0010417833568095,0.0217944947177034,0.014,0,0,0.666666666666667
5,"indep",10,10,1.2588482363055,1.27892761787888,1.2625763092622,0.0200793815733886,0.00372807295670019,0.0367038478570367,0.0437881041573657,-1.38613980784705,17.6474466184897,0.195405053515666,0.19199340279638,0.95,0.98,1e+06,1500000,0.0195349863234526,0.0192924248988667,0.000354240396864051,0.000524694627819499,0.0217944947177034,0.014,0,0,0.666666666666667
0.2,"indep",20,20,NA,-1.44215944704095,-1.64216324808673,NA,NA,6.44892426748736,0.427887225402567,303.060626297496,-73.2568586787495,NA,NA,NA,NA,1e+06,2480000,NA,NA,1.30340964936445,0.00628958301101552,NA,NA,0.61,0,0.403225806451613
0.3,"indep",20,20,NA,-1.42889639637458,-1.6348317234151,NA,NA,5.834081207604,0.421300746784977,375.441403011497,-65.6666043866222,NA,NA,NA,NA,1e+06,2255000,NA,NA,1.12196365657443,0.00574168476822409,NA,NA,0.51,0,0.443458980044346
0.4,"indep",20,20,-1.75327894865999,-1.32062473171225,-1.57365341128832,0.432654216947736,0.179625537371669,4.26707040683187,0.405473285051831,389.592947487871,-53.477013072417,0.718534720703225,0.762240574010486,0.857142857142857,0.746031746031746,1e+06,2110000,0.0728567389463294,0.0744505366942262,0.795780988463213,0.00747708544543208,0.0440866714177406,0.0548400820777538,0.37,0,0.4739336492891
0.5,"indep",20,20,-1.29513358272291,-1.11390339104614,-1.37078426283884,0.181230191676774,-0.075650680115924,2.81336452107902,0.371545840501048,123.886428214378,-70.4325299745429,0.705263802398775,0.942996259503826,0.859154929577465,0.788732394366197,1e+06,1920000,0.0814645101167003,0.094469220043987,0.641090586586967,0.00971109431884429,0.0412835841194704,0.0484453524629706,0.29,0,0.520833333333333
0.6,"indep",20,20,-1.02011041426328,-0.987671841663084,-1.19430801922954,0.0324385726001934,-0.174197604966266,1.69749928721239,0.349381851713165,121.34405733521,-54.4426338202022,0.563462556974474,0.807971477028748,0.925,0.9125,1e+06,1810000,0.063289348806916,0.0792944329198534,0.380516216618763,0.00980273915027199,0.0294480474734744,0.0315918798902503,0.2,0,0.552486187845304
0.7,"indep",20,20,-0.817377860209195,-0.908584025388509,-1.08725252970138,-0.0912061651793135,-0.269874669492189,1.61003596992853,0.323363919993627,73.5693472323075,-65.1398691954282,0.616241692083259,0.94383144477601,0.919540229885057,0.850574712643678,1e+06,1695000,0.0657192105374211,0.090898181406309,0.447054673527481,0.0105170307322463,0.0291618542186738,0.0382215818637866,0.13,0,0.589970501474926
0.8,"indep",20,20,-0.654666659991881,-0.61858353269349,-0.67126587855262,0.0360831272983915,-0.0165992185607393,0.6759791043167,0.256890272154738,106.738371930423,-21.4338486339483,0.447300721704435,0.579542845047664,0.927083333333333,0.895833333333333,1e+06,1580000,0.045742522375584,0.0582223511516617,0.182339067449607,0.0111211376413531,0.026536104804918,0.0311775781181736,0.04,0,0.632911392405063
0.9,"indep",20,20,-0.51781874475336,-0.55654415834084,-0.601386481894798,-0.0387254135874792,-0.0835677371414373,0.535245111673526,0.239714151158317,55.5850622306673,-30.3198846432679,0.481370351073896,0.599458106414981,0.876288659793814,0.824742268041237,1e+06,1555000,0.0489704159454423,0.0596595098683712,0.108587761242295,0.0118819332899687,0.0334304701606269,0.0386021818927474,0.03,0,0.643086816720257
1,"indep",20,20,-0.399253848108886,-0.406831553342058,-0.40566116436488,-0.00757770523317269,-0.00640731625599422,0.292093755731443,0.199298115933316,46.1265802497151,-0.296560401918633,0.388331207956891,0.457760378491061,0.919191919191919,0.888888888888889,1e+06,1525000,0.0392199066302858,0.0460021420685571,0.0644412117725344,0.0103804464172514,0.0273913159733053,0.0315852913119423,0.01,0,0.655737704918033
1.2,"indep",20,20,-0.200238783298563,-0.255840907220966,-0.247802934252814,-0.0556021239224035,-0.0475641509542517,0.357226669216606,0.154507176069629,24.1232983308305,-46.3143657454195,0.424286163195211,0.535895700853802,0.97,0.95,1e+06,1505000,0.0422746135458005,0.0536469805543789,0.200094586786769,0.0094358840218694,0.017058722109232,0.0217944947177034,0,0,0.664451827242525
1.4,"indep",20,20,-0.0362853464174178,-0.063069211649614,-0.0400946075102084,-0.0267838652321962,-0.00380926109279061,0.0930786356319095,0.113736304940875,16.7031805901102,42.6040298619978,0.299857422444931,0.281022541654084,0.92,0.93,1e+06,1500000,0.0300163420739506,0.0282412332777263,0.00594241272386942,0.00698894600257513,0.0271293199325011,0.0255147016443461,0,0,0.666666666666667
1.6,"indep",20,20,0.103507084692163,0.083665525720241,0.0920702977673109,-0.0198415589719223,-0.0114367869248524,0.0872614814265993,0.0844037954350626,-17.3745225905796,-20.0803862256766,0.317859326092612,0.323551474226401,0.93,0.91,1e+06,1500000,0.0318837635956986,0.0324978253163508,0.015243861513011,0.00662459626768632,0.0255147016443461,0.0286181760425084,0,0,0.666666666666667
1.8,"indep",20,20,0.225537809680109,0.19507291339557,0.202677710420456,-0.0304648962845385,-0.0228600992596528,0.0538839191408572,0.063252185359337,31.5850371547486,54.4624313400489,0.214387739959946,0.202639997518807,0.94,0.97,1e+06,1500000,0.0213281227394951,0.0202360775075488,0.0021568693842488,0.00301449688513425,0.0237486841740758,0.017058722109232,0,0,0.666666666666667
2,"indep",20,20,0.333914686287828,0.355429888640943,0.356009769226484,0.0215152023531153,0.0220950829386563,0.0415686075987394,0.0470594588934861,10.7854520787092,25.4192461393004,0.200100897521128,0.193996638912127,0.94,0.95,1e+06,1500000,0.0199943085983971,0.0193705241083894,0.00113457133840749,0.00137352846034572,0.0237486841740758,0.0217944947177034,0,0,0.666666666666667
2.5,"indep",20,20,0.561652450629241,0.555207923482527,0.550787335915016,-0.0064445271467134,-0.0108651147142244,0.0318695729635659,0.0357643118367568,1.86226158657892,14.3107154885481,0.180589983678402,0.176329549267536,0.95,0.96,1e+06,1500000,0.0181384156967495,0.0176881114063265,0.00088032807657694,0.00112950426517996,0.0217944947177034,0.0195959179422654,0,0,0.666666666666667
3,"indep",20,20,0.746452048089074,0.750108521188057,0.742160224463147,0.00365647309898298,-0.0042918236259275,0.0255482859722107,0.0287635740024867,-14.1392524629073,-3.33355559044982,0.174071933482489,0.17168679229377,0.9,0.95,1e+06,1500000,0.0174910274922727,0.0172497796496212,0.000447048050242181,0.000483254008992606,0.03,0.0217944947177034,0,0,0.666666666666667
4,"indep",20,20,1.03658596433312,1.02469009286195,1.01380049376571,-0.0118958714711739,-0.0227854705674146,0.020090558928165,0.0229578048072873,12.3796436753429,28.4180262498384,0.134296393275936,0.134973345954075,0.98,0.99,1e+06,1500000,0.0134442393088864,0.0133706396457296,0.00020118946237422,0.000263075515069422,0.014,0.0099498743710662,0,0,0.666666666666667
5,"indep",20,20,1.26086031145536,1.26345411811992,1.25081981140922,0.00259380666456011,-0.0100405000461372,0.017436287793772,0.0204252611051852,-5.65270911766563,10.5205462097759,0.135709863688417,0.135635411597722,0.95,0.96,1e+06,1500000,0.0136368630198953,0.0135944705181094,0.000115377640917952,0.000173228305222706,0.0217944947177034,0.0195959179422654,0,0,0.666666666666667
0.2,"indep",100,100,-2.30258509299405,-1.89755017102348,-2.14823615905891,0.405034921970565,0.154348933935138,2.97454856236074,0.361191246568072,271.833399975783,-54.8492934516731,0.702545616808997,0.756567853270416,0.779411764705882,0.720588235294118,1e+06,1995000,0.070129630044487,0.0744387296823376,0.66883931821739,0.00930288678405822,0.0502828858945222,0.0544141026337716,0.32,0,0.50125313283208
0.3,"indep",100,100,-1.67620360874636,-1.61388816671513,-1.77099605889267,0.0623154420312324,-0.094792450146308,1.41236015096222,0.300275660783204,101.272888141199,-57.2082592084127,0.557014704690176,0.80425958201221,0.882352941176471,0.835294117647059,1e+06,1715000,0.0603937641575149,0.0802677254192301,0.43006146580106,0.0113245610192253,0.034946383869765,0.0402313683104702,0.15,0,0.583090379008746
0.4,"indep",100,100,-1.32963001846639,-1.35732718978413,-1.39757890359374,-0.0276971713177396,-0.0679488851273533,0.741112300498747,0.219734428794563,102.163428456661,-40.0600078487698,0.459571082976155,0.619096388495062,0.96875,0.927083333333333,1e+06,1560000,0.0470652902621647,0.0618456278929278,0.2549712566581,0.011182709130414,0.017758049084617,0.026536104804918,0.04,0,0.641025641025641
0.5,"indep",100,100,-1.08141157530944,-1.10339529818159,-1.06741168472942,-0.0219837228721416,0.0139998905800256,0.163948676949229,0.151385981794932,34.4122599655163,24.1128157835434,0.327948082884236,0.347779740917804,0.97,0.95,1e+06,1455000,0.0328858848779123,0.0349248473466657,0.0244293895275496,0.00902831614324867,0.017058722109232,0.0217944947177034,0,0,0.687285223367698
0.6,"indep",100,100,-0.885978420965938,-0.868272534593886,-0.833612181299481,0.0177058863720522,0.0523662396664568,0.0748082273592826,0.0914322532565012,61.1832144391973,97.001653474856,0.229682777998694,0.220658164564731,0.95,0.95,1e+06,1315000,0.0230152957696269,0.0215434263175032,0.00495548579994178,0.00562212707686627,0.0217944947177034,0.0217944947177034,0,0,0.760456273764259
0.7,"indep",100,100,-0.724084882418989,-0.7285748284176,-0.70252805725572,-0.00448994599861052,0.0215568251632694,0.0537473590344486,0.0644858586536733,46.8248425707278,76.1598377102647,0.203503623027866,0.191585698365696,0.96,0.96,1e+06,1200000,0.0204479049753954,0.0191328114983087,0.002718343638983,0.00377475109657777,0.0195959179422654,0.0195959179422654,0,0,0.833333333333333
0.8,"indep",100,100,-0.585591490751473,-0.602189497880634,-0.583210785144963,-0.0165980071291616,0.00238070560650927,0.0422572644844546,0.0489180613233347,-4.12251070460864,10.9901683911581,0.220927375346174,0.20889986781154,0.9,0.9,1e+06,1125000,0.0221412844737693,0.0209938632237018,0.00219169561681764,0.0030665833049504,0.03,0.03,0,0,0.888888888888889
0.9,"indep",100,100,-0.464434757040508,-0.472847447818079,-0.459631143386627,-0.0084126907775709,0.00480361365388038,0.0314442304625522,0.034635679262252,16.5167011231132,28.3426253220596,0.171189897553335,0.163523982428627,0.97,0.97,1e+06,1035000,0.0171844443570524,0.0164276860802529,0.00127012184105196,0.00175715596597042,0.017058722109232,0.017058722109232,0,0,0.966183574879227
1,"indep",100,100,-0.356674943938733,-0.361343030652089,-0.352485640960661,-0.00466808671335645,0.00418930297807163,0.0249676641277986,0.026521221916696,20.1116173097656,27.5852975729063,0.147621907925396,0.143515614334336,0.96,0.96,1e+06,1005000,0.0148291402537831,0.0144177154280713,0.000759731961139739,0.000889531094008656,0.0195959179422654,0.0195959179422654,0,0,0.995024875621891
1.2,"indep",100,100,-0.171245154473388,-0.175984602509189,-0.170715075084087,-0.00473944803580034,0.000530079389300719,0.0177493929585244,0.0184521963158676,-8.46386819077598,-4.83941179927793,0.140764871763579,0.138553100910747,0.95,0.96,1e+06,1e+06,0.0141393807655662,0.01392500867302,0.00044772139220449,0.000485811418068676,0.0217944947177034,0.0195959179422654,0,0,1
1.4,"indep",100,100,-0.0152296037423545,-0.0105467548791328,-0.00773471062062779,0.00468284886322168,0.0074948931217267,0.0133259152380392,0.0136576635610967,-15.4728134791798,-13.368511307048,0.126949088168943,0.125154954689954,0.92,0.92,1e+06,1e+06,0.0127501800000961,0.0125559713592026,0.000314061264586074,0.000336694460000833,0.0271293199325011,0.0271293199325011,0,0,1
1.6,"indep",100,100,0.11950845023525,0.131301789712895,0.132744600630683,0.0117933394776453,0.0132361503954332,0.0104702463771427,0.0107055873472854,35.4531276896542,38.4977237126215,0.0888894633268892,0.0884742377385746,0.97,0.97,1e+06,1e+06,0.00885475038546901,0.00879192413302811,0.000143429616589203,0.000148220626706825,0.017058722109232,0.017058722109232,0,0,1
1.8,"indep",100,100,0.238117089498186,0.230907257068946,0.231606298790343,-0.0072098324292395,-0.00651079070784269,0.00904202407506724,0.00920930974862818,-0.305685775212816,1.53874975900308,0.0956926726456011,0.0949812713812365,0.96,0.96,1e+06,1e+06,0.00959013904029164,0.00952352298660064,0.000132741783857622,0.000134813298141624,0.0195959179422654,0.0195959179422654,0,0,1
2,"indep",100,100,0.3440673193682,0.334589774857484,0.334741470697551,-0.0094775445107167,-0.00932584867064906,0.00779098775216886,0.00792985237321911,6.48510082038052,8.38306467853236,0.0861124984394018,0.0856172379136553,0.96,0.96,1e+06,1e+06,0.00860205433387062,0.00855365712709099,9.32217269705004e-05,9.49175510233612e-05,0.0195959179422654,0.0195959179422654,0,0,1
2.5,"indep",100,100,0.568114576119708,0.57427894536442,0.573228939098986,0.00616436924471209,0.00511436297927836,0.0057618795055192,0.00586087550380977,8.43122757109309,10.2942060677781,0.0731161791581891,0.0727108956311577,0.95,0.95,1e+06,1e+06,0.00732228934677202,0.00728962015249696,4.77151537803614e-05,4.71300764072596e-05,0.0217944947177034,0.0217944947177034,0,0,1
3,"indep",100,100,0.750926350877081,0.752367882908649,0.75095805894272,0.00144153203156716,3.17080656384583e-05,0.00478704587463154,0.00488462280511412,-2.51228444893937,-0.525139915054229,0.0698632347762389,0.0697230681813859,0.97,0.97,1e+06,1e+06,0.00702002443145325,0.00700743128719037,3.24896161511578e-05,3.41904472456139e-05,0.017058722109232,0.017058722109232,0,0,1
4,"indep",100,100,1.03909537988909,1.04013138677795,1.03815736395955,0.00103600688885908,-0.000938015929540903,0.00379160209275517,0.00390146461653126,8.03674615948489,11.1671351885225,0.0590584361439044,0.0589519547593672,0.96,0.97,1e+06,1e+06,0.00593468283043647,0.00592414431110963,1.47661466364544e-05,1.72692404814249e-05,0.0195959179422654,0.017058722109232,0,0,1
5,"indep",100,100,1.26246416206874,1.26906837227693,1.26684772101563,0.00660421020818247,0.00438355894688702,0.00332679551088493,0.00341975731687204,-17.7955747037968,-15.4985078084424,0.0637333029033752,0.0634485966445387,0.94,0.95,1e+06,1e+06,0.00637095548587693,0.00636158676216324,1.03576919852865e-05,1.1379160525862e-05,0.0237486841740758,0.0217944947177034,0,0,1
0.2,"indep",3,7,NA,-0.571437408174191,-0.785483676850481,NA,NA,5.14826600193489,0.477401158119975,200.261463090651,-72.1566115339804,NA,NA,NA,NA,1e+06,3085000,NA,NA,1.1188583529976,0.00909862392444088,NA,NA,0.59,0,0.324149108589951
0.3,"indep",3,7,NA,-0.563623184854988,-0.746308616953064,NA,NA,4.62001111513117,0.493480261381012,209.793417398146,-66.9098335951917,NA,NA,NA,NA,1e+06,3200000,NA,NA,1.25719176835137,0.00640527254308374,NA,NA,0.67,0,0.3125
0.4,"indep",3,7,NA,-0.545258400026338,-0.746833684398143,NA,NA,5.06820311670097,0.490186879570717,292.454107664189,-62.0425918257512,NA,NA,NA,NA,1e+06,3160000,NA,NA,1.24883050617871,0.0065563572328066,NA,NA,0.66,0,0.316455696202532
