"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_tried","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe","delta_fail_prop","safe_fail_prop","boot_accept_prop"
2.5,"indep",100,100,0.568114576119708,0.568594532874909,0.567646050870643,0.000479956755201405,-0.000468525249064711,0.00580265225072347,0.00591881547857457,0.385999872263709,2.39562603498416,0.0762840197841035,0.0760296117157937,0.94904,0.95262,1e+10,1e+10,0.000241227683045079,0.000240423379585821,1.60379495480786e-06,1.63269781697117e-06,0.000695435679268759,0.000671826879486077,0,0,1
3,"indep",100,100,0.750926350877081,0.752158683204811,0.750699594355383,0.00123233232773001,-0.000226756521698235,0.00478740326870381,0.00489152846581378,0.186727486676186,2.36577156586375,0.0692948144125003,0.0691265807473487,0.94923,0.95268,1e+10,1e+10,0.000219095884591736,0.000218597358906847,9.99070916932641e-07,1.01738368469601e-06,0.000694207512923909,0.000671422501857065,0,0,1
4,"indep",100,100,1.03909537988909,1.04098880250816,1.03902769983194,0.00189342261906722,-6.7680057155961e-05,0.00379035007217252,0.00388703364934287,-0.152728423875748,2.39415806493506,0.0617206969421392,0.0616126163061775,0.94907,0.95285,1e+10,1e+10,0.000195087094416402,0.000194837056767464,4.95219466923798e-07,5.14121478128324e-07,0.000695241937026241,0.000670275148726253,0,0,1
5,"indep",100,100,1.26246416206874,1.26438345780484,1.26219465658631,0.00191929573609317,-0.000269505482428434,0.00333323812376826,0.00342781084183631,-0.856475244665933,1.95648688609196,0.0580600737021836,0.0579833779449277,0.94856,0.95247,1e+10,1e+10,0.000183502646722105,0.00018335847689786,2.96743981422696e-07,3.23083570887318e-07,0.000698526494844684,0.000672836526208261,0,0,1
0.2,"indep",3,7,NA,-0.671585824136296,-0.830375584023446,NA,NA,5.77553655791345,0.492036859630213,280.356838161695,-67.5961562512263,NA,NA,NA,NA,1e+10,30015480000,NA,NA,0.0385839372518347,0.000211853622464601,NA,NA,0.63482,0,0.333161422039561
0.3,"indep",3,7,NA,-0.628758590182414,-0.812762427540551,NA,NA,5.41412689538383,0.488107783280775,268.407560669196,-66.7864087309371,NA,NA,NA,NA,1e+10,29437055000,NA,NA,0.0364477407964289,0.000225959108377211,NA,NA,0.61051,0,0.339707895372006
0.4,"indep",3,7,NA,-0.590053253030852,-0.795605552749179,NA,NA,5.13994194881017,0.483185138632321,253.558873178697,-66.7633613661567,NA,NA,NA,NA,1e+10,28681770000,NA,NA,0.0346003223182346,0.000242437192766703,NA,NA,0.58263,0,0.348653517547906
0.5,"indep",3,7,NA,-0.542206531397123,-0.771565805056871,NA,NA,4.76329581254049,0.477083473454324,237.360407323701,-66.2105648554892,NA,NA,NA,NA,1e+10,27806880000,NA,NA,0.0320601449150481,0.000260238887541562,NA,NA,0.54492,0,0.359623229934462
0.6,"indep",3,7,NA,-0.492934660242183,-0.741207960728231,NA,NA,4.44492852013722,0.469445224490837,223.912693002841,-65.7903909605601,NA,NA,NA,NA,1e+10,26811185000,NA,NA,0.0299699158374353,0.000278794364859853,NA,NA,0.5051,0,0.372978665433848
0.7,"indep",3,7,-2.48777198714249,-0.444429460407944,-0.707035298942532,2.04334252673455,1.78073668819996,4.09396563833445,0.46050238171195,205.638553892943,-65.6207954720508,2.16357077500309,1.9773308000376,0.457201012212565,0.264037114460703,1e+10,25656840000,0.00304547715235228,0.00271812679669154,0.0275852726527078,0.000298370033472515,0.00213323857946454,0.00188767302081879,0.45466,0,0.389759611861788
0.8,"indep",3,7,-1.25109907344903,-0.388415704066662,-0.65771676336466,0.862683369382368,0.59338231008437,3.72449643773912,0.450418812030682,193.041293524756,-64.561300161834,1.11219427683539,1.05467847606881,0.685657424273089,0.603437225932672,1e+10,24423175000,0.00288283958784787,0.00275726626294779,0.0254456940176478,0.000317490208586549,0.00190658927290071,0.00200897240372432,0.40708,0,0.409447174660952
0.9,"indep",3,7,-0.895165958618435,-0.335777372244553,-0.606195206203577,0.559388586373882,0.288970752414858,3.39674523113725,0.439174827850944,178.378807829344,-64.0076141463012,0.893531670832405,0.935779149698164,0.757070408512492,0.68949317071653,1e+10,23261270000,0.00274818405760828,0.00281458068479666,0.023386946632759,0.000336765059449956,0.00169146749112496,0.0018249706002031,0.35718,0,0.429899141362445
1,"indep",3,7,-0.669887172742499,-0.286991478352175,-0.550645709449433,0.382895694390324,0.119241463293066,3.11228432866705,0.427931121040812,168.569344079681,-63.0724033049912,0.787204544176089,0.907996007040967,0.80098846309931,0.733013508029451,1e+10,22096670000,0.0026185408188225,0.00284648260963828,0.0216566121957377,0.000352269068549151,0.00151998849414602,0.00168418066319723,0.31004,0,0.45255687847988
1.2,"indep",3,7,-0.365004386932052,-0.17098297297095,-0.405279729426911,0.194021413961101,-0.0402753424948594,2.48068339554698,0.401815716307408,144.893681803953,-60.3326525465308,0.692728199448817,0.899405352339696,0.846697444097697,0.777267686276533,1e+10,19911905000,0.00238806554367633,0.00284133059984894,0.0182120035885357,0.000382972482507246,0.00129377609297547,0.00149416039404953,0.22454,0,0.502212118830418
1.4,"indep",3,7,-0.14926719864041,-0.0587776025686079,-0.24774630635143,0.0904895960718026,-0.0984791077110196,1.96269989804737,0.372766259038413,122.020429667023,-57.8327154959277,0.6482758757823,0.889918543043022,0.875533804689246,0.806536239897415,1e+10,17976450000,0.00220177347905558,0.00279689953563454,0.0154071796995128,0.000401887969661157,0.00113225706661998,0.00135486064700151,0.14997,0,0.556283359617722
1.6,"indep",3,7,0.0205252699151788,0.0582349309855759,-0.0781236271534876,0.0377096610703971,-0.0986488970686663,1.4730122889668,0.343156817877096,101.510004499115,-53.0556992414378,0.610336127295041,0.840500366445445,0.891144746574813,0.833636935713576,1e+10,16429820000,0.00202407775128948,0.00263953827072908,0.0126398365991399,0.000412510188209414,0.00103486824632471,0.00123738021889401,0.09421,0,0.608649394819907
1.8,"indep",3,7,0.161731404866309,0.16693095882581,0.077269015230659,0.00519955395950009,-0.0844623896356504,1.12431180229668,0.314906085955701,81.8972607534349,-49.0527856125689,0.582956706230024,0.788325449080757,0.901981970529973,0.852310886537219,1e+10,15280545000,0.00189728699586371,0.00247856664566041,0.0105190788645885,0.000412546537140973,0.000967750968341374,0.00115474200012215,0.05599,0,0.654426919982239
2,"indep",3,7,0.283197737460401,0.282107671603565,0.234659734863464,-0.0010900658568353,-0.0485380025969369,0.809265405020001,0.285504820223948,64.1344055520635,-42.0941959720268,0.547107080861866,0.709917246089525,0.909280349921598,0.873793018073781,1e+10,14394815000,0.0017572403469147,0.00223971331851865,0.00841930206776563,0.000403808729382836,0.000922480168961995,0.00106660454093983,0.03064,0,0.694694582736909
2.5,"indep",3,7,0.530092455767112,0.540145044069264,0.552287396762874,0.0100525883021523,0.0221949409957617,0.344527265581178,0.222480146001815,30.8124743428079,-15.5272127982299,0.457565363737837,0.518842647256117,0.918668796913152,0.90844964278178,1e+10,13202385000,0.00145009844552982,0.00163923080828653,0.0041340019882811,0.000351036495567074,0.000866473089959572,0.000914171018863089,0.00481,0,0.757438902137758
3,"indep",3,7,0.724858093778693,0.752931230173661,0.777567134735717,0.028073136394968,0.0527090409570232,0.178494598846235,0.175096780061651,12.3352851509267,10.1968734313305,0.394874845545354,0.403535225173848,0.922448816218704,0.925720975844057,1e+10,12759815000,0.00124596169617752,0.00126516416167174,0.00166892140527731,0.000280884139862283,0.000846074720553554,0.000829500231393699,0.00066,0,0.783710422133863
4,"indep",3,7,1.02461388154167,1.07126487128487,1.08710701530281,0.0466509897431959,0.0624931337611381,0.104970986938567,0.121659617961337,0.88946789792852,16.9292056667792,0.336350764755458,0.328557280568785,0.92693,0.93482,1e+10,12532660000,0.00105335953821038,0.00102002713347646,0.00018994847550728,0.000157142263349766,0.000822987090421229,0.000780586751104578,0,0,0.797915207146767
5,"indep",3,7,1.25324864119018,1.30882388218653,1.31589494146571,0.0555752409963417,0.0626463002755233,0.0870111103316357,0.0994694219833217,-4.92464924015261,8.68830599791985,0.313667281279532,0.308936396712047,0.92623,0.93552,1e+10,12503500000,0.000976214673770993,0.000956650685756021,6.63620303157159e-05,9.37899789741425e-05,0.000826607446736357,0.000776674510976123,0,0,0.799776062702443
0.2,"indep",6,14,NA,-1.0495335487153,-1.20286077076577,NA,NA,5.8180818212204,0.453742013980255,309.113461432343,-68.0939574861795,NA,NA,NA,NA,1e+10,24352910000,NA,NA,0.0382002827199643,0.000180300017473687,NA,NA,0.63053,0,0.410628545007558
0.3,"indep",6,14,NA,-0.99100737114389,-1.18300599842257,NA,NA,5.33724811501216,0.44733493218296,281.699037010234,-68.0083613960141,NA,NA,NA,NA,1e+10,23546735000,NA,NA,0.0350409545710815,0.000202255268057878,NA,NA,0.58507,0,0.424687329262422
0.4,"indep",6,14,NA,-0.922142343170804,-1.15064800936555,NA,NA,4.78048556857629,0.438329971569223,256.114212223832,-67.3473478205779,NA,NA,NA,NA,1e+10,22478440000,NA,NA,0.0314197342022587,0.000228035316505409,NA,NA,0.52536,0,0.444870729463433
0.5,"indep",6,14,-2.56198198970163,-0.844463365301465,-1.09959203423189,1.71751862440016,1.46238995546974,4.22006019350326,0.42680430566708,232.820605013675,-66.3395163288802,1.84632305065598,1.68444100174327,0.522017909127759,0.327707557946715,1e+10,21223615000,0.00290825632039045,0.0026434146366698,0.0280091156945981,0.000256583736268547,0.00214413733259186,0.00201477441912692,0.45726,0,0.471173266194284
0.6,"indep",6,14,-1.39883117989595,-0.773491545503301,-1.03967288911002,0.625339634392648,0.359158290785929,3.71595058108716,0.413989141332092,210.094541401792,-65.4527771224723,0.915233935269703,0.930207537848754,0.75526138805505,0.671522070764234,1e+10,19980970000,0.00270664598980711,0.00271348253839574,0.0249792404765083,0.000281684891977242,0.00174127242369796,0.00190217328242652,0.39037,0,0.500476203107257
0.7,"indep",6,14,-1.03592568620658,-0.687555745818022,-0.951780470549996,0.348369940388558,0.0841452156565841,3.16639225572339,0.397461501444582,189.676942661494,-63.6382913847768,0.740388633267912,0.87049493747195,0.815942987289692,0.744250973477334,1e+10,18621720000,0.00250433459974746,0.00273986956939862,0.0219321643860163,0.000311316445899332,0.0014855116855087,0.00167238660796575,0.31945,0,0.537007322631851
0.8,"indep",6,14,-0.802343654837751,-0.610896317022849,-0.861041718344923,0.191447337814902,-0.058698063507172,2.73964595089986,0.380042304886697,166.79097312886,-62.9908907325949,0.672434621996462,0.883605156112417,0.85329273037039,0.779107360852126,1e+10,17377545000,0.00236098636799562,0.00278804659654888,0.0196390765069812,0.000334557244284418,0.00129589975144791,0.00151944800142168,0.25457,0,0.575455278636885
0.9,"indep",6,14,-0.625964991095738,-0.529718336985853,-0.753013801747066,0.0962466541098851,-0.127048810651328,2.29575793202094,0.361296854290183,149.685262890454,-60.7055697002312,0.63164386670222,0.880374764547046,0.877744777621752,0.804090914739471,1e+10,16217190000,0.00220066574852622,0.00275486100379402,0.01724832101156,0.000352781461403055,0.00115477703351579,0.00139913675914814,0.19529,0,0.616629638056901
1,"indep",6,14,-0.482540448021794,-0.44049231164369,-0.629628518757893,0.042048136378104,-0.147088070736099,1.87380617775108,0.340186572803924,133.149939556143,-57.6719941321581,0.602237891971311,0.856764693136825,0.891324457559045,0.823187082118476,1e+10,15150210000,0.00205578646623813,0.00266911588926483,0.0150110337970992,0.000369494868012127,0.00106500670511043,0.00130549373163847,0.14599,0,0.660056857297688
1.2,"indep",6,14,-0.254619790305178,-0.280374230364401,-0.398026003602027,-0.0257544400592226,-0.143406213296849,1.24150999340606,0.299049669797759,104.480826642723,-50.7455243918612,0.553758034289881,0.782662077906667,0.911917936769893,0.85821225555232,1e+10,13538595000,0.00181673351378615,0.0024331060523251,0.0113932268782332,0.000382978283315056,0.00093080920656209,0.00114566001167691,0.07291,0,0.738629082264445
1.4,"indep",6,14,-0.0748580413796963,-0.116128519560749,-0.171679819090769,-0.0412704781810527,-0.0968217777110723,0.762792199785565,0.256526590525454,76.2994655964001,-40.7105882393425,0.503197346431815,0.671048503250754,0.922734548458718,0.888635307481799,1e+10,12435650000,0.0016116056678423,0.00209984772408956,0.00824438244780234,0.000378442143791998,0.000858054524725742,0.001010925997143,0.03165,0,0.80413971123343
1.6,"indep",6,14,0.0746203431648513,0.0381878288479608,0.0238049984827378,-0.0364325143168905,-0.0508153446821136,0.445325100014662,0.216325373712003,53.5698272724618,-25.4004540177295,0.446889331554779,0.548957704436408,0.927492080199994,0.911915630092204,1e+10,11763050000,0.00141699749139863,0.00172851193157127,0.00555416564264316,0.000355378722525772,0.000825016742612624,0.000901657687981079,0.01197,0,0.850119654341349
1.8,"indep",6,14,0.203049913633128,0.18106235326582,0.187917003282028,-0.0219875603673082,-0.0151329103510996,0.261761467065503,0.180172280870384,33.6044313997989,-8.03911893697936,0.395288719389375,0.447739124596571,0.930769694049627,0.929765919858669,1e+10,11372565000,0.00125043669581184,0.00141507357106272,0.00357808322001214,0.00031796417530685,0.000804242935981534,0.000809615424327555,0.00376,0,0.879309109246683
2,"indep",6,14,0.315889117091827,0.302817794012163,0.316737404805859,-0.0130713230796634,0.000848287714032836,0.165828287881768,0.150774070747841,25.185397996405,13.8208220998083,0.350143122632186,0.366146994050226,0.935551039612385,0.942828826844724,1e+10,11176555000,0.00110707593908518,0.0011578611415122,0.00215294613990099,0.000275360775570237,0.000776916192139915,0.000734577209752481,0.00107,0,0.894730084538572
2.5,"indep",6,14,0.55029722493605,0.554775877581011,0.563228196825728,0.00447865264496017,0.0129309718896771,0.0833079991351296,0.100254031685564,14.0101274232189,37.2014097784607,0.282442842173886,0.270700095616298,0.9379987599752,0.954709094181884,1e+10,11020275000,0.000893063790860162,0.000855055921289888,0.000375141031109346,0.000170424098186088,0.00076261556124417,0.000657575124821343,2e-05,0,0.90741837204607
3,"indep",6,14,0.738633069662809,0.752063049900273,0.751381316133535,0.0134299802374639,0.0127482464707259,0.0613076267515439,0.0740122707947873,8.02376477870794,30.4092908941839,0.248028262794751,0.238570289352206,0.94113,0.96153,1e+10,11001475000,0.000783187513680376,0.000753351396838448,7.5791380626421e-05,9.50538725152213e-05,0.000744340802992823,0.000608194533845874,0,0,0.908969024608064
4,"indep",6,14,1.03222437854685,1.05232611273728,1.04271382200665,0.0201017341904313,0.0104894434597982,0.0450263396375508,0.0538218222447191,1.03326906981465,20.7691918208571,0.215840920269203,0.211365648139414,0.94059,0.96352,1e+10,1.1e+10,0.000679585792832983,0.000667576620679924,3.02964579389563e-05,3.59175543263716e-05,0.000747532286259262,0.000592867688443214,0,0,0.909090909090909
5,"indep",6,14,1.25807959664605,1.28100806603744,1.26788200742192,0.0229284693913858,0.00980241077587185,0.0384299258469,0.0465408154837139,-0.679715916665158,20.2824859388954,0.199972617325722,0.19694828804477,0.94156,0.96511,1e+10,1.1e+10,0.000628201620570531,0.000622036396330835,1.72539746076193e-05,2.21604913583817e-05,0.000741786804951396,0.000580281723820421,0,0,0.909090909090909
0.2,"indep",12,28,NA,-1.37784356720581,-1.55471123291912,NA,NA,5.55763603900583,0.429824333048376,300.337516826069,-69.0381297090499,NA,NA,NA,NA,1e+10,22276215000,NA,NA,0.0361396465806453,0.000181564369256523,NA,NA,0.60082,0,0.448909296305499
0.3,"indep",12,28,NA,-1.27027455277664,-1.50155766043752,NA,NA,4.73072072409224,0.417094237345162,266.316315584079,-67.7029287530075,NA,NA,NA,NA,1e+10,20863420000,NA,NA,0.0310419319661994,0.00021902911442976,NA,NA,0.51627,0,0.479307802843446
0.4,"indep",12,28,-1.94424625400898,-1.16538443593236,-1.42498671032092,0.778861818076616,0.519259543688059,3.91012125850052,0.400769229738759,230.134645391994,-66.1627354250988,1.01823860833579,0.980979439460532,0.726659885174394,0.616110067067809,1e+10,19281255000,0.00272341105793504,0.00263191396877692,0.0261673503919458,0.000254992420293392,0.00185054452348723,0.00201936476223497,0.41999,0,0.518638439250972
0.5,"indep",12,28,-1.36303435330244,-1.05031622568718,-1.30940773219989,0.312718127615262,0.0536266211025551,3.15160480309382,0.378605913427308,196.986879896487,-64.3226241980732,0.71104965009085,0.857111959632339,0.832282600745996,0.751012945220508,1e+10,17499290000,0.00244235805916508,0.0027051292290352,0.02187109210641,0.000293707549629108,0.0014289188269425,0.00165384645411437,0.31635,0,0.571451756042674
0.6,"indep",12,28,-1.058151567492,-0.9396572105617,-1.17301509782266,0.118494356930297,-0.114863530330659,2.55455758676274,0.354324144794624,172.134259999577,-62.2542316355213,0.629731277957507,0.86778535610257,0.877181399202527,0.793394956242556,1e+10,15903480000,0.00222534746208959,0.00272004630901381,0.0186612792255417,0.000325083595641877,0.0011809850556277,0.00145674253019468,0.22756,0,0.628793194948527
0.7,"indep",12,28,-0.842414379200356,-0.818844838651915,-1.0057052963763,0.023569540548441,-0.163290917175944,1.91545948039754,0.326002928457733,140.912426575029,-58.9977457789826,0.588852819481939,0.852482564480619,0.900599677187526,0.825422071419315,1e+10,14455410000,0.00201957980920338,0.00264588283906769,0.015309186098193,0.000348228519562791,0.00102697450859507,0.00130296448926763,0.15121,0,0.691782522944697
0.8,"indep",12,28,-0.672621910644767,-0.700240199517387,-0.835394353645918,-0.0276182888726202,-0.162772443001151,1.43164679763887,0.296017614338169,117.51796473641,-55.0244172632809,0.55821559272603,0.807850567334329,0.913152926368785,0.847736080288828,1e+10,13301265000,0.00185256213518349,0.00250226683685245,0.0126519134057764,0.000363263291420221,0.00093572875542053,0.00119379418769183,0.09427,0,0.751808192679418
0.9,"indep",12,28,-0.531415775693636,-0.582165450920718,-0.667003837716853,-0.0507496752270818,-0.135588062023217,1.02738897745778,0.265292558895097,94.933926532556,-49.6641278814814,0.523267357550282,0.737996114774279,0.923360790077506,0.869899442758504,1e+10,12391520000,0.00169351924178693,0.00229403444928966,0.0102333887690777,0.000367060423216734,0.00086502297182574,0.00109393249166036,0.05427,0,0.807003499167172
1,"indep",12,28,-0.409949443099545,-0.464276639964677,-0.505823310615237,-0.0543271968651322,-0.0958738675156926,0.705439498778758,0.234271818359773,76.3858928107451,-41.4234049648177,0.481921070748075,0.647027986250259,0.928032680612864,0.889486844406944,1e+10,11711455000,0.00153605148329323,0.00202350564885241,0.00795885112054653,0.000360565880000103,0.000828999269061537,0.00100573046068299,0.02817,0,0.853864869907283
1.2,"indep",12,28,-0.207397101698341,-0.252671170885827,-0.245461208733217,-0.0452740691874859,-0.0380641070348751,0.312226862888249,0.178482244702197,47.8506781959598,-15.4822212251419,0.396318955321796,0.468418426078093,0.937330715400493,0.922589739717062,1e+10,10960995000,0.00124935883029068,0.00147637774751711,0.0043466121575131,0.00032237976357751,0.000769070883165366,0.000848000582562678,0.00685,0,0.912325933913846
1.4,"indep",12,28,-0.0414320722515917,-0.0717237403647042,-0.0506039788024524,-0.0302916681131125,-0.0091719065508607,0.148956992839097,0.132522501196626,29.2676061424301,15.0054533404813,0.327166890567547,0.342057020861073,0.942765897805542,0.941934967163223,1e+10,10647765000,0.00103073100783352,0.00108129575441265,0.00202590869713278,0.000262993940400365,0.000734975243560084,0.00073996493285729,0.00112,0,0.939164228361539
1.6,"indep",12,28,0.0996205513262785,0.0829961484495939,0.101825404832463,-0.0166244028766845,0.00220485350618464,0.0888077119259129,0.0981036834782278,20.4411229628706,33.0483304734722,0.278654768721937,0.271911686246576,0.944104410441044,0.95002500250025,1e+10,10539440000,0.000879662555920194,0.000859836281258842,0.000933759222844401,0.000198461227597404,0.000726474709001221,0.000689073619790983,1e-04,0,0.948817014945766
1.8,"indep",12,28,0.22249551249365,0.214152569005928,0.226777303064582,-0.00834294348772219,0.00428179057093195,0.0632524404855378,0.0745034606251576,17.1053412745133,37.9354395762199,0.244645851397577,0.232670533091088,0.945797831913276,0.954458178327133,1e+10,10509250000,0.000773207456953587,0.000735647907740123,0.000277821121310508,0.000140908956140672,0.000716005193522859,0.000659314059699177,4e-05,0,0.951542688583867
2,"indep",12,28,0.331466700981724,0.327039381988218,0.334080577095946,-0.00442731899350601,0.00261387611422204,0.0508069674290859,0.0591132718403153,13.1050308131304,31.5962902587298,0.222230289864807,0.211958837983824,0.94718,0.95852,1e+10,10501445000,0.000702617920721272,0.000670225080497372,9.27579486667331e-05,9.74454237225383e-05,0.000707319217892459,0.000630550629212278,0,0,0.952249904655978
2.5,"indep",12,28,0.560101460630239,0.562683441269597,0.561083439558808,0.00258198063935877,0.000981978928569216,0.0352306817730833,0.0394522391902748,5.88180688682218,18.5692175389261,0.187364034461696,0.182412238677048,0.94626,0.96188,1e+10,1.05e+10,0.000592443801346585,0.0005768326730733,3.3311956863007e-05,4.07030843154116e-05,0.000713105969684731,0.000605531713455208,0,0,0.952380952380952
3,"indep",12,28,0.745380810400251,0.751289920550913,0.745689067647349,0.00590911015066242,0.000308257247098376,0.0278779704414256,0.0310502054457319,4.18382817125507,16.0389087734063,0.166353397235885,0.163579554335115,0.94726,0.96308,1e+10,1.05e+10,0.000525726274569413,0.00051728563829258,1.92612163135317e-05,2.15345341821429e-05,0.000706813217193906,0.000596296181440062,0,0,0.952380952380952
4,"indep",12,28,1.03598662353616,1.04570182344226,1.03659234992899,0.00971519990610759,0.000605726392839623,0.0211251226197714,0.0238409049850526,0.105356265777368,12.9746004405942,0.146768654534071,0.145268872368081,0.94486,0.96144,1e+10,1.05e+10,0.000463107625862488,0.000459378813219817,9.19313357303765e-06,1.01395704358646e-05,0.000721800390689836,0.000608877051628652,0,0,0.952380952380952
5,"indep",12,28,1.2604776827778,1.27157701752856,1.26098198095238,0.0110993347507635,0.000504298174578865,0.018172027032188,0.0207814540558902,-0.549324257021855,13.7313765337872,0.136279423517443,0.135175712907564,0.94556,0.96381,1e+10,1.05e+10,0.000429523812297322,0.000427462299711179,5.43367059877388e-06,6.56867083442986e-06,0.000717469765216626,0.000590595325921227,0,0,0.952380952380952
0.2,"indep",60,140,-2.40823963982765,-1.93213947359882,-2.1903645156816,0.476100166228824,0.217875124146051,3.59136983842067,0.380140188718022,220.306860917591,-66.0960814299104,0.798907615383632,0.866892662130074,0.797568,0.699056,1e+10,18313080000,0.00256620683516312,0.00265337588429701,0.0243116862546317,0.000259277461972221,0.00160725000109379,0.00183467363359918,0.375,0,0.546057790388072
0.3,"indep",60,140,-1.70418293557038,-1.66774318793652,-1.85855251385841,0.0364397476338663,-0.154369578288031,2.05241148266257,0.323398807409077,155.628076521622,-59.7206428702484,0.583948430030601,0.844675005237711,0.901383122525828,0.821907888384667,1e+10,14731795000,0.00202473365182738,0.00262612412939763,0.0160501589243666,0.000327578225485133,0.0010357819846281,0.00132914369163895,0.17144,0,0.678803906788005
0.4,"indep",60,140,-1.3434239967258,-1.40495513240472,-1.47876812332318,-0.0615311356789194,-0.135344126597378,1.01531729600039,0.256179505926491,100.605622565498,-49.3842471931202,0.510438657396689,0.724841483806412,0.930715935334873,0.873731381231858,1e+10,12353570000,0.0016492826613515,0.00225184860695479,0.0101639578353151,0.00035188596398791,0.000826519413976873,0.00108109656401876,0.05606,0,0.809482603004637
0.5,"indep",60,140,-1.08976250011841,-1.15103874097861,-1.14423566008694,-0.0612762408602037,-0.0544731599685342,0.407108339918561,0.188070783364892,59.5482921567324,-26.2938894927827,0.413567410002943,0.517745557901909,0.941843626899981,0.914421119786129,1e+10,11126270000,0.00130154037240041,0.00162817624515311,0.00543621508149816,0.000326637391464945,0.000744761653814087,0.000890196070145766,0.01249,0,0.898773802900703
0.6,"indep",60,140,-0.891612283389109,-0.936589165065441,-0.904419740880917,-0.0449768816763324,-0.0128074574918088,0.163839001337665,0.131077767495776,33.3125454636871,6.65537934124345,0.328716450607621,0.354566060906584,0.947159603246168,0.936639615269011,1e+10,10636025000,0.00103070118315726,0.00112051022361497,0.00238508585559712,0.000267308434198121,0.000708121190139905,0.000771095442420594,0.0019,0,0.940200873916712
0.7,"indep",60,140,-0.728154080870475,-0.756604359721806,-0.725728958403357,-0.0284502788513311,0.00242512246711768,0.0847760083521662,0.0883216918881134,24.1415227086869,29.3336349790255,0.266116764344206,0.261844118525017,0.950533074630448,0.946842557958114,1e+10,10427960000,0.000836774860884506,0.000827992432082746,0.00116821669176285,0.000192951979039723,0.000685758939996906,0.000709498244015199,0.00014,0,0.958960333564762
0.8,"indep",60,140,-0.588673164605307,-0.608184864929279,-0.584553473515283,-0.0195117003239724,0.00411969109002353,0.0522247956620415,0.0606409749293379,20.2590105613146,39.6391034570606,0.220859271804649,0.208549872640453,0.953389067781356,0.952219044380888,1e+10,10292320000,0.000695697947959109,0.000659367213992286,0.000303684924148681,0.000126204879896978,0.000666627647200394,0.000674528323172232,2e-05,0,0.971598240241267
0.9,"indep",60,140,-0.466851680175666,-0.481857305240401,-0.464768841326785,-0.0150056250647357,0.00208283884888055,0.03872707896941,0.0437764412335879,14.7241039183368,29.6822049817928,0.193590406267856,0.183740869392689,0.9553,0.95489,1e+10,10169910000,0.000610347844592421,0.00058100521886275,7.87336845878337e-05,7.99430115725871e-05,0.00065346698462891,0.00065631614257155,0,0,0.983292870831699
1,"indep",60,140,-0.358622366069503,-0.370762674796546,-0.358325326585025,-0.0121403087270437,0.000297039484477235,0.0305071675890718,0.0333069562718332,11.267618341151,21.4791798595979,0.172433177519308,0.165582743923436,0.95446,0.9572,1e+10,10079815000,0.000543931148901328,0.000523620387600304,3.86257552760046e-05,4.93674390298645e-05,0.000659288316292652,0.000640063746825267,0,0,0.992081699912151
1.2,"indep",60,140,-0.17258833862568,-0.179205880713458,-0.172221262131693,-0.00661754208777865,0.000367076493986929,0.0209138737214754,0.0219410489138375,6.4399953524561,11.6677462778578,0.14347019601022,0.140172924685758,0.95265,0.95813,1e+10,10008295000,0.00045321198882018,0.00044326640471518,1.93474379152218e-05,2.20327024197847e-05,0.00067162472780564,0.000633379057910821,0,0,0.999171187499969
1.4,"indep",60,140,-0.0162124050415837,-0.0200537359040521,-0.0159131716934063,-0.0038413308624684,0.000299233348177403,0.0156472697776592,0.0161674054850597,4.43769853620068,7.9093441957498,0.124290697153348,0.122402352581168,0.95106,0.95562,1e+10,10001555000,0.000392855901213528,0.000387071003832241,1.1739413118084e-05,1.26597644874508e-05,0.000682238055227059,0.00065123279708565,0,0,0.999844524176491
1.6,"indep",60,140,0.118757981051209,0.116362604238855,0.118791346011157,-0.00239537681235406,3.33649599480318e-05,0.0123925077047239,0.0127145804215255,2.53090142539809,5.19560874412814,0.111152719047397,0.109938563881445,0.94967,0.95343,1e+10,10001385000,0.000351415887726816,0.000347657986837205,7.85472904318619e-06,8.27496988554872e-06,0.000691352956889605,0.000666342517778957,0,0,0.999861519179594
1.8,"indep",60,140,0.237525198337027,0.235952147665808,0.237259201006944,-0.00157305067121913,-0.000265997330083229,0.0102332207634047,0.0104619536883225,2.3147331465063,4.60167180598232,0.100843022500746,0.100008392910686,0.95064,0.95401,1e+10,10001455000,0.000318856431142536,0.000316254769372379,5.56491682695817e-06,5.78511909977125e-06,0.000685007959077849,0.000662381460338376,0,0,0.99985452116717
2,"indep",60,140,0.343588506786721,0.342754113493005,0.34328564405308,-0.000834393293715763,-0.000302862733641107,0.00872062098445819,0.00889922240244902,1.8562248883363,3.94227658450221,0.0931315382675261,0.0925294696268245,0.95026,0.9533,1e+10,10001565000,0.000294497435245987,0.000292603770320076,4.14145470332289e-06,4.27260536659887e-06,0.000687502235632729,0.000667226423337685,0,0,0.999843524488418
