"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe"
0.4,"indep",3,7,NA,-0.597550830215519,-0.973619621263397,NA,NA,5.17757438401078,0.428518734828151,246.162615558988,-71.3500656751101,NA,NA,NA,NA,415531119,409600000,NA,NA,0.111665099810537,0.00135951489099384,NA,NA
0.5,"indep",3,7,NA,-0.554520576966778,-0.908530548513279,NA,NA,4.90399078461825,0.422265577037034,230.705090124254,-71.5241357817369,NA,NA,NA,NA,463714336,4.57e+08,NA,NA,0.102936279556716,0.00137346857341363,NA,NA
0.6,"indep",3,7,NA,-0.491324416701467,-0.809819158412264,NA,NA,4.42492804006821,0.413803763519395,206.29042719856,-71.3567926174063,NA,NA,NA,NA,502371719,495100000,NA,NA,0.0950570926137385,0.00137467488748779,NA,NA
0.7,"indep",3,7,-2.48777198714249,-0.452716692302893,-0.750104503080064,2.0350552948396,1.73766748406243,4.28777378537512,0.409679620882321,230.13922033573,-68.4565190713077,2.15362975211132,2.07798649547176,0.469230769230769,0.277289377289377,554110650,5.46e+08,0.00953845156590985,0.0154230778364648,0.0896307591115962,0.00134792414213613,0.0067538247804074,0.00605832425439581
0.8,"indep",3,7,-1.25109907344903,-0.39398972644372,-0.663805304788271,0.857109347005311,0.58729376866076,3.84124491646041,0.4000262378062,193.179285904672,-69.4683860847843,1.11644034991487,1.28642763923871,0.682317176152677,0.603276473568654,601057032,592100000,0.0092980183717235,0.0148755087369825,0.0814590585846413,0.00137211218092053,0.00605051704462506,0.00635776749869869
0.9,"indep",3,7,-0.895165958618435,-0.333173967788337,-0.566274866713044,0.561991990830098,0.328891091905391,3.36353386455975,0.393681269043237,183.211624433961,-66.8517945100126,0.888438236504036,1.13825506033377,0.760565568676196,0.695618396519577,653302785,643600000,0.00857788035830364,0.0135842087583287,0.0736410042374314,0.0013250318158465,0.0053192893412355,0.00573570375248056
1,"indep",3,7,-0.669887172742499,-0.286503809318761,-0.498104634472937,0.383383363423738,0.171782538269562,3.10560598418662,0.385011525313919,170.664087575156,-66.4449406216919,0.784758597421746,1.08477854060124,0.802271403610949,0.732236458940012,697220323,686800000,0.00826303465990398,0.0129253620258783,0.068742681032101,0.00131710359912348,0.00480596113775791,0.00534301326865489
1.2,"indep",3,7,-0.365004386932052,-0.168646475996825,-0.324989566154446,0.196357910935227,0.0400148207776057,2.40559086907671,0.367250698424351,151.408777167897,-61.6185569242873,0.679086824992336,0.978939475597488,0.85138960370561,0.788600102933608,789165790,777200000,0.00737441492298567,0.0110956888487529,0.0560987754109599,0.00130391372887182,0.00403480333888543,0.00463142253550203
1.4,"indep",3,7,-0.14926719864041,-0.0560917586131537,-0.170079523040719,0.0931754400272568,-0.020812324400309,1.93583706656163,0.347743144506203,129.885417259662,-58.7046455226812,0.63619294761769,0.917835557530875,0.878389482333607,0.813827914074422,865103440,851900000,0.00681885673912548,0.00994224314991182,0.0483815838403454,0.00129529880997524,0.00354107253542968,0.00421724919715475
1.6,"indep",3,7,0.0205252699151788,0.0505816444440655,-0.0280867964622978,0.0300563745288867,-0.0486120663774766,1.48654495284473,0.326522142599888,100.820418109872,-55.8894515274779,0.6097879071558,0.861694576836591,0.896000881348463,0.837501377106974,921649752,907700000,0.0063929802744678,0.00903054419053858,0.0400394816752258,0.0012811545493858,0.00320403963738486,0.00387209888416409
1.8,"indep",3,7,0.161731404866309,0.173374651189874,0.129182620498732,0.0116432463235646,-0.0325487843675777,1.07284148800054,0.301685351294786,81.3520977139168,-49.0033971292113,0.573536957680852,0.769789624432733,0.902224576271186,0.857203389830508,958160320,9.44e+08,0.00590213183082279,0.00791626804555621,0.0320246145719325,0.00127324400493436,0.00305693484742216,0.0036009317634467
2,"indep",3,7,0.283197737460401,0.283734169692597,0.263922491016437,0.000536432232195794,-0.019275246443964,0.811429217322299,0.278542349364855,68.30945265122,-42.2237832198216,0.542599342009595,0.694570024769021,0.910960312564261,0.873946123791898,986666604,972600000,0.00550217305227144,0.00704050699405834,0.0263890102479149,0.00123996948004282,0.00288784852140325,0.00336552871307148
2.5,"indep",3,7,0.530092455767112,0.542723027470608,0.561060077796057,0.0126305717034959,0.0309676220289449,0.327302494902224,0.220219963069245,27.9467184600088,-13.9132085671653,0.450697057760171,0.506699950766722,0.923409387878179,0.913559151673535,1007793900,994900000,0.0045169598036427,0.00507072860146801,0.011713621350683,0.00109465234928828,0.00266621518506464,0.00281733266758503
3,"indep",3,7,0.724858093778693,0.749389958853387,0.774905136346099,0.024531865074694,0.0500470425674053,0.186738112579912,0.176593664667733,10.6977825304811,4.68418480605521,0.40378459330672,0.413738629058948,0.919443610527369,0.920344240968678,1010418598,999300000,0.00403200001960684,0.00410864934864969,0.00598151356780115,0.000902040958029388,0.00272247940022247,0.00270854338224885
4,"indep",3,7,1.02461388154167,1.07739146440546,1.09302131623054,0.0527775828637933,0.0684074346888683,0.104220009121807,0.120961803829645,-0.652957323680636,15.3060490833693,0.338380676302473,0.331019758600766,0.9211,0.9295,1008490824,1e+09,0.00334256161588879,0.00323890404246242,0.000431881384969372,0.000491122877565429,0.00269582621843471,0.00255987792677698
5,"indep",3,7,1.25324864119018,1.30917805668983,1.3161741948995,0.0559294154996435,0.0629255537093156,0.0867940682155743,0.099250491981306,-3.61928262953654,10.2129882052609,0.310579752006688,0.306600674451294,0.9294,0.9376,1007928222,1e+09,0.0030551762132502,0.00300088909491378,0.000200956533532051,0.000292890204988689,0.00256155499648163,0.00241880631717382
0.2,"indep",6,14,NA,-1.04924686634041,-1.47907065230803,NA,NA,5.73096077954424,0.405173468263778,308.084105383005,-71.1488424573545,NA,NA,NA,NA,378816003,372500000,NA,NA,0.119069513304561,0.00111829222536,NA,NA
0.3,"indep",6,14,NA,-0.976773923413308,-1.36420825934002,NA,NA,5.11717027787762,0.396858683667395,272.578935146484,-71.10489240437,NA,NA,NA,NA,430794575,423400000,NA,NA,0.107670886180907,0.00114470608258224,NA,NA
0.4,"indep",6,14,NA,-0.913890974298201,-1.26037467415847,NA,NA,4.68529220226974,0.390659904407164,284.715628421643,-67.9223911476998,NA,NA,NA,NA,480574696,472300000,NA,NA,0.0980203510130163,0.00113249667080328,NA,NA
0.5,"indep",6,14,-2.56198198970163,-0.847424547478043,-1.16343057756989,1.71455744222359,1.39855141213174,4.24092976044143,0.380823275033504,237.119688152687,-69.7276231928876,1.84281078408308,1.79268033460109,0.526997041420118,0.328402366863905,550503400,540800000,0.00918587584327531,0.0152517662309166,0.0890617971201357,0.00117450235589612,0.00678918551046028,0.00638615383894535
0.6,"indep",6,14,-1.39883117989595,-0.767515264349574,-1.04189151562263,0.631315915546374,0.35693966427332,3.68563567120442,0.369238664136947,206.062438991984,-69.3376947160473,0.922369452888055,1.15386992615558,0.746253746253746,0.664335664335664,611761931,600600000,0.00867783669423045,0.0141598456701084,0.0790063141945367,0.00119575747419881,0.00561500849707671,0.00609331626195111
0.7,"indep",6,14,-1.03592568620658,-0.700112064095419,-0.93750317217756,0.335813622111161,0.0984225140290206,3.24877870050132,0.359865323282923,188.781290483935,-68.0118647533534,0.73886500589289,1.06513744672434,0.822620973672599,0.746286218561553,692621357,679900000,0.00798231632759334,0.0128633183388224,0.0702455056268122,0.0011585978419337,0.00463263945688445,0.00527718378570815
0.8,"indep",6,14,-0.802343654837751,-0.592296286511113,-0.775565746192481,0.210047368326638,0.0267779086452706,2.53682607113452,0.344225607753466,170.814438949864,-63.2527961232122,0.655872768063817,0.968158480943677,0.851866774106903,0.789417136717701,759082004,744600000,0.00720093635194488,0.0112162562384671,0.0591032830218428,0.00117447284308976,0.00411671274630171,0.00472501587759559
0.9,"indep",6,14,-0.625964991095738,-0.527711330122821,-0.689043753846045,0.0982536609729165,-0.0630787627503069,2.32422398215167,0.331966868545481,152.382969212127,-63.9523623338583,0.633349095739463,0.961652822536752,0.874705078852602,0.803303116850863,821353614,805300000,0.00697270684402151,0.0106937522138479,0.055239082439063,0.00118662680870116,0.00368908539270286,0.00442955007413297
1,"indep",6,14,-0.482540448021794,-0.440587186347115,-0.564515733724848,0.0419532616746783,-0.0819752857030545,1.82983836566012,0.316941306885008,127.246936326702,-60.6391786637306,0.602199523753976,0.90102467332532,0.892810918931639,0.829274032239087,867263790,849900000,0.00651666753663646,0.00973359857496242,0.0468332673451452,0.001185678551782,0.00335560710851603,0.00408145403675277
1.2,"indep",6,14,-0.254619790305178,-0.279258457896343,-0.3491510875356,-0.0246386675911649,-0.0945312972304219,1.25300742287812,0.284212897711715,107.600734392058,-52.9110480821262,0.553057052486671,0.782583592528308,0.913423180592992,0.857897574123989,947587815,927500000,0.00573726604111617,0.00806687671995354,0.0364460296620125,0.00118248792000368,0.00291997994580815,0.00362544655022456
1.4,"indep",6,14,-0.0748580413796963,-0.113781453151222,-0.141425213531095,-0.038923411771526,-0.0665671721513991,0.755032071334477,0.248740973706039,79.2287996085703,-40.9541027151273,0.49929686745807,0.652422273595007,0.924269036057444,0.889244756689741,990288956,967900000,0.00505990493272748,0.00659725934156481,0.0256944762721259,0.0011580303085861,0.00268918511958285,0.0031899036047664
1.6,"indep",6,14,0.0746203431648513,0.0449735587197771,0.0455979327653331,-0.0296467844450743,-0.0290224103995182,0.41747698392324,0.212010279028568,55.11632221436,-21.2261848653233,0.435874679280642,0.519570090183895,0.928260649600324,0.915106748962865,1012657642,988300000,0.00437453908532934,0.00521846916168424,0.0164731112803323,0.00108418924007425,0.00259578843052172,0.0028036775506289
1.8,"indep",6,14,0.203049913633128,0.188326742056122,0.20103698557666,-0.0147231715770055,-0.00201292805646827,0.246862135257651,0.177293000462262,35.9424085853359,-2.36802625479204,0.386609145907192,0.42612088516893,0.929474317817014,0.928270465489567,1023195638,996800000,0.00386967718508736,0.00426820967331385,0.0106004062308271,0.000978874553292848,0.00256441512891574,0.00258453404909628
2,"indep",6,14,0.315889117091827,0.299074536282997,0.314835653469009,-0.01681458080883,-0.00105346362281761,0.163184339309564,0.151354104814178,25.4849683869568,16.3877927146787,0.348717115000444,0.360598161559514,0.935154608225758,0.94075853097168,1026817896,999300000,0.00348450901262902,0.00360740947994187,0.00594782164033624,0.000864692699657936,0.00246339085411528,0.00236158753904272
2.5,"indep",6,14,0.55029722493605,0.556880695871426,0.565207731696194,0.00658347093537548,0.0149105067601439,0.0825379286706906,0.0996606750024553,12.6950079938843,36.0739328810641,0.282719569520283,0.271025997790985,0.93979397939794,0.953395339533953,1030333392,999900000,0.00282671175571329,0.00270642601506682,0.0006984240333248,0.000532744013216855,0.00237880041989155,0.00210801114323125
3,"indep",6,14,0.738633069662809,0.752747680914872,0.752003177739458,0.0141146112520629,0.013370108076649,0.0612385236063306,0.0738786426264562,8.94921737136087,31.4372035869721,0.246855875252172,0.237447800410424,0.938,0.9599,1031500664,1e+09,0.00246464349071534,0.00237082936884255,0.000238334710775519,0.000300101443560972,0.00241155551460048,0.00196193756271702
4,"indep",6,14,1.03222437854685,1.05106610407707,1.04146659369485,0.0188417255302182,0.00924221514799961,0.0450586680595518,0.0538428092729246,0.617817868247306,20.2331584630464,0.216282222937407,0.211808727917941,0.942,0.9646,1031794499,1e+09,0.00215470722143405,0.00211617572240735,9.6164986732351e-05,0.000113892235108563,0.00233743449106066,0.00184788636014231
5,"indep",6,14,1.25807959664605,1.27951298040825,1.26650990456019,0.0214333837621945,0.00843030791414034,0.0384906596512628,0.0465378055685422,-1.332141980443,19.296100248259,0.200608267909508,0.197680301820195,0.9404,0.966,1031800190,1e+09,0.00199469962753191,0.00197510335601617,5.42673485898808e-05,6.94486393416942e-05,0.0023674425019417,0.00181229136730273
0.2,"indep",12,28,NA,-1.37556299824586,-1.78379426855773,NA,NA,5.59298412546205,0.382381335696346,307.696890940881,-72.1265645994762,NA,NA,NA,NA,407048096,399800000,NA,NA,0.1149887544299,0.00106053152403799,NA,NA
0.3,"indep",12,28,NA,-1.26543935195163,-1.60466831410426,NA,NA,4.54084410343668,0.370687416491219,253.671326158003,-71.128383359096,NA,NA,NA,NA,495360628,486200000,NA,NA,0.0953095576350313,0.00107064937915671,NA,NA
0.4,"indep",12,28,-1.94424625400898,-1.15511235003752,-1.43152635826415,0.78913390397146,0.512719895744821,3.85021830050062,0.356509814739825,235.689999546537,-68.916884652284,1.02077757104426,1.18728248391626,0.719799238490827,0.613014884042921,589135924,577800000,0.00851898196306316,0.0140891471971113,0.0823432433541011,0.00108120704632513,0.00590815088919832,0.00640757756002536
0.5,"indep",12,28,-1.36303435330244,-1.05240924573712,-1.28046944142494,0.310625107565321,0.082564911877504,3.17954802094726,0.340648823747184,186.923829248376,-69.2596984557013,0.719691279810338,1.05584336242722,0.836531419364289,0.753039402372931,696598806,682700000,0.00785776335129847,0.0127404401997071,0.0697626324669503,0.00109515352942916,0.0044755181541369,0.00521924558844352
0.6,"indep",12,28,-1.058151567492,-0.939531439390987,-1.11182137031631,0.11862012810101,-0.053669802824309,2.51028454875652,0.323249823431077,169.338406780509,-65.3172416337684,0.62745660329106,0.966839295661544,0.873149831212672,0.788756167229291,786497739,770200000,0.00702113467992121,0.0110004531543644,0.0579359057333851,0.00110813288155188,0.0037921731136184,0.00465116392688049
0.7,"indep",12,28,-0.842414379200356,-0.819550148703598,-0.942722219955303,0.0228642304967582,-0.100307840754947,1.91176423344294,0.301817297198701,138.508255770646,-62.3458186647671,0.591709965384018,0.900843006372322,0.899988261533044,0.823336072308956,870992223,851900000,0.00640642278403723,0.00969998692406103,0.0480319207904694,0.00111413797091718,0.0032504957433092,0.00413207507334559
0.8,"indep",12,28,-0.672621910644767,-0.694449376064002,-0.770906790381406,-0.0218274654192353,-0.098284879736639,1.35495900302598,0.279008131042939,117.035750430408,-55.3088034679608,0.547318062346492,0.796174200007649,0.913738019169329,0.85094194116999,929141366,907700000,0.00574046263973661,0.0082932789057188,0.037944207066018,0.00112531270349228,0.00294679139760862,0.0037381483081609
0.9,"indep",12,28,-0.531415775693636,-0.579766615236936,-0.623334549306508,-0.0483508395432999,-0.0919187736128719,1.00254567723898,0.253871815204022,95.1905233561375,-50.5724541035217,0.51893515639855,0.722508717897524,0.925584841748703,0.874669207155711,968481694,944700000,0.00531613236022405,0.00737353527799324,0.0316627059154121,0.00112204750310439,0.00270017470146123,0.00340646439943165
1,"indep",12,28,-0.409949443099545,-0.466046431985302,-0.483186078386196,-0.0560969888857579,-0.0732366352866514,0.686616538840135,0.228191549963368,69.2485484878528,-43.7515899722807,0.483824265142906,0.641098463543131,0.92866687223764,0.889094459862267,999142741,972900000,0.00487233234386375,0.00645744256456342,0.024414230250604,0.00110352694450447,0.00260940511034804,0.00318358515542186
1.2,"indep",12,28,-0.207397101698341,-0.250013511957014,-0.235969574996747,-0.0426164102586723,-0.0285724732984054,0.305109642533751,0.175873798985408,40.0684838096428,-19.260577407012,0.399928017751027,0.467571781672576,0.933286375528275,0.920004024954719,1024329107,993800000,0.00398909478734137,0.00468175040296604,0.0130744469002319,0.00100460825607677,0.00250302527321858,0.00272131888545552
1.4,"indep",12,28,-0.0414320722515917,-0.072683581145255,-0.0502934793038296,-0.0312515088936633,-0.00886140705223785,0.146552910725572,0.132438228642765,25.3712489254287,13.2965974419074,0.329845277222046,0.341997035020042,0.940528634361233,0.938526231477773,1032947854,998800000,0.00328575105840033,0.00342104653139012,0.00601462280112275,0.000831455947586338,0.00236646834707501,0.00240341551087858
1.6,"indep",12,28,0.0996205513262785,0.0843386681682133,0.102422024512684,-0.0152818831580651,0.00280147318640599,0.0937978774829459,0.0972335450681519,13.4515119852077,17.6070610517743,0.284187275359111,0.287534694827265,0.942688537707541,0.946789357871574,1036964593,999800000,0.00283818669989148,0.00287564184879693,0.00406655120178814,0.000619537714112684,0.00232460031221674,0.00224475717088104
1.8,"indep",12,28,0.22249551249365,0.215113230353457,0.227562287166414,-0.00738228214019335,0.00506677467276348,0.063461332309342,0.0741825594388815,17.3412013162778,37.1649526493337,0.244035996498508,0.232600516094159,0.9445,0.9544,1038700404,1e+09,0.00243936508131567,0.00232556952498308,0.000783287221316951,0.000444456280336287,0.0022895359791888,0.00208616010890823
2,"indep",12,28,0.331466700981724,0.326809168222889,0.333826639976015,-0.00465753275883529,0.00235993899429077,0.0508103664565647,0.059143103525913,11.6874086623744,30.0037853241329,0.223561287744549,0.213294140389627,0.9465,0.9574,1039462785,1e+09,0.00223523942927615,0.00213291749370499,0.000258368974097775,0.000308160005460063,0.00225028331549607,0.00201953559017909
2.5,"indep",12,28,0.560101460630239,0.565576762297082,0.563916940050862,0.00547530166684362,0.00381547942062299,0.0351187386193619,0.0393117584360956,5.58691069138482,18.193514069576,0.187373995213303,0.182405416038071,0.9442,0.9606,1039868921,1e+09,0.00187303345961018,0.00182374625338092,0.000107594153671656,0.000131043718587416,0.00229535095355808,0.00194544699233878
3,"indep",12,28,0.745380810400251,0.751718190977899,0.746077670191395,0.00633738057764788,0.000696859791144311,0.0278135607143011,0.0309668690967238,1.08266349368165,12.5427139843888,0.168622538213317,0.165871615323314,0.9457,0.9624,1039892414,1e+09,0.00168511832298738,0.00165878445622899,6.02955525958493e-05,6.69415787944958e-05,0.00226608715631151,0.00190226811990318
4,"indep",12,28,1.03598662353616,1.04646812096948,1.03738274638377,0.0104814974333216,0.00139612284761381,0.0211382066906743,0.0238375318818514,0.236435357534259,13.0365152788721,0.146783184768464,0.145217721741775,0.9441,0.9606,1039895894,1e+09,0.00146415795940392,0.00145218271520854,2.91802991703648e-05,3.22817574240844e-05,0.00229728513685176,0.00194544699233878
5,"indep",12,28,1.2604776827778,1.27104825412527,1.26044394218288,0.0105705713474704,-3.37405949155656e-05,0.018173981514399,0.0207900678815667,1.01564691861507,15.5565254027843,0.13520724212328,0.134124777396259,0.9476,0.9661,1039897660,1e+09,0.00134800142625357,0.00134131479894013,1.72045437902421e-05,2.08293966566729e-05,0.00222832313635164,0.00180971793382284
0.2,"indep",60,140,-2.40823963982765,-1.9406632471352,-2.19471699245128,0.467576392692445,0.213522647376364,3.72361842324648,0.340114914529693,224.302151134464,-70.3782756776868,0.799862312240058,1.09252121026444,0.796068403388205,0.691865111075595,638322614,625700000,0.00820485824224727,0.0135464217603322,0.0784669273977036,0.00101253926320245,0.00509371187580049,0.00583711265559089
0.3,"indep",60,140,-1.70418293557038,-1.66867302765872,-1.79260547576928,0.0355099079116641,-0.0884225401988918,2.11825132303687,0.297317068044633,156.609657938647,-63.9823517160023,0.590325630838229,0.912795174191064,0.905537459283388,0.820243696465195,848185565,828900000,0.00647261267747934,0.00997932517929837,0.0522144019285707,0.00105071439419684,0.00321241726703551,0.00421757141717633
0.4,"indep",60,140,-1.3434239967258,-1.41121288824809,-1.446416414812,-0.0677888915222826,-0.102992418086194,1.0483665619997,0.246104990785109,102.693868665036,-52.4174325201143,0.515707796952282,0.726477487023194,0.933481152993348,0.874142118044557,973650370,947100000,0.00525344155335782,0.00738989650292894,0.0328627787389978,0.00107477535477285,0.00256051435578617,0.00340826468086718
0.5,"indep",60,140,-1.08976250011841,-1.14910549105585,-1.12877202305052,-0.0593429909374392,-0.0390095229321101,0.389596715605887,0.184316357970633,56.2242637311271,-26.0910419309245,0.410775769664735,0.50087868353449,0.937905186385737,0.911973257698541,1020613207,987200000,0.0040911400667684,0.00502609654841768,0.0161882644399192,0.00100300627509909,0.0024288716135858,0.00285164719206065
0.6,"indep",60,140,-0.891612283389109,-0.937166492327109,-0.902349494984867,-0.045554208938,-0.0107372115957582,0.162641897078643,0.13054049688954,35.1834059147655,8.50161794903879,0.32596243436939,0.347009018787259,0.948892674616695,0.938671209540034,1035019817,997900000,0.00323119197670207,0.00347225020526429,0.00753028154232115,0.000830757343747579,0.00220448228072072,0.00240184754355383
0.7,"indep",60,140,-0.728154080870475,-0.760056646384321,-0.728148258064909,-0.0319025655138461,5.82280556593595e-06,0.0777893573180011,0.0889041779557545,25.1780379752613,43.063922212525,0.260165537539134,0.249272463610932,0.955,0.9521,1035363112,1e+09,0.00258215028100099,0.00249284928100951,0.00125751722632117,0.000603868813433006,0.00207304124416279,0.00213554653426237
0.8,"indep",60,140,-0.588673164605307,-0.611153311642442,-0.587288261401956,-0.0224801470371353,0.00138490320335027,0.0523795099420292,0.0611473026390367,20.1452260108997,40.256304491102,0.221605936149755,0.208792691064566,0.953195319531953,0.952095209520952,1027544478,999900000,0.00220484821784461,0.00208808979986794,0.000478590557681526,0.000401331181890841,0.00211230831558158,0.00213575473724171
0.9,"indep",60,140,-0.466851680175666,-0.482190816403444,-0.465057351745527,-0.0153391362277779,0.00179432843013888,0.0386375258611871,0.0437770384205955,15.9803592473244,31.4079131527648,0.192474780939386,0.182520521516299,0.9548,0.9546,1016441729,1e+09,0.00191872180606828,0.00182520827702816,0.000186979864493827,0.000246745350752874,0.00207742532958468,0.00208179826111946
1,"indep",60,140,-0.358622366069503,-0.371046300017284,-0.358550886879274,-0.0124239339477809,7.14791902290957e-05,0.0306067924271663,0.0334568904545235,9.56644875679777,19.7692532554852,0.174204985721315,0.167127701426096,0.9519,0.956,1007745750,1e+09,0.00173770085226648,0.00167136043151642,0.000127470298365347,0.000164704359143896,0.00213977545550929,0.00205095099892708
1.2,"indep",60,140,-0.17258833862568,-0.180244386408169,-0.17323723153235,-0.00765604778248949,-0.000648892906670445,0.020955164077267,0.0219895928157517,4.60992399921389,9.77387839806689,0.144945358696794,0.141527859559894,0.9478,0.9537,1000863661,1e+09,0.00144750258044036,0.0014153344884272,6.23371965640337e-05,7.13289904345981e-05,0.00222430123859157,0.00210134028657902
1.4,"indep",60,140,-0.0162124050415837,-0.0218298876586414,-0.0176728707771602,-0.00561748261705771,-0.00146046573557651,0.0156861867412213,0.0162052480304191,5.99229704826554,9.49961844246583,0.123563041407184,0.121655324020379,0.9527,0.9558,1000149970,1e+09,0.00123441455233352,0.00121652640081597,3.64721777506612e-05,3.92378255925312e-05,0.00212279791784334,0.00205539193342778
1.6,"indep",60,140,0.118757981051209,0.117100480387041,0.119524978789953,-0.00165750066416839,0.000766997738744071,0.0123873919889455,0.0127088430127573,3.21364376229047,5.89202283420058,0.110740568474373,0.109549478400228,0.9497,0.954,1000159968,1e+09,0.00110733700348244,0.0010955227109577,2.46776938669701e-05,2.59816354744208e-05,0.0021856328602947,0.00209485083001153
1.8,"indep",60,140,0.237525198337027,0.236475727261694,0.237776799429295,-0.0010494710753331,0.000251601092267656,0.0102257966635932,0.0104532715449113,4.69570526888865,7.02468206297533,0.0996443158087325,0.0988243199884681,0.9541,0.9563,1000159968,1e+09,0.000996437713636412,0.000988289412775272,1.74039192302076e-05,1.80971623796074e-05,0.00209268225012781,0.00204426783959441
2,"indep",60,140,0.343588506786721,0.34431598015964,0.344840068075628,0.000727473372918841,0.00125156128890719,0.00869859908228729,0.00887614935583903,2.56384957103102,4.65731765429249,0.0926957798983947,0.0920970863583842,0.949,0.9533,1000119976,1e+09,0.000926975602550091,0.00092093186640198,1.30837580834462e-05,1.35057713478817e-05,0.00219997727260988,0.00210995521279481
2.5,"indep",60,140,0.567808742330832,0.566788416471802,0.566167957881432,-0.00102032585903056,-0.00164078444940008,0.00645064011887242,0.00657675771616811,0.382845974480261,2.34544861711816,0.0804886786052645,0.0801753569355394,0.9472,0.9498,1000099980,1e+09,0.000804862356069358,0.000801625741225963,7.31410049959119e-06,7.48417782802096e-06,0.00223633986683599,0.00218357413430367
3,"indep",60,140,0.750714194302349,0.7509543925246,0.749714961786624,0.000240198222251409,-0.000999232515724424,0.00522967377770794,0.00533849643667394,0.254470358110437,2.34063452462161,0.072423273448976,0.0722279475872063,0.9484,0.9513,1000139972,1e+09,0.000724264965438709,0.000722246466727144,4.67403515692274e-06,4.77567634539373e-06,0.00221218082443547,0.00215240121724552
4,"indep",60,140,1.03897616906418,1.03995876996005,1.03812505382334,0.00098260089586244,-0.0008511152408468,0.00403559087150383,0.00413367640822,-0.77174523957998,1.64000980088039,0.0638735379280199,0.0637753500715385,0.9455,0.9497,1000129974,1e+09,0.000638691730809837,0.000637728592533832,2.36066121721306e-06,2.42818617175973e-06,0.00227001651976368,0.0021856328602947
5,"indep",60,140,1.26238790477649,1.26430881682008,1.26219789527795,0.00192091204358902,-0.000190009498540977,0.00348905395422029,0.00358393222490748,-0.626410604149297,2.07586755995086,0.0593352305047021,0.0592514348105656,0.9468,0.9504,1000149970,1e+09,0.000593070940875359,0.000592540929240672,1.41233428114468e-06,1.50941358380103e-06,0.00224432083267968,0.00217117111255654
0.2,"paired",5,5,NA,-1.09875360522169,-1.56885037149208,NA,NA,6.2684989611439,0.448889093710894,293.077730759643,-71.8515856168489,NA,NA,NA,NA,131020210,129100000,NA,NA,0.208266567829617,0.00195915233926838,NA,NA
0.3,"paired",5,5,NA,-1.01890300602781,-1.43200237456478,NA,NA,5.36860303003332,0.438937012053189,238.150580419286,-72.352806761283,NA,NA,NA,NA,196662510,193700000,NA,NA,0.160352581450199,0.00177978333059876,NA,NA
0.4,"paired",5,5,NA,-0.993595875284211,-1.37846805223838,NA,NA,5.08603486580148,0.435184898756878,246.991346416759,-70.3097996879158,NA,NA,NA,NA,288462219,2.84e+08,NA,NA,0.129169341977888,0.00154712003981848,NA,NA
0.5,"paired",5,5,NA,-0.908556363128637,-1.22779932293428,NA,NA,4.34977520374266,0.426343490036335,230.542393185366,-67.6018665529299,NA,NA,NA,NA,387555247,381300000,NA,NA,0.105770654546633,0.00141042338812554,NA,NA
0.6,"paired",5,5,NA,-0.840701112856297,-1.11887774537003,NA,NA,3.81774348045243,0.414426957268261,203.324776733943,-67.0732292702323,NA,NA,NA,NA,518576913,5.1e+08,NA,NA,0.0861207923063772,0.00136103645213393,NA,NA
0.7,"paired",5,5,-1.55054639460591,-0.750127239446804,-0.979158162213847,0.800419155159105,0.571388232392062,3.19737153631933,0.398984016985685,166.980873887217,-66.684790831505,1.0601825880911,1.23446122080743,0.714101323007422,0.621974830590513,630428647,619800000,0.0088313067758058,0.0139005086120701,0.0722509124890778,0.00132959759856974,0.00573931690612766,0.00615915278825924
0.8,"paired",5,5,-1.06013176810005,-0.659323302255658,-0.837759759068168,0.400808465844387,0.222372009031877,2.61560538939939,0.385021544536353,143.40915329775,-64.1697602639879,0.787205508173694,1.06012833215896,0.822560553633218,0.736608996539792,735342862,722500000,0.00797147709611709,0.0121954753641842,0.0605665370519792,0.00129208124871459,0.00449459020059193,0.00518203154183225
0.9,"paired",5,5,-0.792372649921864,-0.553681991919501,-0.6833564927137,0.238690658002363,0.109016157208164,2.06189736846712,0.365289561612478,125.415553791548,-60.0649624542836,0.698546075883682,0.962539047993514,0.860095976375046,0.778762150855174,827743256,812700000,0.00728277505099382,0.0106090489356123,0.0502164330341001,0.00129906188821861,0.00384789693092286,0.00460433592882463
1,"paired",5,5,-0.601986402162968,-0.462698974505243,-0.555874032667335,0.139287427657725,0.0461123694956332,1.60956852610887,0.346212089129575,96.786132739427,-57.672048737092,0.652659002895448,0.905516727411216,0.891483516483517,0.809867216117216,890138037,873600000,0.00682232426403981,0.00967611847818018,0.0412582419580863,0.00129431548438047,0.00332773092017935,0.0041983544381184
1.2,"paired",5,5,-0.326963233703332,-0.259784138920244,-0.288500789017506,0.0671790947830878,0.0384624446858256,0.927992400413292,0.301587273391307,67.3313535720128,-45.6191595381762,0.579574358286765,0.745657403200485,0.915785063370692,0.854823504765895,973977249,954700000,0.00589197935337268,0.00762166904432428,0.0282644066485274,0.00124977376272968,0.00284222123412537,0.00360539556539257
