"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","Var_MC_SAFEpt","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","delta_fail_prop","safe_fail_prop","delta_cap_rate","delta_cap_n","maxVar","boot_keep","boot_tried","boot_accept_prop","SAFE_ok_rate","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe"
0.4,"indep",10,10,NA,-0.975187764640942,-1.21331801731909,NA,NA,4.56094296016163,0.430337805910157,1.28832675475975,254.020666209962,-66.5971536863403,NA,NA,NA,NA,0.50409,0,0.123348994777278,6117,20,10157976844,19947932735,0.509224538649919,1,NA,NA,0.0300483777588245,0.000224754807432955,NA,NA
0.5,"indep",10,10,-1.84443972705697,-0.891081248246635,-1.153466378734,0.953358478810334,0.690973348322968,3.9162865832331,0.417225314497535,1.20359773587755,225.381684136995,-65.3351529285376,1.16231515939315,1.08260374736224,0.685147028008661,0.574352168750437,0.42732,0,0.102168750436544,5851,20,10166434183,18755698926,0.542045072439653,1,0.00277843506488985,0.00263551446902996,0.0262413400567546,0.000253750498962904,0.00194084020218828,0.00206613329836929
0.6,"indep",10,10,-1.26286432215413,-0.815142057137966,-1.08607225894865,0.447722265016162,0.176792063205474,3.47369230217972,0.40232471095739,1.14553929589442,203.236415776335,-64.8790126712101,0.798078456847523,0.879884621355441,0.800921844307302,0.72358591248666,0.35347,0,0.0883795028846303,5714,20,10174345529,17604180198,0.577950544391491,1,0.00259829349206685,0.00272570897708245,0.0235074887677264,0.000283125258549638,0.00157040812264623,0.00175885807622057
0.7,"indep",10,10,-0.965510768280782,-0.724409125744077,-0.985527706901085,0.241101642536705,-0.0200169386203032,2.87924590432954,0.383999827595332,1.04854481951143,174.594452306876,-63.3778336939135,0.68837939425564,0.873677861509006,0.850591900311526,0.775977847005884,0.27775,0,0.0697680858428522,5039,20,10183476414,16345432062,0.623016655379495,1,0.00239920935576967,0.00276210057213489,0.0203334421742337,0.000309350022016191,0.00132648980717088,0.00155140922533396
0.8,"indep",10,10,-0.757063866314888,-0.641652410952541,-0.881319219298544,0.115411455362347,-0.124255352983656,2.44198430195445,0.364793308701416,0.954003522897525,155.972252024562,-61.7618488877844,0.639843544655867,0.88272574129857,0.878660981676057,0.80149484797726,0.21196,0,0.0573574945434242,4520,20,10192495284,15255422274,0.668122789453766,1,0.00224191972384886,0.00276364429573672,0.0179663528985658,0.000331541426437141,0.00116315282012812,0.00142089546400789
0.9,"indep",10,10,-0.593721751187363,-0.548266947947611,-0.755075548871387,0.0454548032397515,-0.161353797684024,1.99809121755836,0.343131990207225,0.833648095067487,139.680415439156,-58.839707997,0.6076412612928,0.865578432660412,0.894703776581873,0.821910338778123,0.15638,0,0.0442497807069534,3733,20,10201414901,14254147099,0.715680484433592,1,0.00208620923648935,0.00268923447665292,0.0156573199748431,0.000350691685637846,0.00105675083375818,0.00131721947173484
1,"indep",10,10,-0.458145365937078,-0.456013116710568,-0.622816930839041,0.00213224922650995,-0.164671564901964,1.58583511425825,0.319855403662521,0.723834122645723,119.088195022056,-55.8109525849098,0.581783400916147,0.835594035644187,0.906924420166562,0.840635354168532,0.10664,0,0.0328646906062506,2936,20,10210504901,13328030766,0.766092536869524,1,0.00194646943453588,0.00259057402749018,0.0133787444513114,0.000362289750952646,0.000972053507433617,0.00122457831568671
1.2,"indep",10,10,-0.2390179004715,-0.276246949257568,-0.369676374766787,-0.0372290487860681,-0.130658474295287,0.971249100157986,0.273961157594862,0.523395810363921,85.5668465291438,-47.6569830766558,0.530048764373718,0.734448260269996,0.921148457914013,0.875163967972464,0.04707,0,0.0173360057926605,1652,20,10223950386,12019982429,0.85057947849684,1,0.0017128278464665,0.00228549301811838,0.00975819802393791,0.000368752988319602,0.000873050590671491,0.00107074040799082
1.4,"indep",10,10,-0.0639166857549427,-0.103537444584409,-0.142022774307017,-0.0396207588294658,-0.0781060885520743,0.537738627104162,0.229101328285151,0.33844984740661,58.8828097352126,-32.3086330099859,0.466741770621803,0.594253371919366,0.92803720248695,0.90471441799884,0.01727,0,0.00719424460431655,707,20,10235139213,11195344348,0.914231746237307,1,0.00148351298249179,0.00186290090817635,0.00639779025919876,0.000353537299864223,0.000824365114622377,0.000936595882566459
1.6,"indep",10,10,0.0827572192387867,0.0562063614728879,0.0470648274058568,-0.0265508577658988,-0.0356923918329299,0.298038634707219,0.187419168951159,0.215641008449788,38.2105550561905,-13.0874176955077,0.406384609794509,0.471129538403904,0.933171153420857,0.9262248939464,0.00522,0,0.0027644303263033,275,20,10237605760,10711963949,0.955716972979144,1,0.00128572183696757,0.0014855682482974,0.00398908785072144,0.000317674037823565,0.000791770128324454,0.000828799772631032
1.8,"indep",10,10,0.209355167429093,0.195296509805568,0.196251327625585,-0.0140586576235245,-0.0131038398035077,0.1742803460322,0.152887744484954,0.138045909798465,26.2481056386485,10.7513759068675,0.35512983720167,0.374646608368161,0.936569144940455,0.940715738023457,0.00159,0,0.000781242175058343,78,20,10231223062,10457606463,0.978352273840007,1,0.00112303761992211,0.00118401761997824,0.00217213544602904,0.000272640603763349,0.000771375329199871,0.0007473851296288
2,"indep",10,10,0.320926943086197,0.316120750135255,0.317431375168274,-0.00480619295094187,-0.00349556791792349,0.118344741003763,0.125422366339497,0.0995525659217762,18.8766355824047,25.9860709547639,0.319477893569628,0.316452735357989,0.937778844807235,0.948232399015665,0.00034,0,0.000200068023127863,20,20,10215461264,10318357847,0.990027814064433,1,0.00101034030184091,0.00100065536540632,0.00113797519474176,0.00022487569420972,0.000763999533239348,0.000700745402929852
2.5,"indep",10,10,0.553455545741402,0.563201490978911,0.554206686219996,0.00974594523750882,0.000751140478593593,0.0704072128730126,0.0819542919416818,0.0630239668173318,11.7149815039101,30.0367083830466,0.263366064134602,0.251045614958083,0.94253,0.95751,0,0,0,0,20,10141739603,10152850924,0.998905595966771,1,0.000832270346480687,0.000793876355721291,0.000104261522417424,0.000119463021049094,0.000735983689357312,0.000637844807927446
3,"indep",10,10,0.740802270462108,0.756334548715976,0.739400676593632,0.0155322782538683,-0.00140159386847594,0.0549604279608218,0.06208499250709,0.051830192532313,6.03940536504344,19.7853788954841,0.235577876155443,0.22766562914889,0.94366,0.96155,0,0,0,0,20,10060263142,10061236678,0.999903238932633,1,0.000743345388285417,0.000719931889363938,4.75568007291263e-05,6.11080213899712e-05,0.000729148849001354,0.00060804274109638
4,"indep",10,10,1.03343137973649,1.05459683170233,1.03072678407424,0.0211654519658384,-0.00270459566224979,0.0420382958935621,0.0469265661455302,0.0420043883019499,0.080723926672599,11.718246694124,0.20903852282543,0.204966541405575,0.94241,0.96261,0,0,0,0,20,10002435283,10002438427,0.999999685676645,1,0.000657643977876489,0.000648107925441048,1.96538403480571e-05,2.43047264283722e-05,0.000736704770583169,0.000599933228784671
5,"indep",10,10,1.2588482363055,1.28195747174908,1.25536319749922,0.0231092354435876,-0.00348503880627393,0.0366472613331922,0.0411428475185707,0.037052715691973,-1.09426354103573,11.0386829958694,0.195483081611074,0.192521403122607,0.94228,0.96142,0,0,0,0,20,10000009998,10000010000,0.9999999998,1,0.000613840168391796,0.000608709419115337,1.10730109949066e-05,1.59876109432881e-05,0.000737484925947643,0.000609028600313647
0.2,"indep",20,20,NA,-1.44624994499508,-1.63399597893809,NA,NA,5.45937297444933,0.426238885891509,1.38251721664069,294.886436764585,-69.1693614545209,NA,NA,NA,NA,0.58389,0,0.155391603181851,6466,20,10150118481,21511674045,0.471842333598357,1,NA,NA,0.0352480269500818,0.000181679629465647,NA,NA
0.3,"indep",20,20,NA,-1.33370915354941,-1.57342961507124,NA,NA,4.5612194721456,0.412258628231236,1.27560369065395,257.573398820072,-67.6812922969916,NA,NA,NA,NA,0.49175,0,0.123836694540089,6294,20,10157990378,20041774282,0.506840873221646,1,NA,NA,0.0297886601919727,0.00022065407157517,NA,NA
0.4,"indep",20,20,-1.75327894865999,-1.21221854889014,-1.47455443815946,0.541060399769849,0.278724510500532,3.66712981430351,0.392277304458678,1.15568281229247,217.312827992069,-66.0566636203114,0.848292139679965,0.891416511470937,0.781962916221726,0.688137074070479,0.38194,0,0.0944406691906935,5837,20,10170170107,18253307066,0.557168630880249,1,0.00262801272880055,0.00267757952935368,0.0246441938842213,0.000262472639630741,0.00166089792449828,0.0018633911738199
0.5,"indep",20,20,-1.29513358272291,-1.08662084915986,-1.33548923439414,0.208512733563052,-0.0403556516712229,2.8566574012163,0.367383946188747,1.00305978469559,184.794330786897,-63.3736740527147,0.660821245129198,0.859211720414742,0.860332273471804,0.779080811000537,0.27349,0,0.0696067500791455,5057,20,10183318660,16453496992,0.618915156148953,1,0.00232644558130106,0.0027140810012082,0.0202262638462766,0.000298768805298819,0.00128605736569063,0.00153917207605436
0.6,"indep",20,20,-1.02011041426328,-0.960507419087622,-1.16977811874338,0.0596029951756548,-0.149667704480104,2.18724100846699,0.338310101683111,0.865510423016654,152.711111305115,-60.9120707635197,0.606252008043404,0.866029610684292,0.892843180374334,0.81283291794947,0.18148,0,0.0503591848702536,4122,20,10196572462,14843863827,0.686921719360771,1,0.00210878412206058,0.00269743237349716,0.0166914117686809,0.000330800375014042,0.00108114228318138,0.00136332917521931
0.7,"indep",20,20,-0.817377860209195,-0.833928109678545,-0.987791045317325,-0.0165502494693497,-0.17041318510813,1.60574062267457,0.307093491360143,0.712998613449182,125.209501447231,-56.9293003425973,0.569636257033399,0.830697843044246,0.914253271574403,0.842615910419571,0.11052,0,0.0337837837837838,3005,20,10209661845,13491616072,0.756741208059482,1,0.00190918754240417,0.00257104037896781,0.0135635626512122,0.00034928936223781,0.000938801872910516,0.00122103228458108
0.8,"indep",20,20,-0.654666659991881,-0.699178465746703,-0.795048831156821,-0.0445118057548216,-0.14038217116494,1.09708828712448,0.27327745774945,0.546830138422939,100.626887590448,-50.0251653031444,0.527495355815715,0.748467411105488,0.922791332828353,0.86652512989022,0.06267,0,0.0201849935454963,1892,20,10221374006,12432996545,0.822116693188545,1,0.00171681287224588,0.00232486927917063,0.0105544595925907,0.000357935832407943,0.000871843476918773,0.00111082098577905
0.9,"indep",20,20,-0.51781874475336,-0.572288140583181,-0.621349045387279,-0.054469395829821,-0.103530300633918,0.744201569994008,0.239897777029223,0.413316311246483,80.0561820920248,-41.9578249148366,0.485781492375097,0.658021511484648,0.930667466564611,0.888279771201605,0.03321,0,0.0120708737161121,1167,20,10230999857,11680535719,0.875901594167284,1,0.00155249330250194,0.0020549404108326,0.00819997861801052,0.000354623727344739,0.000816957993211741,0.00101315226441688
1,"indep",20,20,-0.399253848108886,-0.450983018414056,-0.466207714151299,-0.0517291703051708,-0.0669538660424137,0.493776063956727,0.207406825869079,0.304145913635445,62.3484129885684,-31.8068017452702,0.443032375514765,0.564560874591659,0.934719638991371,0.905245398461241,0.01609,0,0.00700267300871015,689,20,10238144559,11149677129,0.918245832641276,1,0.00140274649179162,0.00177270782543178,0.00623836415500206,0.000340370064929579,0.000787506723269563,0.000933696284274386
1.2,"indep",20,20,-0.200238783298563,-0.235624512850945,-0.217794174852772,-0.0353857295523825,-0.0175553915542093,0.200725896471675,0.150728849592357,0.148202737987367,35.4400729686822,1.7044972578071,0.354577127527549,0.389682505602774,0.941053792550258,0.933223041058806,0.00265,0,0.0012934275830952,129,20,10243156479,10559612046,0.970031515777147,1,0.00111716055336044,0.00123103931236181,0.00282474145816549,0.000284178414760837,0.000745781082316118,0.000790464279057084
1.4,"indep",20,20,-0.0362853464174178,-0.0578397453332875,-0.0380669963018673,-0.0215543989158697,-0.00178164988444952,0.105159353471095,0.108018724220282,0.0847658436524208,24.058640768441,27.431898941759,0.294588232053245,0.292493231929676,0.945155868582176,0.946296370402977,0.00044,0,0.000240105646484453,24,20,10228765765,10331425452,0.990063356941696,1,0.000929281952769343,0.000924932278321371,0.00125918491923342,0.000215719938599979,0.000720132422946904,0.000713035203969768
1.6,"indep",20,20,0.103507084692163,0.0918761543316313,0.105582468054362,-0.011630930360532,0.00207538336219894,0.0687196457209724,0.0784211926865002,0.0574877164582787,19.5379638550179,36.4138245835765,0.25202626854779,0.239860940339852,0.947878957579152,0.952539050781016,2e-05,0,5.00010000200004e-05,5,20,10189297232,10216471085,0.997340191855493,1,0.000796139830764432,0.000758482292344426,0.00051695192919456,0.000148220051116961,0.000702889944915716,0.000672378700617825
