"design","n1","n2","r","theta","lnM_true","delta_var_cap","delta_var_capped_rate","delta_var_capped_n","bias_PI","bias_BC","Var_MC_PI","Var_MC_BC","Var_delta_bar","Var_SAFE_bar","rb_delta_PI","rb_delta_BC","rb_SAFE_PI","rb_SAFE_BC","cover_PI","cover_BC","rmse_PI","rmse_BC","PI_valid_rate","SAFE_kept_rate","SAFE_status_ok","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","facet_label"
"indep",20,20,NA,0.3,-1.55054639460591,20,0,0,NA,0.323307924049946,NA,0.0750914737060613,NA,0.412565521137824,NA,NA,NA,449.41726507163,NA,0.985,NA,0.423372212232944,0,0.432703417999126,1,NA,-1.22723847055596,NA,0.323307924049946,NA,0.412565521137824,NA,449.41726507163,NA,0.423372212232944,NA,0.985,"indep n1=20 n2=20"
"indep",100,100,NA,0.3,-1.55054639460591,20,0,0,NA,-0.148786462358383,NA,0.15897184101638,NA,0.309582386235008,NA,NA,NA,94.7403919182826,NA,0.975,NA,0.424634422995146,0,0.49027663853474,1,NA,-1.69933285696429,NA,-0.148786462358383,NA,0.309582386235008,NA,94.7403919182826,NA,0.424634422995146,NA,0.975,"indep n1=100 n2=100"
"indep",3,7,NA,0.3,-1.55054639460591,20,0,0,NA,1.09210330456591,NA,0.0923440577840784,NA,0.496318904389582,NA,NA,NA,437.467072922104,NA,0.82,NA,1.1333895911552,0,0.399709469848563,1,NA,-0.458443090039996,NA,1.09210330456591,NA,0.496318904389582,NA,437.467072922104,NA,1.1333895911552,NA,0.82,"indep n1=3 n2=7"
"indep",6,14,NA,0.3,-1.55054639460591,20,0,0,NA,0.717866508479766,NA,0.0821096912785839,NA,0.437676936232983,NA,NA,NA,433.039315356845,NA,0.91,NA,0.772678113329943,0,0.409761402424503,1,NA,-0.832679886126143,NA,0.717866508479766,NA,0.437676936232983,NA,433.039315356845,NA,0.772678113329943,NA,0.91,"indep n1=6 n2=14"
"indep",12,28,NA,0.3,-1.55054639460591,20,0,0,NA,0.383651269884212,NA,0.0870995257125965,NA,0.419254891215863,NA,NA,NA,381.351520327774,NA,0.955,NA,0.483582800529343,0,0.417643449721271,1,NA,-1.1668951247217,NA,0.383651269884212,NA,0.419254891215863,NA,381.351520327774,NA,0.483582800529343,NA,0.955,"indep n1=12 n2=28"
"indep",40,160,NA,0.3,-1.55054639460591,20,0,0,NA,-0.0316579007409024,NA,0.14092511922466,NA,0.338958828283823,NA,NA,NA,140.524067071011,NA,0.96,NA,0.375796110022253,0,0.474185483281675,1,NA,-1.58220429534681,NA,-0.0316579007409024,NA,0.338958828283823,NA,140.524067071011,NA,0.375796110022253,NA,0.96,"indep n1=40 n2=160"
"indep",5,5,NA,0.4,-1.26286432215413,20,0,0,NA,0.814820351431811,NA,0.087818574129514,NA,0.484206170289841,NA,NA,NA,451.371022690187,NA,0.91,NA,0.866782375435914,0,0.437673530791998,1,NA,-0.448043970722317,NA,0.814820351431811,NA,0.484206170289841,NA,451.371022690187,NA,0.866782375435914,NA,0.91,"indep n1=5 n2=5"
"indep",10,10,NA,0.4,-1.26286432215413,20,0,0,NA,0.401153291954476,NA,0.103100619470324,NA,0.431811155732111,NA,NA,NA,318.824986649474,NA,0.925,NA,0.513331354992938,0,0.420062347434673,1,NA,-0.861711030199652,NA,0.401153291954476,NA,0.431811155732111,NA,318.824986649474,NA,0.513331354992938,NA,0.925,"indep n1=10 n2=10"
"indep",20,20,NA,0.4,-1.26286432215413,20,0,0,NA,0.107491058976429,NA,0.108560801120576,NA,0.395466035934457,NA,NA,NA,264.280690500085,NA,0.97,NA,0.345792314655556,0,0.441731579828974,1,NA,-1.1553732631777,NA,0.107491058976429,NA,0.395466035934457,NA,264.280690500085,NA,0.345792314655556,NA,0.97,"indep n1=20 n2=20"
"indep",100,100,NA,0.4,-1.26286432215413,20,0,0,NA,-0.179479485641547,NA,0.125912310232147,NA,0.239850828471392,NA,NA,NA,90.4903722512711,NA,0.99,NA,0.396857196541956,0,0.524038948516008,1,NA,-1.44234380779567,NA,-0.179479485641547,NA,0.239850828471392,NA,90.4903722512711,NA,0.396857196541956,NA,0.99,"indep n1=100 n2=100"
"indep",3,7,NA,0.4,-1.26286432215413,20,0,0,NA,0.853246404960912,NA,0.130070516151786,NA,0.478906350121126,NA,NA,NA,268.189782196501,NA,0.89,NA,0.92598574025184,0,0.421164796511376,1,NA,-0.409617917193216,NA,0.853246404960912,NA,0.478906350121126,NA,268.189782196501,NA,0.92598574025184,NA,0.89,"indep n1=3 n2=7"
"indep",6,14,NA,0.4,-1.26286432215413,20,0,0,NA,0.444431493001444,NA,0.0947530791391447,NA,0.431888719637553,NA,NA,NA,355.804416659986,NA,0.945,NA,0.540183918415702,0,0.410224388575251,1,NA,-0.818432829152684,NA,0.444431493001444,NA,0.431888719637553,NA,355.804416659986,NA,0.540183918415702,NA,0.945,"indep n1=6 n2=14"
"indep",12,28,NA,0.4,-1.26286432215413,20,0,0,NA,0.179783053487257,NA,0.0953267151460843,NA,0.397841460519041,NA,NA,NA,317.345190075379,NA,0.98,NA,0.35661187289763,0,0.448607054194038,1,NA,-1.08308126866687,NA,0.179783053487257,NA,0.397841460519041,NA,317.345190075379,NA,0.35661187289763,NA,0.98,"indep n1=12 n2=28"
"indep",40,160,NA,0.4,-1.26286432215413,20,0,0,NA,-0.164985452497856,NA,0.153425499252434,NA,0.294572638486472,NA,NA,NA,91.9971842501921,NA,0.98,NA,0.424120939464316,0,0.49070987656968,1,NA,-1.42784977465198,NA,-0.164985452497856,NA,0.294572638486472,NA,91.9971842501921,NA,0.424120939464316,NA,0.98,"indep n1=40 n2=160"
"indep",5,5,NA,0.5,-1.03972077083992,20,0,0,NA,0.623337924626522,NA,0.121723147843859,NA,0.473862498268079,NA,NA,NA,289.295303861127,NA,0.91,NA,0.71390804756799,0,0.433832945913706,1,NA,-0.416382846213396,NA,0.623337924626522,NA,0.473862498268079,NA,289.295303861127,NA,0.71390804756799,NA,0.91,"indep n1=5 n2=5"
"indep",10,10,NA,0.5,-1.03972077083992,20,0,0,NA,0.24851553517257,NA,0.125161680286835,NA,0.411780780946685,NA,NA,NA,228.999083427931,NA,0.94,NA,0.431620021671273,0,0.438242425951418,1,NA,-0.791205235667347,NA,0.24851553517257,NA,0.411780780946685,NA,228.999083427931,NA,0.431620021671273,NA,0.94,"indep n1=10 n2=10"
"indep",20,20,NA,0.5,-1.03972077083992,20,0,0,NA,-0.000665233069149007,NA,0.120025813107153,NA,0.370720207922211,NA,NA,NA,208.867066446157,NA,0.95,NA,0.345580853891899,0,0.46444688338096,1,NA,-1.04038600390907,NA,-0.000665233069149007,NA,0.370720207922211,NA,208.867066446157,NA,0.345580853891899,NA,0.95,"indep n1=20 n2=20"
"indep",100,100,NA,0.5,-1.03972077083992,20,0,0,NA,-0.124935468812791,NA,0.110488752979948,NA,0.159009498169574,NA,NA,NA,43.9146464060749,NA,0.97,NA,0.354323553524911,0,0.625,1,NA,-1.16465623965271,NA,-0.124935468812791,NA,0.159009498169574,NA,43.9146464060749,NA,0.354323553524911,NA,0.97,"indep n1=100 n2=100"
"indep",3,7,NA,0.5,-1.03972077083992,20,0,0,NA,0.660856196155246,NA,0.106844019180195,NA,0.47330754527355,NA,NA,NA,342.989274369495,NA,0.92,NA,0.736912960315582,0,0.432060044422683,1,NA,-0.378864574684672,NA,0.660856196155246,NA,0.47330754527355,NA,342.989274369495,NA,0.736912960315582,NA,0.92,"indep n1=3 n2=7"
"indep",6,14,NA,0.5,-1.03972077083992,20,0,0,NA,0.260633162498827,NA,0.10861129706198,NA,0.425123077214892,NA,NA,NA,291.416996863864,NA,0.955,NA,0.419521019700813,0,0.42913583891655,1,NA,-0.779087608341091,NA,0.260633162498827,NA,0.425123077214892,NA,291.416996863864,NA,0.419521019700813,NA,0.955,"indep n1=6 n2=14"
