"theta","design","n1","n2","rho","true_lnM","delta_bias","rmse_delta","safe_bias_mean","rmse_mean","safe_bias_med","rmse_med","safe_bias_mode","rmse_mode","relbias_delta","relbias_safe","cover_delta","cover_safe","boot_keep","boot_total"
1.5,"indep",60,140,0,0.053572318725664,-0.00316510481725754,0.119368477957175,-0.00638431469429718,0.120986878744888,-0.00215364037011408,0.119340356076636,0.00555453887693427,0.117048048946043,-5.03455057059606,-4.82636237579858,0.948,0.95,1e+07,1e+07
2,"indep",60,140,0,0.343588506786721,-6.09704361138608e-05,0.0942652268663294,-0.000547759759109867,0.0948732601590125,0.000836350781142192,0.0942293116311071,0.00317947023559023,0.093040334238382,-3.14637958259733,-2.55003022911087,0.945,0.948,1e+07,1e+07
3,"indep",60,140,0,0.750714194302349,-0.000345320127355775,0.0745459632901821,0.000879513777935048,0.0747496807758899,0.00027980426714258,0.0744921546179535,-0.000754782273496124,0.0743753044752342,-6.16482772276192,-4.73416461593783,0.94,0.941,1e+07,1e+07
4,"indep",60,140,0,1.03897616906418,0.00340311617082834,0.0653328705704006,0.00523510352709367,0.0655157918114686,0.00388067426398253,0.0653095498275753,0.0014728055395592,0.0652059354081805,-5.73981708167706,-3.75333898124494,0.943,0.944,10004999,1e+07
5,"indep",60,140,0,1.26238790477649,0.00147066691221043,0.0582490067944043,0.00361746980584732,0.0583884676851936,0.00187330529080953,0.0582314250597527,-0.0011612361990978,0.058294760161466,2.62852652887902,5.15204511097287,0.959,0.96,1e+07,1e+07
0.2,"paired",5,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.78376524623,674.73356872174,NA,NA,1486274,1280000
0.3,"paired",5,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.23892762292,517.088489040505,NA,NA,2229477,1920000
0.4,"paired",5,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,886.008190209278,450.986117466684,NA,NA,3378562,2920000
0.5,"paired",5,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.044113497298,301.334863479382,NA,NA,4586268,3970000
0.6,"paired",5,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.52700647004,226.365476153073,NA,NA,6006099,5120000
0.7,"paired",5,5,0.8,-1.55054639460591,0.804474145495678,1.07182912618562,1.02790080495627,1.08881532093545,1.07958883535498,1.1329542457698,1.1486144830573,1.19362662273755,218.354405119122,161.714325689673,0.706730769230769,0.69551282051282,7389829,6240000
0.8,"paired",5,5,0.8,-1.06013176810005,0.427594871503534,0.822005620250268,0.604587882545684,0.727206545691703,0.651902680060257,0.756728187778488,0.714093885115413,0.798859356175729,120.897957057713,97.2477029783375,0.798882681564246,0.826815642458101,8538800,7160000
0.9,"paired",5,5,0.8,-0.792372649921864,0.221613520477001,0.709849328077026,0.36540476196993,0.555100432326144,0.407915831107098,0.568339512139639,0.462509539178151,0.5915806097871,89.3528920947686,80.714362985519,0.861214374225527,0.874845105328377,9699190,8070000
1,"paired",5,5,0.8,-0.601986402162968,0.189148820317219,0.647996050366372,0.261361036271431,0.507865435756006,0.296493533502991,0.507439289577158,0.336583181301834,0.510838379005688,32.9590755081622,52.906081033047,0.871004566210046,0.877853881278539,10673438,8760000
1.5,"paired",5,5,0.8,-0.0389807707348558,0.0612235160883578,0.495833199719821,0.0432470675409327,0.464051828201888,0.0416566767051388,0.440608242798252,0.0294489446813507,0.411616576994032,-9.06128227570261,0.538795201833087,0.916750250752257,0.908726178535607,12819917,9970000
2,"paired",5,5,0.8,0.29389333245106,0.0855038044925615,0.408589896367398,0.0674229905319191,0.414661071887137,0.0405877879947289,0.399191807727729,-0.00423436809782041,0.383959331622472,-1.21624728900698,-13.6080304591546,0.926,0.911,13121710,1e+07
3,"paired",5,5,0.8,0.729307511349758,0.110214583173705,0.370772736072499,0.109151898653421,0.371029314918874,0.0640738405813278,0.36044016672395,-0.00749407914939382,0.356623920845724,0.258356109608671,-14.03652217813,0.914,0.902,13157152,1e+07
4,"paired",5,5,0.8,1.02706186684777,0.0940645858947233,0.360116736077596,0.0984395499182482,0.35816061722311,0.0482320398083396,0.350834003454538,-0.0309032791688221,0.354134307571555,-2.97721731473664,-15.7142735907677,0.927,0.914,13166571,1e+07
5,"paired",5,5,0.8,1.25479963118919,0.0874811399015811,0.3497748767812,0.0942605685635216,0.348663589708352,0.0418765946055046,0.341236991590498,-0.0423173629812406,0.34728476413004,0.227802382980102,-13.3230275387853,0.93,0.91,13187167,1e+07
0.2,"paired",10,10,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484.769199827,829.108952896838,NA,NA,1537251,1320000
0.3,"paired",10,10,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.75029986898,486.989375561224,NA,NA,2849291,2410000
0.4,"paired",10,10,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,564.490152610402,318.892393716515,NA,NA,5291233,4370000
0.5,"paired",10,10,0.8,-1.84443972705697,0.604939182389449,0.878017517738765,0.880893227330174,0.928501496524472,0.948346296663811,0.988388617301812,1.04379252884382,1.07632886651037,293.98107211379,210.464530566851,0.749590834697218,0.774140752864157,7553244,6110000
0.6,"paired",10,10,0.8,-1.26286432215413,0.177585637122472,0.637492396728173,0.371542611083413,0.49487814667288,0.432139306702018,0.531297213583847,0.512850119385496,0.587718691041066,133.847178373919,140.447891546106,0.872474747474748,0.91540404040404,10092410,7920000
0.7,"paired",10,10,0.8,-0.965510768280782,0.021445371751154,0.598438332020659,0.160133284985826,0.393027175968582,0.214389176274044,0.399603854577044,0.286627312026843,0.420359780795442,51.3090462318738,97.0467160198512,0.898074745186863,0.922989807474519,11495136,8830000
0.8,"paired",10,10,0.8,-0.757063866314888,-0.0162478784423686,0.554995018926854,0.0652928052025844,0.378359712894668,0.107677770438684,0.363872768448704,0.164056867943055,0.355886860160632,0.140180486077957,72.9628266817357,0.924037460978148,0.950052029136316,12938848,9610000
0.9,"paired",10,10,0.8,-0.593721751187363,-0.0240702640866299,0.484334124324231,0.014736764052646,0.378044745223922,0.046117316752127,0.355020520310195,0.0849364416803656,0.332247376500274,-15.1191963375746,42.9368801356145,0.94655704008222,0.956834532374101,13447352,9730000
1,"paired",10,10,0.8,-0.458145365937078,-0.00902446897287473,0.428597640078071,0.00649217915499489,0.379970018865303,0.0256490823384061,0.355872061190472,0.0475430570038273,0.329377600808728,-17.7072063353741,26.4593059989065,0.937625754527163,0.947686116700201,14016438,9940000
1.5,"paired",10,10,0.8,0.0123463062951856,0.0260036173795725,0.282102729406633,0.0440948021743446,0.288848340302964,0.0232405749676421,0.280287094715204,-0.00666314896921954,0.273606272543187,-1.16912676128902,14.0415007023562,0.95,0.958,14557195,1e+07
2,"paired",10,10,0.8,0.320926943086197,0.0476310981097667,0.255682221495505,0.0745782052358364,0.261116940269784,0.0427894973252244,0.254360939098901,-0.00129363337148308,0.252055897174985,-1.83960961329526,17.9226364789526,0.93,0.938,14563581,1e+07
3,"paired",10,10,0.8,0.740802270462108,0.0524613135626849,0.247171965171867,0.0835877771888768,0.252885182594552,0.0462232664594584,0.245842675992863,-0.00822875121336908,0.245458526823602,-9.61649110181291,11.6599213102865,0.923,0.93,14562803,1e+07
4,"paired",10,10,0.8,1.03343137973649,0.0394471309925666,0.230043738584719,0.0723924917129806,0.235099778168931,0.0326870472145013,0.228860006344239,-0.0252206613199748,0.232320439714327,-2.15160448271996,22.6351032963568,0.939,0.947,14565555,1e+07
5,"paired",10,10,0.8,1.2588482363055,0.0532036886172464,0.234499549034581,0.0867031352802543,0.241449460812221,0.0461101141731917,0.232891416092863,-0.0150598582302819,0.23272344404398,-6.3665706242958,17.901491560537,0.922,0.929,14565813,1e+07
0.2,"paired",20,20,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025.74443722574,457.958984038726,NA,NA,2771728,2340000
0.3,"paired",20,20,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.830778327149,267.141536043709,NA,NA,5677515,4670000
0.4,"paired",20,20,0.8,-1.75327894865999,0.202080980222655,0.63865403469506,0.414206931972073,0.499345190653149,0.495199406792421,0.560080628702248,0.610086651575441,0.654073578964759,160.156938749287,152.809033308352,0.863509749303621,0.909470752089137,9125835,7180000
0.5,"paired",20,20,0.8,-1.29513358272291,-0.0287365013804404,0.587414231391894,0.0851357762032126,0.325705965796428,0.155583136343512,0.331613683725948,0.25054628608475,0.362697121394639,14.1616320347892,104.534660469538,0.932222222222222,0.961111111111111,12041575,9e+06
0.6,"paired",20,20,0.8,-1.02011041426328,-0.0350925728238263,0.440061342609138,-0.00905365199523422,0.344827845922389,0.0450371070113496,0.321174742267507,0.115723389873356,0.307288209926806,-3.24089260483942,53.322569380518,0.92680412371134,0.943298969072165,13621747,9700000
0.7,"paired",20,20,0.8,-0.817377860209195,-0.0195639699358555,0.360546422642335,-0.0201872855735677,0.327269272348727,0.015219113135203,0.301186878658702,0.0614233391498804,0.275908121897425,-14.0563651938209,32.3705195339255,0.944834503510532,0.949849548645938,14499751,9970000
0.8,"paired",20,20,0.8,-0.654666659991881,-0.0121120588854409,0.306797178887987,-0.0154954996703999,0.305488414859065,0.00372989809414126,0.284105984977884,0.0305989919729606,0.261353134753551,-16.0976660541031,9.87572235771412,0.948,0.955,14801606,1e+07
0.9,"paired",20,20,0.8,-0.51781874475336,-0.0132324736162178,0.261056872855967,-0.0137727762503891,0.27097130623554,-0.00519995936337891,0.256029985421023,0.00746586679372485,0.240603291809942,-5.28819301843395,9.28821971285581,0.951,0.961,14925421,1e+07
1,"paired",20,20,0.8,-0.399253848108886,0.0126298564815907,0.228360496790534,0.0191414902287455,0.2350753655809,0.0179560992469111,0.227190568932854,0.0169674078481191,0.218312750442162,0.953711983118355,14.3209574501094,0.957,0.965,14964072,1e+07
1.5,"paired",20,20,0.8,0.0361603307898131,0.0228759836797877,0.182967921498964,0.0411895957016171,0.186223686633921,0.0255676291724969,0.182888358251664,0.00431921933503145,0.180328642091712,1.38733618390459,22.0915599330828,0.945,0.953,14971508,1e+07
2,"paired",20,20,0.8,0.333914686287828,0.0269849433663455,0.172014790195275,0.0479189412840793,0.175750829658172,0.0285540639235648,0.172105519260186,-0.000320658041518929,0.170971338927979,-2.91915179942376,20.4273038890305,0.936,0.946,14971553,1e+07
3,"paired",20,20,0.8,0.746452048089074,0.0220582447354993,0.157831534998033,0.044816789514099,0.161665230886038,0.0226554130768115,0.157874363661843,-0.0103767593695892,0.158032028346139,0.334952164831304,27.6591994428522,0.93,0.946,14971166,1e+07
4,"paired",20,20,0.8,1.03658596433312,0.00784365163156897,0.157148251187394,0.0313951146828215,0.158876129416123,0.00814819457641613,0.157107322006796,-0.0263425923220308,0.160476971727764,-4.81726346128593,22.9722899628018,0.935,0.951,14971541,1e+07
5,"paired",20,20,0.8,1.26086031145536,0.0184887908948799,0.156667012018401,0.0419561445720593,0.159724167269901,0.0185210281362758,0.156642376672566,-0.0167374588268518,0.158083548141517,-6.10609410089195,21.9232420170103,0.931,0.95,14971406,1e+07
0.2,"paired",100,100,0.8,-2.30258509299405,0.0225290269105227,0.523844231578394,0.142288314854934,0.309883123582745,0.234565965333713,0.346722610809179,0.366834104931919,0.429513129446773,124.397531156532,125.407917658952,0.910757946210269,0.948655256723716,10599105,8180000
0.3,"paired",100,100,0.8,-1.67620360874636,-0.0486754490952452,0.349603957160642,-0.0698962795793772,0.311312313246138,-0.0147304949633282,0.275949345353557,0.0609580558815734,0.247174118074007,-18.7437598245232,33.742320243994,0.942885771543086,0.960921843687375,13850863,9980000
0.4,"paired",100,100,0.8,-1.32963001846639,-0.0146657992085553,0.202143526895667,-0.034195864218828,0.216126605042221,-0.0118938976113088,0.199879493509053,0.0219554601741601,0.185356175918728,-1.57369220389766,2.62952344715877,0.957,0.963,12063537,1e+07
0.5,"paired",100,100,0.8,-1.08141157530944,-0.0046645009785875,0.158546842533556,-0.0123525197385492,0.163498976602658,-0.00278603709049063,0.158118753177718,0.0138345477225166,0.151782526628551,-2.34339888303773,-1.73058662517611,0.955,0.96,10273536,1e+07
0.6,"paired",100,100,0.8,-0.885978420965938,-0.00759538603792809,0.132966787421259,-0.0105528613568555,0.135013959653581,-0.00601676915338178,0.132813916096751,0.00197016500301106,0.130064436420596,-0.67761095266613,0.401565373282176,0.951,0.953,1e+07,1e+07
0.7,"paired",100,100,0.8,-0.724084882418989,0.00221655760710737,0.119160407563369,0.00162729050736488,0.120128587070236,0.00369169938204361,0.119083634455606,0.00793611662432747,0.117869355509462,-5.09104747806128,-3.76075796954968,0.943,0.944,1e+07,1e+07
0.8,"paired",100,100,0.8,-0.585591490751473,-0.00231160898184168,0.108493970065989,-0.00166127952640227,0.109026979222191,-0.000970601791929537,0.10839041310555,0.000300020128270462,0.107718565762933,-4.69912034438543,-3.0413562233721,0.944,0.946,1e+07,1e+07
0.9,"paired",100,100,0.8,-0.464434757040508,-0.00303046795743517,0.0973668816773505,-0.00149910111985968,0.0976270045096883,-0.00182566304907888,0.0972523745735403,-0.00250059809858993,0.0974309827851207,1.40621376205818,3.43624423242002,0.963,0.965,1e+07,1e+07
1,"paired",100,100,0.8,-0.356674943938733,0.00189079112133322,0.0927468882994674,0.00397416279610341,0.0930048682235979,0.00292501011389262,0.0927080008917861,0.00132116867552662,0.0923694894296507,-1.1408287518628,1.13132432559737,0.944,0.947,1e+07,1e+07
1.5,"paired",100,100,0.8,0.0544272024560408,0.00153044537847346,0.0778978677405767,0.00489597216781718,0.0780561274606944,0.00219757312359865,0.0779304289717058,-0.0028026455273085,0.0786273502020859,-0.627018460765449,2.46476596041931,0.936,0.938,1e+07,1e+07
2,"paired",100,100,0.8,0.3440673193682,0.000556632749609987,0.0724105358622512,0.00429930915717419,0.0724669599210146,0.000955630955203679,0.0723982664490899,-0.0050875848550539,0.0728280339426209,-0.804975392969642,3.02359723923948,0.95,0.955,1e+07,1e+07
3,"paired",100,100,0.8,0.750926350877081,0.00390631932060426,0.0652396095865955,0.0079526449009264,0.0655402242257329,0.00411116645625065,0.0652820605172931,-0.00267231111519572,0.0659358317059611,8.65791254914197,13.251084025544,0.962,0.964,1e+07,1e+07
4,"paired",100,100,0.8,1.03909537988909,0.0032841535996202,0.0668295561085213,0.00739409782312284,0.0670467859010067,0.00337947579540887,0.0668254644827483,-0.00388731411126408,0.0673978886184601,-1.11023849613155,3.30497216119701,0.953,0.955,1e+07,1e+07
5,"paired",100,100,0.8,1.26246416206874,0.0035747456316495,0.0661241606785939,0.00772625510674874,0.0663906912192058,0.00362447551087119,0.066126266129073,-0.00422217568239969,0.0666558087075,-1.20359324535992,3.34774030490463,0.95,0.948,1e+07,1e+07
