"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","Var_MC_SAFEpt","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","delta_fail_prop","safe_fail_prop","delta_cap_rate","delta_cap_n","maxVar","boot_keep","boot_tried","boot_accept_prop","SAFE_ok_rate","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe"
1.4,"indep",5,5,-0.12423067964925,-0.121251552243311,-0.345378195413493,0.00297912740593927,-0.221147515764243,1.84979097121812,0.374388868409543,0.840673842820225,120.036698776375,-55.4656218214697,0.630725423576515,0.897256717438427,0.912162162162162,0.837837837837838,0.112,0,0.0427927927927928,19,20,1e+06,2585000,0.386847195357834,1,0.0299663349389645,0.0389275930609949,0.202870909207367,0.00540622860180299,0.0134333818501526,0.0174929583854318
1.6,"indep",5,5,0.0384805205680643,0.0696014864129303,-0.0868706067447438,0.031120965844866,-0.125351127312808,0.88328427278559,0.340304812181367,0.489865967333182,80.3114181608017,-30.531036064012,0.53869226708605,0.70396466393007,0.90948275862069,0.890086206896552,0.072,0,0.0129310344827586,6,20,1e+06,2565000,0.389863547758285,1,0.0249933401108956,0.0310101587512661,0.114442615927825,0.0056202145050048,0.0133199900325172,0.0145205525558826
1.8,"indep",5,5,0.175328435806585,0.161697388485811,0.0366292018733464,-0.0136310473207741,-0.138699233933238,0.935839738431962,0.310364008390793,0.48293179719285,93.7830028736443,-35.7333664515664,0.544984669962516,0.707233847440998,0.910973084886128,0.888198757763975,0.034,0,0.010351966873706,5,20,1e+06,2525000,0.396039603960396,1,0.0248156056609902,0.0310453233055052,0.127135287395534,0.00564052255367224,0.0129580565200484,0.0143385366214308
2,"indep",5,5,0.29389333245106,0.312554720225245,0.239827818242742,0.0186613877741857,-0.0540655142083178,0.454317199231428,0.274383455962145,0.291536702130851,55.8353359665555,-5.88373472133441,0.4727555017564,0.545201912330831,0.919191919191919,0.915151515151515,0.01,0,0.00404040404040402,2,20,1e+06,2500000,0.4,1,0.0212536977991174,0.0242862870410784,0.0668550800919008,0.00520287275729421,0.0122497689018973,0.012524660076631
2.5,"indep",5,5,0.53664724034191,0.565492425912316,0.516846785386605,0.0288451855704059,-0.0198004549553046,0.20792721967585,0.212426556462483,0.196101679596591,6.03031045097899,8.32470017568128,0.431024074024841,0.442833528827521,0.916,0.938,0,0,0,0,20,1e+06,2500000,0.4,1,0.019252030976242,0.0198041248025047,0.0123469773381695,0.00448806034367609,0.0124051602166195,0.0107848041243223
3,"indep",5,5,0.729307511349758,0.770082474155177,0.72356897409648,0.0407749628054191,-0.005738537253278,0.135545023738827,0.167417181041809,0.128751812385882,5.2762063904668,30.0309315569425,0.371977053352773,0.358506958887714,0.914,0.95,0,0,0,0,20,1e+06,2500000,0.4,1,0.0165516335872708,0.0160469194791949,0.0040189290226396,0.00322642638823499,0.0125382614424808,0.00974679434480897
4,"indep",5,5,1.02706186684777,1.06674011184757,1.0067675307269,0.0396782449997946,-0.0202943361208772,0.0972801646886928,0.123324703963165,0.0970247208250714,0.263277092115421,27.1064764881007,0.324056528553221,0.311837347766441,0.92,0.972,0,0,0,0,20,1e+06,2500000,0.4,1,0.014397608252421,0.0139301630159213,0.00126634175264586,0.00164830054311909,0.0121326007104825,0.00737780455149091
5,"indep",5,5,1.25479963118919,1.28943442397702,1.22254689801543,0.034634792787829,-0.0322527331737528,0.0832358123962893,0.10650857723872,0.0792366373297842,5.04712870368347,34.4183458914708,0.288179987193128,0.283051943735248,0.938,0.978,0,0,0,0,20,1e+06,2500000,0.4,1,0.0128071980126889,0.0125886168684081,0.00060057141429627,0.00105002254959115,0.0107848041243223,0.00655987804764693
0.2,"indep",10,10,NA,-1.18720649642178,-1.32605457288084,NA,NA,6.0402659178575,0.448559114874767,1.72432756434068,250.296895019891,-73.9864324997738,NA,NA,NA,NA,0.614,0,0.155440414507772,30,20,1e+06,3480000,0.28735632183908,1,NA,NA,0.527313620507271,0.00240473864296517,NA,NA
0.3,"indep",10,10,NA,-1.06832663516674,-1.26368352653439,NA,NA,5.3663746255538,0.441073787845038,1.28244120789228,318.449952522466,-65.6067049989799,NA,NA,NA,NA,0.564,0,0.155963302752294,34,20,1e+06,3340000,0.29940119760479,1,NA,NA,0.482809286421851,0.00284382194445822,NA,NA
0.4,"indep",10,10,NA,-0.937499052072149,-1.18709609271303,NA,NA,3.91962267379631,0.423869501263644,1.44694198793094,170.890105235054,-70.7058399853503,NA,NA,NA,NA,0.458,0,0.0922509225092251,25,20,1e+06,3125000,0.32,1,NA,NA,0.372131017528875,0.00333580321090942,NA,NA
0.5,"indep",10,10,-1.84443972705697,-0.921762661420297,-1.18970658662387,0.922677065636671,0.654733140433102,3.94259747542827,0.414130433795143,1.62542111020175,142.558525337407,-74.5216528076382,1.18615035324456,1.18484590353756,0.687919463087248,0.543624161073825,0.404,0,0.104026845637584,31,20,1e+06,3045000,0.328407224958949,1,0.0432524378188529,0.0442072077191644,0.367432756846808,0.00369454935141755,0.026840710551875,0.0288537699821572
0.6,"indep",10,10,-1.26286432215413,-0.811189942626472,-1.08396338532852,0.451674379527656,0.178900936825604,3.23690206540049,0.400411528014882,1.3011245757173,148.777259749782,-69.2257347614745,0.827522963551389,0.938102571158643,0.803680981595092,0.717791411042945,0.348,0,0.0858895705521471,28,20,1e+06,2930000,0.341296928327645,1,0.0384621496292405,0.041224515752557,0.328166415872225,0.0041965184024663,0.0219995720411137,0.0249273115840754
0.7,"indep",10,10,-0.965510768280782,-0.716638203730435,-0.975435230731631,0.248872564550347,-0.00992446245084944,2.97732927784716,0.378824649038289,1.09291491189482,172.420958433559,-65.3381388692456,0.699833620313839,0.901185712966135,0.84054054054054,0.754054054054054,0.26,0,0.0756756756756756,28,20,1e+06,2775000,0.36036036036036,1,0.0340503987511207,0.0403401666666372,0.295789130401724,0.00446709749682085,0.0190328407679532,0.0223882532917587
0.8,"indep",10,10,-0.757063866314888,-0.624655054171619,-0.851927295774815,0.132408812143269,-0.0948634294599278,2.21994815121222,0.366186076340549,0.776911382055985,185.740201840967,-52.8664291966621,0.593384055185703,0.797778319419043,0.888607594936709,0.825316455696202,0.21,0,0.0506329113924051,20,20,1e+06,2760000,0.36231884057971,1,0.0291405026023464,0.0354600787893632,0.238667566222265,0.00462779427407733,0.0158301216766481,0.019104589126816
0.9,"indep",10,10,-0.593721751187363,-0.508658219482139,-0.698204051617991,0.0850635317052236,-0.104482300430629,1.65698471996725,0.337708011901259,0.643389443184694,157.539929745411,-47.5111045916997,0.5773872822645,0.764674474849694,0.862470862470862,0.811188811188811,0.142,0,0.020979020979021,9,20,1e+06,2625000,0.380952380952381,1,0.0276045281609273,0.0339104828107131,0.178420731517117,0.00531274780029929,0.0166280349848785,0.0188949694092487
1,"indep",10,10,-0.458145365937078,-0.454275666606479,-0.632587569365497,0.00386969933059889,-0.17444220342842,1.59913184626628,0.323910767806008,0.794915418291546,101.170062810353,-59.2521719477821,0.589297546688756,0.8639382809955,0.92378752886836,0.849884526558891,0.134,0,0.0369515011547344,16,20,1e+06,2615000,0.382409177820268,1,0.028351980136955,0.0378785971004946,0.202566387991259,0.00507933224281501,0.0127513193064332,0.0171651950659026
1.2,"indep",10,10,-0.2390179004715,-0.271976686193523,-0.365510074819928,-0.0329587857220225,-0.126492174348428,1.00113714779674,0.274040828405011,0.500826495758356,99.8970015116321,-45.2822822422652,0.524625834473107,0.718849944214223,0.928571428571429,0.861344537815126,0.048,0,0.0189075630252101,9,20,1e+06,2545000,0.392927308447937,1,0.0240239347599029,0.0316780197949154,0.141703556667778,0.00524494582821651,0.0118042979827714,0.0158399376239629
1.4,"indep",10,10,-0.0639166857549427,-0.120426251394811,-0.159285573834427,-0.0565095656398688,-0.0953688880794841,0.554985529920097,0.229461949419349,0.389199921309801,42.5965164772815,-41.042652668807,0.48855491440791,0.634544305263332,0.935353535353535,0.903030303030303,0.01,0,0.00808080808080804,4,20,1e+06,2515000,0.397614314115308,1,0.0218335891263041,0.0280834446031603,0.0885685633362973,0.00498286437167423,0.0110524277926377,0.0133004575632769
1.6,"indep",10,10,0.0827572192387867,0.0623113584020021,0.0581477793391602,-0.0204458608367845,-0.0246094398996265,0.293433993282022,0.186520195854161,0.195975422626185,49.729996419875,-4.82470028400429,0.387604590325504,0.448617037965399,0.939759036144578,0.941767068273092,0.004,0,0.00401606425702808,2,20,1e+06,2510000,0.398406374501992,1,0.0173622364330124,0.0200526172695753,0.0630300797819313,0.00430762639540193,0.0106620211516643,0.0104940083678876
1.8,"indep",10,10,0.209355167429093,0.207911171579477,0.208198039646134,-0.00144399584961508,-0.00115712778295857,0.179465685626826,0.150621236887243,0.150893732559658,18.9351489836543,-0.180587800296561,0.369810788761402,0.388063505162808,0.924,0.926,0,0,0,0,20,1e+06,2500000,0.4,1,0.0165548783358278,0.017372031116692,0.0260598804841506,0.00390001739101365,0.0118510759005248,0.0117067501895274
2,"indep",10,10,0.320926943086197,0.286460515438914,0.288638907974279,-0.0344664276472836,-0.0322880351119182,0.131012302739073,0.13055412276522,0.102937053716811,27.2741913708739,26.8290844270579,0.321443274613311,0.322139250667728,0.956,0.962,0,0,0,0,20,1e+06,2500000,0.4,1,0.0143068185993811,0.0143483137487867,0.0160796860743128,0.00331649574742628,0.00917213170424412,0.0085505555375075
2.5,"indep",10,10,0.553455545741402,0.578318791960038,0.568929515085036,0.0248632462186356,0.0154739693436333,0.0696603544113078,0.0806738878260212,0.066790195034642,4.29727653164833,20.7870223828186,0.271824550897453,0.258642723407832,0.936,0.96,0,0,0,0,20,1e+06,2500000,0.4,1,0.0121175277955488,0.0115576983032645,0.00140716242727563,0.00176127337689587,0.0109456840809517,0.00876356092008266
3,"indep",10,10,0.740802270462108,0.76420052704341,0.747149379391427,0.0233982565813025,0.00634710892931956,0.0547944789649829,0.0622338911633698,0.0570012129636632,-3.87138077234774,9.17994184271531,0.247240060596355,0.238594837181144,0.936,0.95,0,0,0,0,20,1e+06,2500000,0.4,1,0.0110183095161862,0.0106771918558826,0.000665267928833899,0.000878263639751072,0.0109456840809517,0.00974679434480897
4,"indep",10,10,1.03343137973649,1.06462305164031,1.04057028835507,0.031191671903819,0.00713890861858624,0.0417910121975335,0.0469763109554851,0.0445738404549132,-6.24318710027807,5.38986651375044,0.216147306682508,0.211034728872449,0.932,0.952,0,0,0,0,20,1e+06,2500000,0.4,1,0.00957480178585281,0.00944180496037841,0.000270346099726447,0.000346394474697624,0.0112584190719657,0.00955991631762538
5,"indep",10,10,1.2588482363055,1.26930874055256,1.24277853969043,0.0104605042470622,-0.0160696966150626,0.0368640253028764,0.0413720792893447,0.0362281480421671,1.75520222554348,14.1987143289534,0.192412678480249,0.190824335176054,0.944,0.962,0,0,0,0,20,1e+06,2500000,0.4,1,0.00860083613063135,0.00851212641378958,0.000158278890606791,0.000236550666301685,0.0102824121683582,0.0085505555375075
0.2,"indep",20,20,NA,-1.37473067235289,-1.58142439176491,NA,NA,4.72569769981121,0.423099574838039,1.00222600130666,371.520165476653,-57.7840153531819,NA,NA,NA,NA,0.562,0,0.123287671232877,27,20,1e+06,3320000,0.301204819277108,1,NA,NA,0.439775123544819,0.00278652779971617,NA,NA
0.3,"indep",20,20,NA,-1.27983192360719,-1.52265113146673,NA,NA,4.06645256879567,0.410580558648544,1.01512640421355,300.585833637739,-59.5537504546903,NA,NA,NA,NA,0.49,0,0.0980392156862745,25,20,1e+06,3225000,0.310077519379845,1,NA,NA,0.392296889724261,0.00318902141209851,NA,NA
0.4,"indep",20,20,-1.75327894865999,-1.23131419044091,-1.495962320472,0.521964758219077,0.25731662818799,3.49333944317704,0.393777766578523,1.35106625910598,158.561667100519,-70.85429645478,0.863864664186993,0.946525087935815,0.807817589576547,0.732899022801303,0.386,0,0.0781758957654723,24,20,1e+06,3070000,0.325732899022801,1,0.0393499030074216,0.040776478910819,0.332111551230981,0.00371650988637768,0.0224876608617593,0.0252517000542401
0.5,"indep",20,20,-1.29513358272291,-1.07286472258405,-1.31801052649459,0.22226886013886,-0.0228769437716769,2.78853460776732,0.365908094240452,1.04982336986241,165.61940682772,-65.1457469185119,0.670019822389898,0.880972782348515,0.879781420765027,0.811475409836066,0.268,0,0.0737704918032787,27,20,1e+06,2845000,0.351493848857645,1,0.0330844960672188,0.0394244588202761,0.292142322735211,0.0042194818408627,0.0169993629293758,0.0204447188170126
0.6,"indep",20,20,-1.02011041426328,-0.953602337255931,-1.16318815581762,0.0665080770073465,-0.143077741554339,2.14436143222045,0.337692761582922,0.825523859703604,159.757656549183,-59.093518907598,0.602816035336143,0.84302184404601,0.857493857493858,0.781326781326781,0.186,0,0.0393120393120393,16,20,1e+06,2710000,0.3690036900369,1,0.0297346163459248,0.0371913372972902,0.226322920632748,0.00491684258895456,0.0173274676388908,0.0204888201137078
0.7,"indep",20,20,-0.817377860209195,-0.840361937334898,-1.00575739295974,-0.0229840771257029,-0.188379532750549,1.45482037087217,0.315350733371402,0.664954211763765,118.785044915095,-52.5755717021558,0.559494685324143,0.799101413504453,0.907192575406032,0.837587006960557,0.138,0,0.0278422273781903,12,20,1e+06,2630000,0.380228136882129,1,0.0269584536124308,0.0347644873480416,0.172660735349406,0.00511201647157489,0.0139766300249487,0.0177658796476631
0.8,"indep",20,20,-0.654666659991881,-0.693626451793194,-0.793749983952973,-0.0389597918013135,-0.139083323961092,1.04394563403427,0.275695670468239,0.503581284313962,107.30429556302,-45.2529950862204,0.509583573723289,0.720440404158864,0.937229437229437,0.880952380952381,0.076,0,0.0216450216450216,10,20,1e+06,2580000,0.387596899224806,1,0.0236642069902187,0.0316446389809318,0.147247428291887,0.0051291490247843,0.0112844392745198,0.0150666113649747
0.9,"indep",20,20,-0.51781874475336,-0.502975617050574,-0.534616929404513,0.0148431277027864,-0.0167981846511526,0.515359906351234,0.221495297099623,0.395373360875844,30.34765549444,-43.9781940267906,0.468100110146081,0.637438928347165,0.921971252566735,0.905544147843943,0.026,0,0.00616016427104724,3,20,1e+06,2530000,0.395256916996047,1,0.0212227746039597,0.0285257752995865,0.0873233046352181,0.00491492255740063,0.012154064226517,0.0132527122596557
1,"indep",20,20,-0.399253848108886,-0.446399679032951,-0.450394291158288,-0.0471458309240653,-0.0511404430494027,0.464185721794237,0.205822275442541,0.268885607651331,72.6331601935925,-23.4535915699011,0.427641963673824,0.525902945126699,0.931451612903226,0.903225806451613,0.00799999999999999,0,0.00403225806451613,2,20,1e+06,2505000,0.399201596806387,1,0.0191039114785525,0.023431072443809,0.0775088937496255,0.00470404771474909,0.0113458733548318,0.0132750788992436
1.2,"indep",20,20,-0.200238783298563,-0.227938669200625,-0.21535415874908,-0.0276998859020624,-0.0151153754505171,0.187853111855704,0.149493630166051,0.147279798030442,27.5484583546727,1.50314718326225,0.358279526523997,0.394508524305275,0.939637826961771,0.929577464788732,0.006,0,0,0,20,1e+06,2510000,0.398406374501992,1,0.0160390737258236,0.0176476593947542,0.0239279352342191,0.0041848875684327,0.010682784916401,0.0114767897825852
1.4,"indep",20,20,-0.0362853464174178,-0.0564474562836934,-0.0354657336028178,-0.0201621098662756,0.00081961281460001,0.101339012775352,0.107925675469454,0.0849001438134921,19.3625925981617,27.1207216168493,0.29612550986171,0.291085924240646,0.938,0.942,0,0,0,0,20,1e+06,2500000,0.4,1,0.0132256360425749,0.0130307439398902,0.0083119230321465,0.00307120372218132,0.0107848041243223,0.0104533248299285
1.6,"indep",20,20,0.103507084692163,0.0824374061979413,0.0962786312214395,-0.021069678494222,-0.00722845347072383,0.0706057242783359,0.0799561065859534,0.0600445756112509,17.5888472182092,33.1612485757525,0.25554864798056,0.244901484273997,0.966,0.964,0,0,0,0,20,1e+06,2500000,0.4,1,0.0114009791209139,0.0109585195725747,0.00330527840647081,0.00224854605982022,0.00810481338464989,0.0083311463797007
1.8,"indep",20,20,0.225537809680109,0.230306236173512,0.23718670092543,0.0047684264934035,0.0116488912453214,0.0512943805978781,0.0580567360529637,0.0444075083468529,15.5083509690164,30.736306120805,0.22106598507091,0.210842097308399,0.93,0.944,0,0,0,0,20,1e+06,2500000,0.4,1,0.00989397013429566,0.00942417193676483,0.000915352316084762,0.00125999614757156,0.0114105214604767,0.0102824121683582
2,"indep",20,20,0.333914686287828,0.337847594585653,0.340027374227275,0.00393290829782533,0.00611268793944764,0.0432521831850787,0.0477170242654522,0.0400904715546376,7.8864416102769,19.0233549645849,0.20848576626282,0.200119103449354,0.946,0.952,0,0,0,0,20,1e+06,2500000,0.4,1,0.00933144391958074,0.00895438122425414,0.000711948664334247,0.000961764338631217,0.0101078187557949,0.00955991631762538
2.5,"indep",20,20,0.561652450629241,0.564314235359229,0.559593853648067,0.00266178472998813,-0.00205859698117383,0.0312505163352415,0.0331852596299954,0.0279470266223162,11.8205409025069,18.7434358526586,0.170379762317872,0.167019071936718,0.96,0.966,0,0,0,0,20,1e+06,2500000,0.4,1,0.00762631483581958,0.00747623255688534,0.000291864149381797,0.000331474018891206,0.00876356092008266,0.00810481338464989
3,"indep",20,20,0.746452048089074,0.753549614158645,0.745582528473178,0.00709756606957057,-0.000869519615896652,0.0252628590985745,0.0265797812938505,0.0218417265569327,15.6632880313934,21.6926749108753,0.149434071552947,0.14764416401667,0.948,0.956,0,0,0,0,20,1e+06,2500000,0.4,1,0.00668203800178307,0.00660934589152856,0.000166830568273139,0.000188193623600638,0.00992935043192656,0.00917213170424412
4,"indep",20,20,1.03658596433312,1.03088017352491,1.02033481605942,-0.00570579080820877,-0.0162511482736953,0.0200286656897742,0.0211208858132568,0.0203501204590423,-1.57962096546386,3.78752231843416,0.143476385540745,0.143434723962986,0.942,0.95,0,0,0,0,20,1e+06,2500000,0.4,1,0.00641780419923034,0.00637967404481488,8.91670491572435e-05,0.000105584081373092,0.0104533248299285,0.00974679434480897
5,"indep",20,20,1.26086031145536,1.28201584954184,1.26998176422698,0.0211555380864792,0.00912145277161813,0.0172762498032257,0.0183038706157481,0.0175830068843205,-1.74462242500945,4.09977506219639,0.134755478416183,0.132781933150624,0.928,0.942,0,0,0,0,20,1e+06,2500000,0.4,1,0.00595768010616436,0.00593009390892261,4.98694302340246e-05,6.69753516289452e-05,0.0115599307956406,0.0104533248299285
0.2,"indep",100,100,-2.30258509299405,-1.96206769502254,-2.20751638630257,0.340517397971507,0.0950687066914728,3.15688272169191,0.368759421208323,0.83214688481788,279.366044539458,-55.6857776029495,0.668407953889169,0.770611748424046,0.842406876790831,0.756446991404012,0.302,0,0.0659025787965616,23,20,1e+06,2945000,0.33955857385399,1,0.0308321882903735,0.0342337950142327,0.299436993665549,0.00392156357978111,0.0195036937744915,0.0229759398634085
0.3,"indep",100,100,-1.67620360874636,-1.68259228745312,-1.82917650174538,-0.00638867870675464,-0.15297289299902,1.68299570786771,0.306344972050262,0.682702022349917,146.51980699789,-55.1275722026138,0.547341745616411,0.806683553673562,0.929705215419501,0.848072562358277,0.118,0,0.0272108843537415,12,20,1e+06,2625000,0.380952380952381,1,0.026091716348245,0.0354568706869014,0.19024930523736,0.00469534625991056,0.012173484050419,0.0170928829345545
0.4,"indep",100,100,-1.32963001846639,-1.3852027395723,-1.40302005014632,-0.0555727211059125,-0.0733900316799314,0.611136412803766,0.22684045308581,0.343699321878603,77.8113525110833,-34.0003198592485,0.454324129852331,0.596298177247999,0.926530612244898,0.885714285714286,0.02,0,0.00816326530612245,4,20,1e+06,2515000,0.397614314115308,1,0.0203909683501188,0.0264910246622119,0.0942965262227564,0.00480172115056438,0.0117865053256604,0.0143729117238033
0.5,"indep",100,100,-1.08141157530944,-1.18524445064106,-1.17028696958037,-0.103832875331617,-0.0888753942709273,0.363648927547971,0.172300518866057,0.24884759792532,46.133187774271,-30.7606260608693,0.423202367805918,0.510994407299428,0.959758551307847,0.921529175050302,0.006,0,0.00402414486921527,2,20,1e+06,2505000,0.399201596806387,1,0.0184215302964086,0.0225266018909748,0.0669610262657449,0.00458132233150817,0.00881535089871209,0.0120623092728043
0.6,"indep",100,100,-0.885978420965938,-0.912922701674543,-0.878685551713153,-0.0269442807086057,0.00729286925278516,0.0981648358406443,0.104233227839542,0.08291306608308,18.3948929620837,25.7138744997069,0.291240540544994,0.287750631437799,0.93,0.926,0,0,0,0,20,1e+06,2500000,0.4,1,0.0129818015209574,0.0128773495784715,0.00877388495199927,0.00318267364316389,0.0114105214604767,0.0117067501895274
0.7,"indep",100,100,-0.724084882418989,-0.736845909695847,-0.710755146703815,-0.012761027276858,0.0133297357151746,0.0550902281268712,0.0660098244831751,0.0394485153161297,39.6509543778595,67.3315813134927,0.212025025321439,0.198865029956837,0.952,0.952,0,0,0,0,20,1e+06,2500000,0.4,1,0.00947433698013842,0.00888240004910043,0.0013128525703871,0.0017389811589543,0.00955991631762538,0.00955991631762538
0.8,"indep",100,100,-0.585591490751473,-0.597854729921393,-0.579557426543085,-0.0122632391699199,0.0060340642083877,0.0409801840561646,0.0469977923058477,0.0338339397428266,21.1215258041392,38.9072412585712,0.194853956038551,0.183855056482578,0.948,0.952,0,0,0,0,20,1e+06,2500000,0.4,1,0.00870556880130058,0.0082260488380299,0.000897729389037667,0.00126614583368428,0.00992935043192656,0.00955991631762538
0.9,"indep",100,100,-0.464434757040508,-0.480606871624857,-0.467209778120989,-0.0161721145843488,-0.00277502108048128,0.0320261248951413,0.0351701808126992,0.0300136352662782,6.70525116670604,17.1806763848249,0.180861880316275,0.173093352667694,0.954,0.954,0,0,0,0,20,1e+06,2500000,0.4,1,0.0080640574755365,0.0077477267977489,0.000565859892230635,0.000759740450894837,0.00936845771725528,0.00936845771725528
1,"indep",100,100,-0.356674943938733,-0.370454111999724,-0.360760671198834,-0.0137791680609914,-0.00408572726010137,0.0254895610877744,0.0271494907256679,0.0227514603550097,12.0348350832864,19.33076076011,0.155604156859572,0.150740341652603,0.95,0.958,0,0,0,0,20,1e+06,2500000,0.4,1,0.00693843354361264,0.00674558527557242,0.000355819242111537,0.000431641964021949,0.00974679434480897,0.00897061870775924
1.2,"indep",100,100,-0.171245154473388,-0.177594256203043,-0.172498059207421,-0.00634910172965494,-0.00125290473403253,0.0177966402569335,0.018423889000833,0.018426277129095,-3.41705960325176,-0.0129604490657576,0.137902804909426,0.135613400315416,0.944,0.948,0,0,0,0,20,1e+06,2500000,0.4,1,0.00616683100364217,0.00607063046628519,0.000208873147273349,0.00022913792892503,0.0102824121683582,0.00992935043192656
1.4,"indep",100,100,-0.0152296037423545,-0.0161238897192229,-0.0131655075594099,-0.000894285976868369,0.00206409618294459,0.0133560497599504,0.0136613516687465,0.012596497859148,6.02986567612327,8.45357036142524,0.113502653910937,0.112140828231658,0.948,0.956,0,0,0,0,20,1e+06,2500000,0.4,1,0.0050809189000192,0.00501926246756393,0.000114799044885681,0.000122286493754428,0.00992935043192656,0.00917213170424412
1.6,"indep",100,100,0.11950845023525,0.109873184505441,0.111765554533769,-0.00963526572980906,-0.00774289570148104,0.010877201530365,0.0110672664204339,0.0106620679726951,2.01774700950033,3.80037389347521,0.104534187659473,0.103444169824083,0.96,0.962,0,0,0,0,20,1e+06,2500000,0.4,1,0.00465967178782202,0.0046178063997303,8.07455067256692e-05,8.52890259234061e-05,0.00876356092008266,0.0085505555375075
