"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","Var_MC_SAFEpt","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","delta_fail_prop","safe_fail_prop","delta_cap_rate","delta_cap_n","maxVar","boot_keep","boot_tried","boot_accept_prop","SAFE_ok_rate","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe"
"0.3","indep","10","10",NA,"-1.06077953883713","-1.25793267141564",NA,NA,"5.23075585178888","0.440865335799793","1.3529880785566","286.607682262004","-67.4154308683843",NA,NA,NA,NA,"0.57062","0","0.143439377707392","6159","20","1e+10","20963231639","0.477025688224329","1",NA,NA,"0.0339052530989583","0.000194231219990412",NA,NA
"0.4","indep","10","10",NA,"-0.979205056277935","-1.21622359689928",NA,NA,"4.59168084651996","0.430627898191561","1.30331699560255","252.307294542503","-66.9590821231888",NA,NA,NA,NA,"0.50595","0","0.123874101811558","6120","20","1e+10","19970930547","0.500727794153898","1",NA,NA,"0.0301986191443676","0.000223956263064988",NA,NA
"0.5","indep","10","10","-1.84443972705697","-0.898002654503572","-1.16138947182825","0.946437072553397","0.683050255228718","4.00586433953015","0.417243639973391","1.2523572044274","219.86595560503","-66.6833361521515","1.16343083719532","1.09081067687459","0.684480681599944","0.570455854880668","0.42723","0","0.105644499537336","6051","20","1e+10","18771503493","0.532722379096009","1","0.00282725460689707","0.00268945629224708","0.0265662857843661","0.000255211236052411","0.00194179529209754","0.00206835362315668"
"0.6","indep","10","10","-1.26286432215413","-0.80903419390527","-1.0795170836943","0.453830128248858","0.183347238459826","3.42313647346955","0.401517978886808","1.13568959914912","201.414794679305","-64.6454472077905","0.799824514614975","0.879528125055937","0.799076141350373","0.723997228424051","0.35055","0","0.0859804449919162","5584","20","1e+10","17546588993","0.5699113374109","1","0.00258436568574774","0.0027202222565862","0.0232616821977079","0.000284271011688324","0.00157230565463545","0.00175409177790952"
"0.7","indep","10","10","-0.965510768280782","-0.72611205018298","-0.988481998812696","0.239398718097802","-0.0229712305319147","2.90780592312259","0.384057289055464","1.06679225100158","172.57471362325","-63.9988677556588","0.692183246716872","0.880442001495467","0.849742729151353","0.774517010387917","0.27897","0","0.0714394685380636","5151","20","1e+10","16376149490","0.610644156986136","1","0.00241870370410072","0.00278326819970168","0.0204929193538308","0.000310092927436789","0.00133071425558624","0.00155630855573307"
"0.8","indep","10","10","-0.757063866314888","-0.641127403953396","-0.880539643428627","0.115936462361492","-0.123475777113739","2.45316395451464","0.363967417416816","0.964004543344387","154.476389292105","-62.2442217798978","0.643154043810261","0.889084874209003","0.87814733439402","0.801020279314089","0.20806","0","0.0579715635022855","4591","20","1e+10","15208600018","0.657522716631681","1","0.00224801044366215","0.00278430134566534","0.0179845241701304","0.000332831497235617","0.00116239858096463","0.00141866555554957"
"0.9","indep","10","10","-0.593721751187363","-0.547479860508525","-0.753124311048675","0.0462418906788377","-0.159402559861312","1.97394792393595","0.342886252126908","0.833653868116541","136.782674372477","-58.8694702632899","0.607534525592485","0.865955679115351","0.896102206186786","0.823682498373455","0.15465","0","0.0433193351866091","3662","20","1e+10","14220539438","0.703208204133107","1","0.00208350039503354","0.0026916116117948","0.0155290342465314","0.00035029649735699","0.00104945460521318","0.00131071826762393"
"1","indep","10","10","-0.458145365937078","-0.456972670568105","-0.623884848375559","0.00117269536897302","-0.165739482438482","1.58382977076651","0.320284680387995","0.724464724921729","118.620688666053","-55.790162119681","0.581865642648247","0.835704092046893","0.907605955701946","0.842032736194669","0.10741","0","0.0329042449500891","2937","20","1e+10","13330236780","0.750174221586483","1","0.00194759323117438","0.00259024798582988","0.0133834474292714","0.000362470274626195","0.000969269727252844","0.00122073677337895"
"1.2","indep","10","10","-0.2390179004715","-0.273516840267285","-0.367401821235633","-0.0344989397957846","-0.128383920764133","0.948355766527087","0.273858901060807","0.512494989043833","85.046836905946","-46.5635943930402","0.526644971147493","0.727100355692722","0.920458010451386","0.875182688971369","0.04893","0","0.016602353139096","1579","20","1e+10","12037750226","0.830720010986877","1","0.00170404148240307","0.00226317833613238","0.00954375166071724","0.000369760387526047","0.000877392614168321","0.00107171801029149"
"1.4","indep","10","10","-0.0639166857549427","-0.0991966138478819","-0.137098150253767","-0.0352799280929392","-0.0731814644988242","0.5323437933752","0.227988998318565","0.335449102343254","58.6958467488967","-32.0346971489966","0.46517322585697","0.591226605106529","0.926856317278147","0.903892721242089","0.01714","0","0.00723399059886454","711","20","1e+10","11181307271","0.894349807015513","1","0.0014795117938255","0.00185525419769835","0.00636725203855985","0.000352834451989833","0.000830517500550253","0.00094013615446211"
"1.6","indep","10","10","0.0827572192387867","0.054178256100813","0.0444961263263644","-0.0285789631379737","-0.0382610929124222","0.303333313669029","0.188074817601535","0.218270324549603","38.9713944371283","-13.8339955330052","0.409388571489734","0.474153941999592","0.933116857004986","0.925396091362393","0.00528","0","0.00278470323307061","277","20","1e+10","10718623463","0.932955620142769","1","0.00129487148197134","0.00149452428245823","0.00406011293638866","0.000319615580066108","0.000792092551284868","0.00083309436354475"
"1.8","indep","10","10","0.209355167429093","0.195154271386311","0.19671057521307","-0.0142008960427817","-0.0126445922160226","0.17367111928375","0.152853336395498","0.137870195988896","25.9671229434801","10.8675702526808","0.355373339590564","0.373571522149087","0.935967002382716","0.93998157900006","0.00114","0","0.000790901627855756","79","20","1e+10","10451713465","0.956780917644493","1","0.0011235377777993","0.00118066587322739","0.0021754398832384","0.00027211570570912","0.000774604248451973","0.000751535747801523"
"2","indep","10","10","0.320926943086197","0.317053074006846","0.318377445070377","-0.00387386907935072","-0.00254949801581977","0.117804848167539","0.125085084355598","0.0981651947783798","20.0067380638299","27.4230491142947","0.31768917548799","0.314310312179296","0.937836999689885","0.94890109340456","0.00037","0","0.000180066624651121","18","20","1e+10","10317120841","0.969262660980012","1","0.00100473760888989","0.000993908749617974","0.00114889873731219","0.000223694705348828","0.000763677551250814","0.000696460734497751"
"2.5","indep","10","10","0.553455545741402","0.562194244908268","0.553295736480345","0.0087386991668652","-0.00015980926105752","0.0706685296292525","0.0822141312969847","0.0638522953705615","10.6750027060633","28.7567358696532","0.265038930352597","0.252688904359902","0.94099","0.95671","0","0","0","0","20","1e+10","10152680425","0.984961564965244","1","0.000837675184298987","0.000799076312817252","0.000127008015656705","0.000121026205504559","0.000745169912838676","0.000643552452407728"
"3","indep","10","10","0.740802270462108","0.756171023131149","0.739244802433722","0.0153687526690414","-0.00155746802838597","0.0550223652311368","0.0622195448421773","0.0526309878787602","4.54366799628643","18.2184628293603","0.237411471288779","0.229418585287986","0.94205","0.96019","0","0","0","0","20","1e+10","10061314581","0.993905907572378","1","0.000749190025471474","0.000725472176439319","4.75489585027593e-05","6.21221528406358e-05","0.000738862622549009","0.000618265023270765"
"4","indep","10","10","1.03343137973649","1.05592789253005","1.03206859435198","0.0224965127935617","-0.00136278538451018","0.0420096027233093","0.0468710437730414","0.0422399134126573","-0.545244226942487","10.9638727597305","0.20974584373892","0.20552700113982","0.94154","0.96168","0","0","0","0","20","1e+10","10002582965","0.999741770199854","1","0.000659451747700225","0.000649922406235216","1.97520878916775e-05","2.44534868457164e-05","0.00074190584577829","0.000607055002450355"
"5","indep","10","10","1.2588482363055","1.28343798158889","1.25684519678382","0.0245897452833987","-0.00200303952167857","0.0366296878485726","0.0411158410818139","0.0375580878959886","-2.47190445367486","9.47266856523143","0.196980201952357","0.193808473711639","0.94073","0.96013","0","0","0","0","20","1e+10","10000025000","0.99999750000625","1","0.000618036619929213","0.000612846537854206","1.11334501167422e-05","1.60488753021496e-05","0.000746706549455675","0.00061871142788864"
"0.2","indep","20","20",NA,"-1.44726390854111","-1.63386518682518",NA,NA,"5.45931170104737","0.426306694080663","1.39433522215036","291.535092445557","-69.4258104286279",NA,NA,NA,NA,"0.58548","0","0.154974428254366","6424","20","1e+10","21514036807","0.464812814522392","1",NA,NA,"0.0353079302690539","0.000182367451874569",NA,NA
"0.3","indep","20","20",NA,"-1.33236719628992","-1.57248654640482",NA,NA,"4.53189289125311","0.412000058224922","1.27897025494647","254.339193873027","-67.7865801310472",NA,NA,NA,NA,"0.49076","0","0.123379938732228","6283","20","1e+10","20018860336","0.499528935821434","1",NA,NA,"0.029642152169685","0.000221850386083953",NA,NA
"0.4","indep","20","20","-1.75327894865999","-1.20996635948478","-1.47171520252795","0.543312589175206","0.281563746132043","3.6374212498443","0.391994763024611","1.12637959105869","222.930322843071","-65.1986980111941","0.844369513912357","0.884468198784762","0.783177870697974","0.691026053393374","0.3782","0","0.0931489224831135","5792","20","1e+10","18215097030","0.548995154048872","1","0.00259207424884062","0.00265143900864129","0.0244103036132093","0.000261773393101792","0.00165255775879079","0.00185303141499951"
"0.5","indep","20","20","-1.29513358272291","-1.08819745354418","-1.33786227868435","0.206936129178738","-0.0427286959614406","2.88391983900118","0.367409396380427","1.00936778826071","185.715461949761","-63.6000474105156","0.662072573240761","0.861860210761895","0.861416260565513","0.778447729963382","0.27358","0","0.0708130282756532","5144","20","1e+10","16470333579","0.607152244490676","1","0.00233341487319464","0.00272210339862924","0.020348079844321","0.000298964082439903","0.00128194317416683","0.00154084493094275"
"0.6","indep","20","20","-1.02011041426328","-0.960519430880255","-1.16873746991748","0.0595909833830223","-0.148627055654201","2.16842058818312","0.338897477857176","0.833325373520715","160.21295607762","-59.3319142047279","0.597822425491504","0.850399106366748","0.894730407140237","0.816346741655459","0.1821","0","0.0479765252475853","3924","20","1e+10","14863244242","0.672800623954115","1","0.0020799666044662","0.00264782108420003","0.0165050398702616","0.000329516771230779","0.00107311796645756","0.00135389987049351"
"0.7","indep","20","20","-0.817377860209195","-0.830761317117708","-0.986218276723327","-0.0133834569085127","-0.168840416514132","1.61333768229354","0.306857951376475","0.708822108094989","127.608262195644","-56.7087499286418","0.569685576542399","0.827387944803278","0.911950537052081","0.839358245329001","0.11368","0","0.0342991244697175","3040","20","1e+10","13525022476","0.739370305501886","1","0.00191303326154879","0.00256138690099716","0.0136450594507258","0.000351303976139148","0.00095181758173079","0.00123341045513453"
"0.8","indep","20","20","-0.654666659991881","-0.701602533823189","-0.799907542649355","-0.046935873831308","-0.145240882657474","1.12607062192678","0.273764613204322","0.55677097050128","102.250239611619","-50.8299412669015","0.5314436904189","0.755372420700645","0.923077744895888","0.86369803741413","0.06399","0","0.0215489150756936","2017","20","1e+10","12466373620","0.802157893291185","1","0.00173029016585453","0.00234413752783573","0.0108214302403462","0.000359305654612122","0.000870973416405227","0.00112148062932346"
"0.9","indep","20","20","-0.51781874475336","-0.570835761310898","-0.619699213535206","-0.053017016557538","-0.101880468781845","0.746948932797072","0.239249080543972","0.416822143547379","79.200876047548","-42.6016385531166","0.486871758293007","0.660267663522483","0.93095070713754","0.888108923993053","0.03272","0","0.0121784798610537","1178","20","1e+10","11670745642","0.856843282061823","1","0.0015561464415949","0.00206295422478145","0.00823596805097052","0.000354505770014815","0.000815205041161701","0.001013572311433"
"1","indep","20","20","-0.399253848108886","-0.45251159385654","-0.466745663178302","-0.0532577457476547","-0.0674918150694166","0.490603901859145","0.207615882094149","0.302922597122333","61.9568518557955","-31.4623986237959","0.442213751677653","0.563169961127055","0.934992536631431","0.90669266152862","0.01519","0","0.00695565642103553","685","20","1e+10","11143968361","0.897346409829779","1","0.00139889642114883","0.00176807348856982","0.00618680258524245","0.000339499315957022","0.000785614439513524","0.000926854848738543"
"1.2","indep","20","20","-0.200238783298563","-0.237501133561943","-0.219620628713822","-0.0372623502633803","-0.0193818454152591","0.201555072243076","0.151287368678827","0.147635336180496","36.5222428840873","2.47368454789556","0.354775137549435","0.389105020112816","0.942134921589861","0.93373240283961","0.00268","0","0.00124333213010869","124","20","1e+10","10562490608","0.946746403961394","1","0.00111719587152657","0.00122893682112224","0.00283136050910813","0.000284792244877567","0.000739345714192848","0.000787670467671412"
"1.4","indep","20","20","-0.0362853464174178","-0.0569345402851639","-0.0369325798507519","-0.0206491938677461","-0.000647233433334143","0.103624012415363","0.107798434253826","0.0836763835253428","23.8390189078602","28.8277883342997","0.293336411547194","0.290372164096679","0.945330318914809","0.946330679044456","0.00036","0","0.000250090032411668","25","20","1e+10","10326804692","0.968353745253537","1","0.00092548123809353","0.000918239717803857","0.00122543032770408","0.000214603209030263","0.000719023774864446","0.000712791803693825"
"1.6","indep","20","20","0.103507084692163","0.0933147825455042","0.106899023298325","-0.0101923021466591","0.00339193860616149","0.068861852844528","0.0781679473423917","0.0577541797937107","19.2326738783101","35.3459569880412","0.252177101798213","0.240343727813772","0.94759","0.95207","0","0","2e-05","2","20","1e+10","10217666448","0.978697048968299","1","0.000796806391469868","0.000759961708204503","0.000495932095549257","0.000148020287748162","0.000704721164007439","0.000675519911623632"
"1.8","indep","20","20","0.225537809680109","0.220859761064407","0.227942834142494","-0.00467804861570179","0.00240502446238541","0.0525225407278522","0.0595660094156034","0.0458657643594622","14.5136060880161","29.8703079463992","0.225049476979599","0.214175371703852","0.94855","0.95507","0","0","0","0","20","1e+10","10142636449","0.985936945515378","1","0.00071151872223317","0.000677242677032851","0.000122658092913005","9.66959947774229e-05","0.000698590706351008","0.000655067134727426"
"2","indep","20","20","0.333914686287828","0.332794831302012","0.334950110381936","-0.00111985498581568","0.00103542409410856","0.0435155237670788","0.0479527717842492","0.0396954031980856","9.62358424709835","20.801825705002","0.207205933672821","0.199238747102837","0.95062","0.9574","0","0","0","0","20","1e+10","10079523790","0.99211036238846","1","0.000655236401680939","0.000630042881065135","5.23839152520781e-05","6.47122177401829e-05","0.000685139515719244","0.000638633228073829"
"2.5","indep","20","20","0.561652450629241","0.566203813482901","0.561562993859258","0.00455136285365987","-8.94567699823989e-05","0.0312863239978454","0.033234027497347","0.0300053916217101","4.2690073580258","10.7601857570852","0.176917150735054","0.173219801322792","0.94789","0.9596","0","0","0","0","20","1e+10","10008007843","0.999199856442399","1","0.000559278786591673","0.000547771773841169","2.22197848252636e-05","2.55815980498608e-05","0.000702812548977321","0.000622638257738793"
"3","indep","20","20","0.746452048089074","0.75372103686041","0.745932029020728","0.00726898877133542","-0.000520019068346533","0.0253479605176209","0.0267223601346462","0.024873402488735","1.90789349828897","7.43347295066912","0.159939826530166","0.157713107174203","0.94615","0.95732","0","0","0","0","20","1e+10","10000205185","0.999979481921","1","0.000505254046934744","0.000498732418123537","1.29933827871688e-05","1.42159457830005e-05","0.000713793930346847","0.000639205894841404"
"4","indep","20","20","1.03658596433312","1.04704428235422","1.03642575862062","0.0104583180211018","-0.000160205712502304","0.0198036033889728","0.0209017799217351","0.0198455840313944","-0.211536442340099","5.32207008203853","0.142198865575404","0.140873742199973","0.94676","0.95675","0","0","0","0","20","1e+10","1e+10","1","1","0.000448456709934436","0.000445483827219287","6.07225066858483e-06","6.8497587008785e-06","0.000709968326054057","0.000643268509255661"
"5","indep","20","20","1.26086031145536","1.27211516579409","1.26027691088435","0.0112548543387354","-0.000583400571005921","0.0173580760302527","0.018390037726171","0.0175284722111827","-0.972110854141295","4.91523450879323","0.133413556195161","0.132395760063103","0.94556","0.95561","0","0","0","0","20","1e+10","1e+10","1","1","0.000420388890876922","0.000418670182974411","3.56041214207264e-06","4.5368426492177e-06","0.000717469765216626","0.000651302755252886"
"0.2","indep","100","100","-2.30258509299405","-1.97042862076725","-2.2251233589428","0.332156472226795","0.0774617340512505","3.25718430538457","0.37104806071778","1.05792079237583","207.885460694061","-64.9266690482094","0.712768589001269","0.847288028753758","0.833894248747289","0.74423752898063","0.33145","0","0.0807568618652307","5399","20","1e+10","17578276552","0.568883984184572","1","0.00243904705578885","0.00266815254898446","0.022403095449417","0.00027264987573033","0.00143939794258481","0.00168735804323427"
"0.3","indep","100","100","-1.67620360874636","-1.68680522429269","-1.84666480608298","-0.0106016155463262","-0.170461197336621","1.73652460290153","0.3064845572957","0.732740501050247","136.990394336405","-58.1728378796571","0.567371177880645","0.833169603284046","0.914429395044822","0.837777189610928","0.13101","0","0.0373767247033913","3248","20","1e+10","13936661527","0.717531955599742","1","0.00192436101381358","0.00257899441498281","0.0143376655617029","0.000336473239357484","0.000948920875645003","0.00125058391028768"
"0.4","indep","100","100","-1.32963001846639","-1.39773328717569","-1.43544819962777","-0.0681032687092977","-0.105818181161379","0.744957694175512","0.231392947154496","0.405952174801589","83.508733396887","-42.9999488812714","0.477778908650028","0.653671691666216","0.935973494849097","0.889465237873376","0.03415","0","0.0123621680385153","1194","20","1e+10","11730646428","0.85246794039678","1","0.00152165758143586","0.00203983664531013","0.00829773585271113","0.000346566270016337","0.000787692719764465","0.00100892547564139"
"0.5","indep","100","100","-1.08141157530944","-1.13800434741506","-1.11544709617228","-0.0565927721056132","-0.034035520862832","0.280711633856943","0.161193859589036","0.187646148272281","49.5962674648786","-14.0968993644684","0.375704558658974","0.441970509522987","0.94522022575907","0.925843578341617","0.00602","0","0.0029376848628745","292","20","1e+10","10746938467","0.930497558044686","1","0.00117808346723809","0.00139349006606495","0.00418382802317576","0.000302009466278602","0.000721751672753662","0.000831102079448842"
"0.6","indep","100","100","-0.885978420965938","-0.92020416561566","-0.887167307571175","-0.0342257446497218","-0.00118888660523708","0.108249061919766","0.105616372768279","0.085933204271376","25.9688415410611","22.9051955688092","0.290406174255335","0.295313140367169","0.94914338323593","0.943279160995917","0.00072","0","0.000330237771195261","33","20","1e+10","10381489372","0.963252924669083","1","0.000912277911444175","0.000933859248041451","0.00148380039233826","0.000225430067471336","0.000695017991824872","0.00073172491938232"
"0.7","indep","100","100","-0.724084882418989","-0.747416699322206","-0.720898763820585","-0.0233318169032166","0.00318611859840434","0.0603319010572384","0.0694305336721911","0.0499895872150196","20.6889362733354","38.88999197683","0.235665170450134","0.223931884933344","0.952776694368606","0.951156580960667","7e-05","0","3.00021001470103e-05","3","20","1e+10","10239492962","0.976610857306237","1","0.000741607030247044","0.000708066657147959","0.000471727120520172","0.000148015368912013","0.000670793670107829","0.000681623002291602"
"0.8","indep","100","100","-0.585591490751473","-0.601766892288838","-0.583027096919319","-0.0161754015373655","0.00256439383215368","0.0415909165124958","0.0474966281417002","0.0358833964979352","15.9057407369144","32.3638026975324","0.200358391737753","0.189445543045216","0.95552","0.95468","0","0","0","0","20","1e+10","10146308514","0.985580123667822","1","0.00063152387403207","0.000599027516045258","7.59200376316248e-05","8.9392185494075e-05","0.00065193197191118","0.000657769698298729"
"0.9","indep","100","100","-0.464434757040508","-0.474266198254422","-0.461180921959488","-0.0098314412139141","0.0032538350810194","0.0315541022696564","0.0345454175885548","0.028270277059948","11.6158225218132","22.1969544737754","0.175289094606052","0.16816831389983","0.95394","0.95523","0","0","0","0","20","1e+10","10068408845","0.993205595238222","1","0.000553443002942709","0.000531698006954587","3.98600661263723e-05","5.19730563049117e-05","0.000662861044261918","0.000653954486948442"
"1","indep","100","100","-0.356674943938733","-0.36531745139692","-0.355838717116291","-0.00864250745818734","0.000836226822441721","0.0253090865532374","0.0269272744157631","0.0232665185799814","8.77900132000608","15.7340077467865","0.157322946470333","0.152535193283695","0.95304","0.9574","0","0","0","0","20","1e+10","10023435516","0.997661927792862","1","0.000496750071077756","0.000482353797331185","2.6534120079745e-05","3.22355019235572e-05","0.000668989973019028","0.000638633228073829"
